Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,GBH,GBD,GBA,IWH,IWD,IWA,SYH,SYD,SYA,WHH,WHD,WHA,Country,Season
SP2,2002-03-31,Sp Gijon,Santander,1,1,D,0,1,A,2.35,2.7,3.0,2.4,2.6,2.7,2.375,2.7,3.0,2.4,2.75,2.8,ES,2001/2002
SP2,2002-06-04,Ath Madrid,Murcia,4,2,H,2,1,H,1.4,3.6,6.75,1.4,3.4,6.0,1.4,3.6,7.5,1.45,3.6,6.0,ES,2001/2002
SP2,2002-06-04,Xerez,Leganes,3,3,D,1,2,A,1.5,3.3,6.1,1.45,3.3,5.5,1.5,3.4,6.0,1.45,3.6,6.0,ES,2001/2002
SP2,2002-07-04,Burgos,Sp Gijon,0,0,D,0,0,D,2.35,2.65,3.0,2.3,2.7,2.7,2.25,2.8,3.1,2.3,2.7,3.0,ES,2001/2002
SP2,2002-07-04,Eibar,Salamanca,0,1,A,0,0,D,2.15,2.7,3.45,2.2,2.7,2.9,2.1,2.75,3.5,2.3,2.7,3.0,ES,2001/2002
SP2,2002-07-04,Poli Ejido,Elche,0,0,D,0,0,D,2.22,2.75,3.1,2.4,2.6,2.7,2.375,2.8,2.875,2.5,2.6,2.85,ES,2001/2002
SP2,2002-07-04,Extremadura,Numancia,0,2,A,0,1,A,2.05,2.65,3.7,2.1,2.7,3.0,2.0,2.875,3.6,2.3,2.7,3.0,ES,2001/2002
SP2,2002-07-04,Gimnastic,Cordoba,1,0,H,0,0,D,2.2,2.8,3.1,2.2,2.7,2.9,2.375,2.8,2.875,2.5,2.6,2.85,ES,2001/2002
SP2,2002-07-04,Jaen,Recreativo,1,1,D,0,0,D,2.9,2.75,2.35,2.65,2.7,2.35,2.9,2.75,2.375,3.0,2.8,2.25,ES,2001/2002
SP2,2002-07-04,Oviedo,Albacete,0,0,D,0,0,D,1.8,2.95,4.15,1.9,2.8,3.4,1.909,2.875,4.0,2.0,2.8,3.6,ES,2001/2002
SP2,2002-07-04,Ferrol,Levante,1,2,A,0,1,A,1.7,3.0,4.7,1.7,2.9,4.0,1.667,3.1,5.0,1.7,3.0,4.75,ES,2001/2002
SP2,2002-07-04,Santander,Badajoz,3,0,H,0,0,D,1.53,3.3,5.6,1.6,2.9,4.4,1.615,3.1,5.5,1.65,3.0,5.0,ES,2001/2002
SP2,2002-04-13,Levante,Leganes,1,2,A,1,0,H,2.05,2.75,3.5,2.1,2.6,3.2,2.2,2.75,3.25,2.2,2.65,3.3,ES,2001/2002
SP2,2002-04-13,Recreativo,Eibar,1,0,H,0,0,D,1.58,3.1,5.6,1.6,3.0,4.6,1.667,3.1,5.0,1.6,3.25,5.0,ES,2001/2002
SP2,2002-04-14,Albacete,Extremadura,1,1,D,1,1,D,1.6,3.15,5.1,1.6,3.0,4.6,1.615,3.25,5.0,1.7,3.1,4.5,ES,2001/2002
SP2,2002-04-14,Ath Madrid,Xerez,0,0,D,0,0,D,1.67,3.1,4.6,1.75,2.9,3.8,1.727,3.1,4.5,1.8,2.9,4.3,ES,2001/2002
SP2,2002-04-14,Badajoz,Burgos,2,3,A,1,1,D,2.1,2.75,3.4,2.2,2.7,2.9,2.25,2.8,3.1,2.25,2.9,2.9,ES,2001/2002
SP2,2002-04-14,Cordoba,Oviedo,0,1,A,0,0,D,2.4,2.75,2.8,2.6,2.5,2.6,2.5,2.75,2.75,2.65,2.65,2.65,ES,2001/2002
SP2,2002-04-14,Elche,Gimnastic,1,0,H,0,0,D,1.65,3.15,4.75,1.6,3.0,4.6,1.615,3.1,5.5,1.7,3.1,4.5,ES,2001/2002
SP2,2002-04-14,Murcia,Poli Ejido,0,1,A,0,0,D,1.85,2.9,4.0,1.9,2.8,3.4,2.0,2.875,3.6,2.1,2.75,3.4,ES,2001/2002
SP2,2002-04-14,Numancia,Santander,0,1,A,0,1,A,2.4,2.65,2.9,2.6,2.5,2.6,2.5,2.75,2.75,2.6,2.75,2.6,ES,2001/2002
SP2,2002-04-14,Salamanca,Ferrol,3,1,H,1,0,H,1.95,2.75,3.85,2.1,2.6,3.2,2.0,2.875,3.6,2.1,2.85,3.25,ES,2001/2002
SP2,2002-04-14,Sp Gijon,Jaen,3,2,H,2,1,H,1.7,3.1,4.4,,,,1.8,3.0,4.333,1.9,3.0,3.6,ES,2001/2002
SP2,2002-04-20,Burgos,Numancia,1,1,D,0,1,A,2.02,2.9,3.45,2.2,2.7,2.9,2.0,2.875,3.6,2.1,2.75,3.4,ES,2001/2002
SP2,2002-04-20,Eibar,Sp Gijon,2,0,H,1,0,H,2.25,2.9,2.95,2.3,2.8,2.6,2.3,2.8,3.0,2.35,2.7,2.9,ES,2001/2002
SP2,2002-04-20,Poli Ejido,Ath Madrid,1,2,A,0,1,A,3.2,3.05,2.05,2.6,2.8,2.3,3.6,2.875,2.0,3.3,2.8,2.1,ES,2001/2002
SP2,2002-05-19,Oviedo,Gimnastic,0,2,A,0,1,A,2.22,3.4,2.55,,,,,,,2.25,3.25,2.6,ES,2001/2002
SP2,2002-05-19,Santander,Ath Madrid,1,0,H,0,0,D,2.0,2.85,3.5,,,,,,,2.0,2.8,3.55,ES,2001/2002
SP2,2002-05-19,Recreativo,Xerez,2,1,H,1,1,D,1.88,2.95,3.75,,,,,,,1.95,2.7,3.9,ES,2001/2002
SP2,2002-05-19,Salamanca,Sp Gijon,1,2,A,0,2,A,2.15,2.75,3.25,,,,,,,2.1,2.8,3.3,ES,2001/2002
SP2,2002-05-25,Albacete,Leganes,1,2,A,1,1,D,,,,,,,,,,,,,ES,2001/2002
SP2,2002-05-25,Ath Madrid,Burgos,1,1,D,1,1,D,,,,,,,,,,,,,ES,2001/2002
SP2,2002-05-25,Badajoz,Salamanca,2,2,D,1,1,D,,,,,,,,,,,,,ES,2001/2002
SP2,2002-05-25,Cordoba,Ferrol,1,1,D,0,0,D,,,,,,,,,,,,,ES,2001/2002
SP2,2002-05-25,Poli Ejido,Santander,1,0,H,0,0,D,,,,,,,,,,,,,ES,2001/2002
SP2,2002-05-25,Elche,Eibar,0,0,D,0,0,D,,,,,,,,,,,,,ES,2001/2002
SP2,2002-05-25,Gimnastic,Extremadura,3,1,H,0,0,D,,,,,,,,,,,,,ES,2001/2002
SP2,2002-05-25,Murcia,Jaen,3,0,H,0,0,D,,,,,,,,,,,,,ES,2001/2002
SP2,2002-05-25,Numancia,Levante,1,2,A,0,1,A,,,,,,,,,,,,,ES,2001/2002
SP2,2002-05-25,Sp Gijon,Recreativo,3,1,H,0,0,D,,,,,,,,,,,,,ES,2001/2002
SP2,2002-05-25,Xerez,Oviedo,2,1,H,0,1,A,,,,,,,,,,,,,ES,2001/2002
