Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Attendance,Referee,HS,AS,HST,AST,HHW,AHW,HC,AC,HF,AF,HO,AO,HY,AY,HR,AR,HBP,ABP,GBH,GBD,GBA,IWH,IWD,IWA,SBH,SBD,SBA,SYH,SYD,SYA,WHH,WHD,WHA,Country,Season
D2,2002-02-17,Duisburg,Saarbrucken,5,0,H,2,0,H,8382,"Gräfe, M",14.0,5.0,9.0,0.0,0.0,0.0,4.0,5.0,7.0,15.0,3.0,6.0,2,3,0,0,20,30,1.57,3.45,5.0,1.6,3.4,4.6,1.571,3.4,5.2,1.533,3.4,5.5,1.55,3.45,5.0,DE,2001/2002
D2,2002-02-17,Karlsruhe,Hannover,1,2,A,1,0,H,12000,"Sippel, P",8.0,14.0,3.0,8.0,0.0,0.0,3.0,6.0,15.0,17.0,3.0,1.0,0,2,0,0,0,20,2.85,3.05,2.22,2.9,3.0,2.2,2.875,3.1,2.2,2.7,3.2,2.25,2.8,3.15,2.15,DE,2001/2002
D2,2002-02-18,Bielefeld,Ein Frankfurt,4,1,H,1,0,H,10000,"Steinborn, E.",8.0,6.0,5.0,4.0,0.0,0.0,5.0,2.0,9.0,11.0,3.0,2.0,2,2,0,0,20,20,1.95,3.1,3.4,2.0,3.0,3.3,1.95,3.1,3.5,1.909,3.2,3.5,1.9,3.2,3.35,DE,2001/2002
D2,2002-02-22,Mannheim,Aachen,3,1,H,3,0,H,4200,"Schmidt, M",11.0,5.0,8.0,3.0,0.0,0.0,3.0,9.0,15.0,19.0,6.0,2.0,0,2,0,0,0,20,1.75,3.3,4.0,1.7,3.2,4.2,1.833,3.2,3.75,1.833,3.2,3.75,1.75,3.3,3.8,DE,2001/2002
D2,2002-02-22,Saarbrucken,Greuther Furth,0,3,A,0,3,A,4000,"Pickel, M.",6.0,22.0,3.0,12.0,0.0,0.0,3.0,6.0,17.0,14.0,1.0,3.0,3,2,0,0,30,20,4.3,3.45,1.65,3.5,3.1,1.9,3.6,3.3,1.833,3.4,3.25,1.909,3.65,3.25,1.8,DE,2001/2002
D2,2002-02-23,Bielefeld,Karlsruhe,1,1,D,0,1,A,10234,"Voss, K",25.0,15.0,12.0,7.0,0.0,0.0,12.0,4.0,21.0,25.0,4.0,0.0,2,5,0,2,20,100,1.52,3.5,5.5,1.5,3.5,5.4,1.5,3.4,6.0,1.444,3.75,6.0,1.5,3.5,5.4,DE,2001/2002
D2,2002-02-23,Schweinfurt,Union Berlin,0,1,A,0,0,D,3251,Scheppe. D,11.0,9.0,4.0,4.0,0.0,1.0,4.0,6.0,26.0,24.0,2.0,2.0,3,2,0,0,30,20,2.55,3.05,2.45,2.9,3.0,2.2,2.625,3.1,2.375,2.75,3.25,2.2,2.6,3.15,2.3,DE,2001/2002
D2,2002-02-24,Babelsberg,Bochum,1,2,A,1,1,D,3000,"Wagner, L",10.0,8.0,6.0,7.0,1.0,0.0,4.0,10.0,18.0,23.0,4.0,2.0,1,1,0,0,10,10,4.0,3.4,1.7,3.4,3.2,1.85,3.2,3.2,2.0,3.25,3.4,1.909,3.2,3.2,1.95,DE,2001/2002
D2,2002-02-24,Ein Frankfurt,Duisburg,2,0,H,0,0,D,10700,"Lange, P",16.0,11.0,7.0,4.0,0.0,0.0,6.0,4.0,12.0,14.0,5.0,4.0,3,3,0,0,30,30,1.87,3.1,3.7,1.8,3.1,3.8,1.833,3.2,3.75,1.833,3.4,3.5,1.8,3.3,3.6,DE,2001/2002
D2,2002-02-24,Reutlingen,Unterhaching,1,1,D,0,0,D,5095,"Gagelmann, P",13.0,16.0,2.0,4.0,1.0,0.0,9.0,3.0,20.0,19.0,1.0,0.0,2,0,0,0,20,0,1.87,3.1,3.7,1.85,3.1,3.6,1.909,3.2,3.5,1.833,3.2,3.75,1.8,3.25,3.65,DE,2001/2002
D2,2002-02-25,Ahlen,Mainz,1,4,A,0,1,A,3915,"Fandel, H",6.0,17.0,5.0,8.0,0.0,1.0,5.0,2.0,21.0,23.0,5.0,4.0,2,1,0,0,20,10,2.45,3.05,2.55,2.2,3.0,2.9,2.3,3.0,2.8,2.3,3.1,2.7,2.25,3.1,2.7,DE,2001/2002
D2,2002-01-03,Duisburg,Bielefeld,2,1,H,0,1,A,7221,"Trautmann, S",9.0,11.0,3.0,3.0,0.0,0.0,7.0,8.0,15.0,19.0,2.0,5.0,3,3,0,0,30,30,2.4,3.1,2.55,2.5,3.0,2.5,2.4,3.1,2.6,2.3,3.1,2.7,2.4,3.1,2.5,DE,2001/2002
D2,2002-01-03,Mainz,Babelsberg,2,2,D,1,0,H,9305,"Brych, F",18.0,4.0,10.0,2.0,0.0,0.0,14.0,3.0,14.0,17.0,2.0,0.0,0,2,0,0,0,20,1.16,5.5,12.0,1.25,4.5,9.0,1.25,4.6,9.0,1.3,4.333,8.0,1.25,4.3,10.0,DE,2001/2002
D2,2002-01-03,Union Berlin,Saarbrucken,3,0,H,0,0,D,7150,"Margenberg, D.",12.0,2.0,5.0,1.0,0.0,0.0,4.0,3.0,12.0,19.0,3.0,0.0,1,0,0,0,10,0,1.18,5.5,11.0,1.25,4.5,9.0,1.3,4.333,8.0,1.286,4.5,8.0,1.15,5.0,15.0,DE,2001/2002
D2,2002-02-03,Aachen,Schweinfurt,1,0,H,0,0,D,8893,"Minskowski, F",12.0,9.0,5.0,2.0,0.0,2.0,9.0,3.0,18.0,15.0,6.0,3.0,1,3,0,0,10,30,1.48,3.55,5.6,1.5,3.5,5.4,1.571,3.5,5.0,1.533,3.4,5.5,1.5,3.5,5.5,DE,2001/2002
D2,2002-03-03,Greuther Furth,Ein Frankfurt,1,1,D,1,0,H,11518,"Weiner, M",10.0,7.0,5.0,4.0,0.0,0.0,11.0,6.0,15.0,22.0,2.0,1.0,1,4,1,1,35,65,1.9,3.2,3.5,1.9,3.1,3.5,1.85,3.2,3.75,1.909,3.2,3.5,1.85,3.25,3.45,DE,2001/2002
D2,2002-03-03,Karlsruhe,Oberhausen,0,1,A,0,0,D,16000,"Anklam, M",14.0,8.0,8.0,5.0,0.0,0.0,6.0,5.0,13.0,23.0,4.0,3.0,3,3,0,1,30,55,2.0,3.1,3.25,2.0,3.1,3.2,1.909,3.1,3.6,1.909,3.25,3.4,1.95,3.25,3.15,DE,2001/2002
D2,2002-03-03,Unterhaching,Mannheim,0,0,D,0,0,D,3500,"Rafati, B",12.0,4.0,2.0,0.0,0.0,0.0,6.0,1.0,6.0,17.0,3.0,0.0,1,0,0,0,10,0,2.05,3.05,3.2,2.0,3.0,3.3,2.2,3.0,3.0,2.1,3.2,3.0,2.05,3.15,3.0,DE,2001/2002
D2,2002-04-03,Hannover,Ahlen,3,1,H,0,1,A,21000,"Berg, A",23.0,6.0,12.0,4.0,0.0,0.0,11.0,7.0,19.0,13.0,3.0,6.0,1,0,0,0,10,0,1.42,3.8,6.85,1.4,3.9,6.0,1.444,3.6,6.5,1.444,3.6,6.5,1.4,3.8,6.3,DE,2001/2002
D2,2002-08-03,Duisburg,Karlsruhe,2,0,H,0,0,D,7490,"Schmidt, M",16.0,8.0,7.0,2.0,1.0,0.0,8.0,2.0,18.0,11.0,2.0,3.0,2,0,0,0,20,0,1.65,3.4,4.4,1.7,3.2,4.2,1.667,3.4,4.5,1.667,3.25,4.5,1.7,3.35,4.0,DE,2001/2002
D2,2002-08-03,Mannheim,Bochum,1,2,A,1,2,A,5100,"Kircher, K",11.0,8.0,7.0,5.0,1.0,1.0,8.0,6.0,15.0,17.0,1.0,0.0,1,1,0,0,10,10,2.35,3.1,2.65,2.3,3.0,2.7,2.25,3.2,2.7,2.3,3.1,2.7,2.25,3.2,2.65,DE,2001/2002
D2,2002-08-03,Schweinfurt,Unterhaching,3,1,H,1,1,D,4052,"Stachowiak, A",11.0,17.0,6.0,7.0,0.0,1.0,1.0,7.0,16.0,17.0,2.0,2.0,4,4,1,0,65,40,2.25,3.1,2.8,2.4,3.0,2.6,2.25,3.1,2.8,2.3,3.2,2.625,2.4,3.15,2.5,DE,2001/2002
D2,2002-09-03,Babelsberg,Hannover,1,3,A,0,1,A,5924,"Späker, R",8.0,20.0,5.0,12.0,0.0,0.0,4.0,5.0,21.0,14.0,1.0,4.0,3,1,0,0,30,10,5.5,3.6,1.5,4.6,3.4,1.6,5.0,3.5,1.571,4.5,3.5,1.615,4.4,3.5,1.6,DE,2001/2002
D2,2002-09-03,Reutlingen,Mainz,2,0,H,1,0,H,7500,"Koop, T",12.0,13.0,6.0,8.0,1.0,0.0,6.0,13.0,12.0,16.0,4.0,3.0,1,3,0,0,10,30,2.65,3.1,2.35,2.5,3.0,2.5,2.7,3.2,2.25,2.625,3.2,2.3,2.5,3.15,2.4,DE,2001/2002
D2,2002-10-03,Ahlen,Oberhausen,2,1,H,1,0,H,6400,"Schößling, C",9.0,16.0,7.0,7.0,0.0,0.0,10.0,5.0,24.0,12.0,2.0,1.0,2,0,0,0,20,0,1.85,3.2,3.65,2.1,3.0,3.1,1.8,3.25,3.8,1.8,3.25,3.75,1.85,3.25,3.5,DE,2001/2002
D2,2002-10-03,Ein Frankfurt,Union Berlin,2,2,D,1,0,H,16400,"Perl, G.",14.0,8.0,7.0,3.0,0.0,1.0,6.0,8.0,15.0,18.0,3.0,0.0,1,3,1,0,35,30,2.05,3.1,3.15,2.0,3.0,3.3,2.0,3.1,3.3,1.909,3.2,3.5,2.0,3.2,3.1,DE,2001/2002
D2,2002-10-03,Saarbrucken,Aachen,2,1,H,1,0,H,3000,"Albrecht, H",12.0,13.0,3.0,6.0,2.0,0.0,7.0,6.0,16.0,18.0,3.0,3.0,1,2,0,0,10,20,2.45,3.1,2.52,2.4,3.1,2.4,2.6,3.1,2.4,2.5,3.2,2.4,2.65,3.3,2.2,DE,2001/2002
D2,2002-11-03,Bielefeld,Greuther Furth,3,2,H,1,1,D,12500,"Fandel, H",15.0,13.0,7.0,8.0,0.0,1.0,5.0,2.0,22.0,27.0,3.0,1.0,3,3,0,0,30,30,2.1,3.1,3.05,2.0,2.9,3.4,2.1,3.1,3.1,2.0,3.2,3.2,1.95,3.25,3.2,DE,2001/2002
D2,2002-03-15,Aachen,Ein Frankfurt,2,1,H,1,0,H,10700,"Strampe, H",8.0,10.0,3.0,3.0,2.0,1.0,6.0,7.0,14.0,15.0,1.0,4.0,3,2,0,0,30,20,2.55,3.0,2.5,2.4,3.0,2.6,2.6,3.1,2.4,2.5,3.1,2.5,,,,DE,2001/2002
D2,2002-03-15,Bochum,Schweinfurt,3,1,H,0,1,A,11200,"Lange, P",23.0,13.0,8.0,6.0,1.0,0.0,10.0,7.0,18.0,20.0,3.0,1.0,2,2,0,0,20,20,1.3,4.3,8.0,1.3,4.2,8.0,1.333,4.0,8.0,1.3,4.333,8.0,,,,DE,2001/2002
D2,2002-03-15,Hannover,Reutlingen,4,0,H,1,0,H,19360,Scheppe. D,14.0,4.0,7.0,2.0,0.0,0.0,11.0,3.0,17.0,18.0,3.0,1.0,0,1,0,0,0,10,1.35,4.0,7.25,1.35,4.0,7.0,1.364,4.0,7.0,1.364,4.0,7.0,,,,DE,2001/2002
D2,2002-03-16,Karlsruhe,Ahlen,2,2,D,0,2,A,9500,"Jansen, J",10.0,6.0,5.0,2.0,0.0,0.0,7.0,4.0,16.0,18.0,2.0,2.0,1,3,0,0,10,30,1.95,3.35,3.15,2.0,3.1,3.2,2.2,3.2,2.8,2.2,3.25,2.75,,,,DE,2001/2002
D2,2002-03-16,Unterhaching,Saarbrucken,8,0,H,4,0,H,2000,"Frank, T",17.0,3.0,14.0,1.0,0.0,0.0,5.0,2.0,10.0,16.0,1.0,2.0,0,1,0,0,0,10,1.57,3.5,5.0,1.55,3.5,4.8,1.6,3.4,5.0,1.5,3.6,5.5,,,,DE,2001/2002
D2,2002-03-17,Greuther Furth,Duisburg,2,1,H,0,0,D,7560,"Kemmling, U",10.0,10.0,3.0,3.0,1.0,0.0,4.0,5.0,15.0,14.0,0.0,5.0,2,1,0,1,20,35,1.72,3.3,4.1,1.65,3.3,4.4,1.7,3.25,4.333,1.727,3.2,4.333,,,,DE,2001/2002
D2,2002-03-17,Oberhausen,Babelsberg,2,1,H,0,1,A,4192,"Aust, J",14.0,6.0,6.0,2.0,0.0,0.0,10.0,2.0,17.0,16.0,2.0,1.0,1,2,0,0,10,20,1.4,4.0,6.0,1.5,3.7,5.0,1.571,3.4,5.5,1.615,3.5,4.5,,,,DE,2001/2002
D2,2002-03-17,Union Berlin,Bielefeld,2,1,H,1,0,H,13000,"Sippel, P",11.0,13.0,5.0,5.0,0.0,1.0,7.0,4.0,17.0,14.0,3.0,2.0,1,2,0,0,10,20,2.0,3.1,3.3,2.0,3.0,3.3,2.1,3.1,3.1,2.1,3.1,3.1,,,,DE,2001/2002
D2,2002-03-18,Mainz,Mannheim,3,0,H,2,0,H,7500,"Keßler, J",18.0,10.0,9.0,3.0,2.0,0.0,4.0,6.0,15.0,13.0,1.0,5.0,2,2,0,0,20,20,1.45,3.7,5.8,1.65,3.3,4.4,1.65,3.1,5.0,1.615,3.5,4.5,,,,DE,2001/2002
D2,2002-03-20,Bochum,Reutlingen,3,1,H,2,0,H,11000,"Voss, K",20.0,10.0,9.0,5.0,2.0,0.0,7.0,1.0,24.0,22.0,1.0,3.0,3,3,0,0,30,30,1.4,3.65,7.4,1.4,3.9,6.0,1.615,3.25,5.0,1.5,3.6,5.5,,,,DE,2001/2002
D2,2002-03-20,Oberhausen,Hannover,0,0,D,0,0,D,6445,"Kammerer, S",10.0,5.0,3.0,2.0,2.0,1.0,5.0,9.0,7.0,16.0,7.0,4.0,1,3,0,0,10,30,3.05,3.25,2.05,2.8,3.1,2.2,3.1,3.25,2.0,3.6,3.3,1.833,,,,DE,2001/2002
D2,2002-03-23,Babelsberg,Ahlen,1,2,A,1,2,A,2317,"Perl, G.",7.0,11.0,3.0,7.0,0.0,1.0,4.0,9.0,7.0,10.0,1.0,2.0,3,2,1,0,55,20,3.3,3.2,1.95,2.8,3.1,2.2,3.0,3.25,2.0,3.1,3.3,2.0,,,,DE,2001/2002
D2,2002-03-23,Bielefeld,Aachen,4,1,H,2,1,H,12184,"Lange, P",19.0,7.0,7.0,2.0,1.0,0.0,3.0,4.0,13.0,18.0,5.0,2.0,2,2,0,1,20,45,1.4,3.85,6.5,1.4,3.7,6.4,1.444,3.5,6.0,1.444,3.6,6.5,1.45,3.55,6.0,DE,2001/2002
D2,2002-03-23,Ein Frankfurt,Unterhaching,3,2,H,2,0,H,5000,"Meyer, F",16.0,17.0,9.0,7.0,0.0,2.0,5.0,8.0,13.0,13.0,4.0,2.0,1,0,0,1,10,25,1.6,3.4,4.75,1.75,3.2,4.0,1.615,3.4,4.333,1.615,3.25,5.0,1.65,3.3,4.4,DE,2001/2002
D2,2002-03-23,Greuther Furth,Karlsruhe,1,1,D,0,1,A,6190,Scheppe. D,15.0,5.0,11.0,1.0,0.0,1.0,6.0,7.0,10.0,16.0,4.0,2.0,3,2,0,0,30,20,1.42,3.8,6.25,1.45,3.8,5.4,1.444,3.5,6.0,1.5,3.6,5.5,1.45,3.55,6.0,DE,2001/2002
D2,2002-03-23,Schweinfurt,Mainz,0,3,A,0,1,A,4720,"Wezel, V",7.0,10.0,3.0,7.0,1.0,1.0,4.0,4.0,20.0,13.0,6.0,3.0,3,2,0,0,30,20,3.2,3.2,2.0,3.2,3.1,2.0,2.75,3.25,2.1,3.0,3.2,2.1,2.8,3.15,2.15,DE,2001/2002
D2,2002-03-24,Duisburg,Union Berlin,1,1,D,1,1,D,8031,"Pickel, M.",9.0,8.0,5.0,4.0,0.0,0.0,9.0,7.0,17.0,15.0,5.0,1.0,2,1,0,0,20,10,2.35,3.1,2.65,2.3,2.9,2.8,2.3,3.1,2.6,2.2,3.2,2.8,2.35,3.15,2.55,DE,2001/2002
D2,2002-03-24,Reutlingen,Oberhausen,0,2,A,0,0,D,4500,"Trautmann, S",11.0,7.0,3.0,4.0,1.0,0.0,2.0,8.0,15.0,19.0,4.0,1.0,0,2,0,1,0,45,1.93,3.15,3.4,1.9,3.1,3.5,1.9,3.25,3.3,1.909,3.4,3.25,2.0,3.2,3.1,DE,2001/2002
D2,2002-03-24,Saarbrucken,Bochum,0,2,A,0,1,A,2000,"Koop, T",13.0,9.0,7.0,5.0,0.0,1.0,3.0,4.0,15.0,20.0,1.0,0.0,0,0,0,0,0,0,5.5,3.6,1.45,5.0,3.7,1.5,4.75,3.4,1.571,4.5,3.25,1.667,4.8,3.5,1.55,DE,2001/2002
D2,2002-03-25,Mannheim,Hannover,0,1,A,0,0,D,5000,"Wack, F.-X.",13.0,14.0,6.0,7.0,0.0,2.0,3.0,3.0,17.0,19.0,2.0,1.0,1,1,0,0,10,10,3.2,3.15,2.0,2.8,2.9,2.3,2.75,3.25,2.1,3.0,3.2,2.1,3.0,3.15,2.05,DE,2001/2002
D2,2002-03-28,Aachen,Duisburg,2,1,H,1,0,H,14000,"Fleischer, H",16.0,16.0,6.0,8.0,0.0,2.0,4.0,6.0,17.0,21.0,2.0,2.0,1,2,0,0,10,20,2.12,3.1,3.0,2.1,3.0,3.1,2.1,3.2,3.0,2.25,3.2,2.7,2.2,3.15,2.75,DE,2001/2002
D2,2002-03-28,Mainz,Saarbrucken,2,1,H,1,0,H,13501,"Kammerer, S",20.0,3.0,7.0,2.0,0.0,0.0,11.0,1.0,11.0,17.0,1.0,3.0,0,0,0,0,0,0,1.22,5.0,9.5,1.2,5.0,10.0,1.2,5.25,10.0,1.2,5.0,11.0,1.2,5.0,9.5,DE,2001/2002
D2,2002-03-28,Union Berlin,Greuther Furth,0,0,D,0,0,D,12395,"Gagelmann, P",17.0,13.0,3.0,5.0,0.0,0.0,5.0,9.0,18.0,25.0,2.0,0.0,2,1,0,0,20,10,1.9,3.3,3.35,2.0,3.1,3.2,2.1,3.2,3.0,2.0,3.2,3.2,1.85,3.25,3.45,DE,2001/2002
D2,2002-03-30,Hannover,Schweinfurt,6,0,H,4,0,H,41519,"Margenberg, D.",26.0,10.0,16.0,6.0,2.0,0.0,12.0,3.0,18.0,9.0,1.0,0.0,0,3,0,0,0,30,1.2,5.5,10.0,1.15,6.0,12.0,1.2,5.2,10.0,1.2,5.0,11.0,1.15,5.5,12.0,DE,2001/2002
D2,2002-03-30,Karlsruhe,Babelsberg,2,1,H,2,0,H,10400,"Stachowiak, A",8.0,7.0,3.0,4.0,0.0,1.0,2.0,3.0,14.0,15.0,1.0,5.0,3,2,0,1,30,45,1.37,3.8,6.7,1.4,3.7,6.4,1.4,3.75,7.0,1.444,3.75,6.0,1.35,4.1,6.5,DE,2001/2002
D2,2002-03-31,Ahlen,Reutlingen,1,2,A,0,2,A,4500,"Anklam, M",13.0,7.0,6.0,4.0,0.0,0.0,8.0,6.0,18.0,17.0,2.0,1.0,4,3,0,0,40,30,1.8,3.25,3.75,2.0,3.1,3.2,1.833,3.3,3.6,1.727,3.4,4.0,1.7,3.35,4.0,DE,2001/2002
D2,2002-03-31,Oberhausen,Mannheim,1,1,D,1,1,D,4770,"Weber, S",13.0,10.0,5.0,3.0,1.0,2.0,6.0,3.0,21.0,24.0,2.0,1.0,3,3,0,0,30,30,1.8,3.3,3.7,1.9,3.1,3.5,1.909,3.25,3.4,1.833,3.2,3.75,1.8,3.25,3.65,DE,2001/2002
D2,2002-03-31,Unterhaching,Bielefeld,1,3,A,1,0,H,3500,"Weiner, M",7.0,9.0,2.0,4.0,0.0,0.0,5.0,9.0,22.0,16.0,0.0,3.0,2,4,0,0,20,40,2.6,3.2,2.4,2.5,3.0,2.5,2.625,3.2,2.3,2.625,3.2,2.3,2.55,3.15,2.35,DE,2001/2002
D2,2002-01-04,Bochum,Ein Frankfurt,3,0,H,2,0,H,17800,"Fröhlich, L.-M.",12.0,10.0,9.0,6.0,0.0,0.0,3.0,3.0,18.0,17.0,4.0,1.0,1,3,0,0,10,30,1.7,3.3,4.45,1.65,3.3,4.4,1.7,3.4,4.2,1.8,3.25,3.75,1.7,3.35,4.0,DE,2001/2002
D2,2002-05-04,Saarbrucken,Hannover,1,1,D,1,1,D,2300,"Schößling, C",11.0,9.0,4.0,3.0,0.0,0.0,0.0,0.0,8.0,6.0,0.0,0.0,1,1,0,0,10,10,6.0,3.85,1.4,4.0,3.5,1.65,6.0,3.75,1.444,,,,6.0,3.9,1.4,DE,2001/2002
D2,2002-05-04,Schweinfurt,Oberhausen,0,3,A,0,1,A,3710,"Schmidt, M",10.0,16.0,4.0,7.0,0.0,0.0,3.0,5.0,19.0,11.0,3.0,4.0,0,1,0,0,0,10,3.1,3.35,1.95,3.1,3.0,2.1,2.5,3.2,2.4,,,,2.55,3.25,2.3,DE,2001/2002
D2,2002-05-04,Union Berlin,Karlsruhe,1,3,A,1,2,A,9000,"Meyer, F",12.0,8.0,4.0,4.0,1.0,0.0,5.0,4.0,18.0,14.0,1.0,3.0,1,4,0,0,10,40,1.4,3.75,6.25,1.5,3.5,5.4,1.5,3.5,5.75,,,,1.4,3.8,6.3,DE,2001/2002
D2,2002-06-04,Greuther Furth,Aachen,3,0,H,2,0,H,8000,"Kinhöfer, T",8.0,2.0,4.0,1.0,0.0,0.0,5.0,2.0,15.0,17.0,0.0,1.0,0,2,0,0,0,20,1.3,4.3,7.1,1.4,3.7,6.4,1.4,3.75,7.0,,,,1.4,3.8,6.3,DE,2001/2002
D2,2002-06-04,Mannheim,Ahlen,2,0,H,0,0,D,4400,"Brych, F",5.0,3.0,2.0,1.0,0.0,1.0,4.0,1.0,16.0,11.0,0.0,0.0,2,0,0,0,20,0,1.7,3.4,3.85,1.65,3.3,4.4,1.8,3.25,3.75,,,,1.8,3.2,3.7,DE,2001/2002
D2,2002-07-04,Bielefeld,Bochum,3,0,H,1,0,H,26601,"Stark, W",15.0,6.0,9.0,2.0,1.0,0.0,6.0,1.0,12.0,20.0,5.0,1.0,1,4,0,1,10,65,2.05,3.05,3.1,2.1,2.9,3.2,2.1,3.2,3.0,,,,2.1,2.9,3.15,DE,2001/2002
D2,2002-07-04,Duisburg,Unterhaching,4,0,H,1,0,H,6000,"Wezel, V",15.0,8.0,6.0,3.0,0.0,0.0,4.0,6.0,14.0,13.0,5.0,1.0,3,2,0,0,30,20,1.85,3.3,3.35,2.0,3.0,3.3,1.8,3.25,3.75,,,,1.7,3.4,3.9,DE,2001/2002
D2,2002-07-04,Reutlingen,Babelsberg,3,2,H,2,1,H,6000,"Frank, T",15.0,8.0,8.0,5.0,1.0,0.0,3.0,5.0,19.0,21.0,1.0,0.0,5,3,0,0,50,30,1.25,4.55,8.15,1.25,4.5,9.0,1.333,4.0,8.0,,,,1.3,4.3,7.5,DE,2001/2002
D2,2002-08-04,Ein Frankfurt,Mainz,0,0,D,0,0,D,10000,"Albrecht, H",9.0,7.0,4.0,3.0,1.0,0.0,4.0,8.0,20.0,17.0,2.0,5.0,2,0,0,0,20,0,2.55,3.25,2.3,2.4,3.1,2.4,2.5,3.2,2.4,,,,2.5,3.1,2.4,DE,2001/2002
D2,2002-12-04,Babelsberg,Mannheim,1,2,A,1,1,D,3264,"Voss, K",9.0,7.0,5.0,4.0,0.0,0.0,6.0,7.0,19.0,14.0,3.0,2.0,4,0,0,0,40,0,4.8,3.5,1.55,,,,3.75,3.4,1.75,4.0,3.4,1.727,3.8,3.5,1.7,DE,2001/2002
D2,2002-12-04,Bochum,Duisburg,3,0,H,0,0,D,15720,"Sippel, P",16.0,8.0,6.0,3.0,0.0,0.0,5.0,4.0,11.0,10.0,1.0,1.0,2,1,0,0,20,10,1.4,3.8,6.3,1.6,3.4,4.6,1.444,3.6,6.0,1.444,3.6,6.5,1.5,3.6,5.25,DE,2001/2002
D2,2002-12-04,Karlsruhe,Reutlingen,1,0,H,0,0,D,12500,"Gräfe, M",20.0,13.0,8.0,5.0,1.0,0.0,4.0,8.0,18.0,22.0,0.0,4.0,4,3,0,0,40,30,1.75,3.25,4.0,1.8,3.1,3.8,1.833,3.2,3.6,1.8,3.1,4.0,1.75,3.3,3.8,DE,2001/2002
D2,2002-04-13,Ahlen,Schweinfurt,3,1,H,2,0,H,3130,"Rafati, B",7.0,2.0,4.0,2.0,0.0,0.0,11.0,2.0,12.0,13.0,3.0,2.0,1,1,0,0,10,10,1.25,4.3,9.35,1.4,3.9,6.0,1.364,3.8,7.0,1.333,4.333,7.0,1.35,4.0,6.8,DE,2001/2002
D2,2002-04-13,Hannover,Ein Frankfurt,1,2,A,1,2,A,25375,"Kircher, K",15.0,7.0,7.0,3.0,0.0,0.0,12.0,2.0,14.0,8.0,2.0,4.0,0,1,0,0,0,10,1.55,3.5,4.9,1.55,3.5,4.8,1.55,3.4,5.0,1.444,3.6,6.5,1.5,3.45,5.5,DE,2001/2002
D2,2002-04-14,Aachen,Union Berlin,1,2,A,1,1,D,8500,"Berg, A",16.0,10.0,8.0,5.0,0.0,0.0,6.0,4.0,13.0,18.0,1.0,1.0,3,1,0,0,30,10,2.1,3.15,2.9,2.2,3.0,2.9,2.0,3.2,3.1,2.1,3.2,3.0,2.1,3.25,2.85,DE,2001/2002
D2,2002-04-14,Oberhausen,Saarbrucken,2,1,H,1,0,H,4276,"Spaker, R.",15.0,9.0,7.0,3.0,0.0,0.0,5.0,5.0,17.0,20.0,2.0,2.0,0,2,0,0,0,20,1.25,4.4,9.0,1.25,4.5,9.0,1.333,4.2,7.0,1.286,4.5,8.0,1.25,4.8,7.7,DE,2001/2002
D2,2002-04-14,Unterhaching,Greuther Furth,1,1,D,1,1,D,6000,"Steinborn, E.",6.0,11.0,4.0,5.0,0.0,0.0,3.0,9.0,23.0,18.0,0.0,2.0,3,3,0,0,30,30,2.85,3.15,2.15,2.9,3.0,2.2,2.75,3.1,2.25,2.7,3.2,2.25,2.45,3.3,2.35,DE,2001/2002
D2,2002-04-15,Mainz,Bielefeld,4,1,H,2,1,H,15000,"Wack, F.-X.",10.0,8.0,6.0,3.0,0.0,0.0,5.0,1.0,14.0,15.0,3.0,1.0,2,1,0,1,20,35,2.1,3.1,2.95,2.2,2.9,3.0,2.1,3.0,3.2,2.0,3.1,3.3,2.1,3.1,2.95,DE,2001/2002
D2,2002-04-19,Ein Frankfurt,Oberhausen,2,2,D,1,1,D,7000,"Gräfe, M",6.0,11.0,2.0,6.0,0.0,0.0,7.0,9.0,18.0,16.0,2.0,1.0,3,1,0,0,30,10,2.0,3.3,3.1,2.0,3.1,3.2,1.909,3.25,3.4,,,,1.95,3.1,3.3,DE,2001/2002
D2,2002-04-19,Greuther Furth,Bochum,1,1,D,1,1,D,11026,"Meyer, F",8.0,9.0,4.0,3.0,0.0,0.0,4.0,5.0,16.0,22.0,0.0,2.0,1,2,0,0,10,20,2.05,3.1,3.15,2.1,3.0,3.1,1.95,3.1,3.5,2.1,3.1,3.1,2.0,3.1,3.2,DE,2001/2002
D2,2002-04-19,Union Berlin,Unterhaching,0,2,A,0,0,D,5886,"Wagner, L",8.0,9.0,5.0,6.0,0.0,0.0,9.0,4.0,15.0,17.0,1.0,1.0,0,0,0,0,0,0,1.6,3.65,4.2,1.6,3.4,4.6,1.667,3.6,4.0,,,,1.5,4.0,4.5,DE,2001/2002
D2,2002-04-20,Karlsruhe,Aachen,1,2,A,1,2,A,11500,"Wezel, V",17.0,6.0,4.0,4.0,0.0,0.0,6.0,3.0,18.0,22.0,0.0,5.0,2,5,0,1,20,75,1.8,3.0,4.2,1.8,3.1,3.8,1.833,3.0,4.0,1.8,3.0,4.333,1.75,2.9,4.5,DE,2001/2002
