Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Attendance,Referee,HS,AS,HST,AST,HHW,AHW,HC,AC,HF,AF,HO,AO,HY,AY,HR,AR,HBP,ABP,GBH,GBD,GBA,IWH,IWD,IWA,SBH,SBD,SBA,SYH,SYD,SYA,WHH,WHD,WHA,Country,Season
D2,2002-04-20,Schweinfurt,Babelsberg,3,3,D,1,1,D,2740,"Koop, T",9.0,11.0,4.0,6.0,1.0,1.0,5.0,8.0,20.0,16.0,0.0,0.0,2,2,0,0,20,20,1.65,3.5,4.25,1.8,3.1,3.8,,,,1.727,3.4,4.0,1.75,3.3,3.8,DE,2001/2002
D2,2002-04-21,Duisburg,Mainz,1,1,D,0,1,A,9455,"Fröhlich, L.-M.",11.0,12.0,6.0,3.0,0.0,0.0,4.0,3.0,17.0,17.0,1.0,2.0,4,2,0,1,40,45,3.15,3.2,2.0,,,,3.2,3.2,2.0,3.0,3.2,2.1,2.8,3.25,2.1,DE,2001/2002
D2,2002-04-21,Reutlingen,Mannheim,3,0,H,2,0,H,6174,"Sippel, P",11.0,4.0,7.0,2.0,0.0,0.0,11.0,5.0,15.0,18.0,2.0,1.0,1,4,0,0,10,40,2.05,2.8,3.55,2.2,2.5,3.5,2.0,2.875,3.6,2.1,2.875,3.3,2.15,2.8,3.15,DE,2001/2002
D2,2002-04-21,Saarbrucken,Ahlen,2,4,A,1,2,A,1000,"Lange, P",10.0,17.0,4.0,6.0,1.0,1.0,4.0,1.0,16.0,13.0,8.0,2.0,3,1,1,0,55,10,2.65,3.25,2.25,2.4,3.1,2.4,,,,,,,,,,DE,2001/2002
D2,2002-04-22,Bielefeld,Hannover,3,2,H,2,1,H,19000,"Gagelmann, P",11.0,9.0,5.0,6.0,0.0,1.0,4.0,3.0,145.0,21.0,5.0,1.0,4,2,0,0,40,20,1.65,3.6,3.95,1.65,3.2,3.8,,,,1.727,3.4,4.0,1.6,3.5,4.4,DE,2001/2002
D2,2002-04-28,Ahlen,Ein Frankfurt,0,1,A,0,0,D,5500,"Kammerer, S",7.0,2.0,4.0,1.0,0.0,0.0,6.0,2.0,13.0,17.0,0.0,4.0,0,1,0,0,0,10,2.25,3.0,2.85,2.2,3.0,2.9,,,,2.2,3.1,2.875,,,,DE,2001/2002
D2,2002-04-28,Babelsberg,Saarbrucken,1,2,A,1,1,D,2696,"Minskowski, F",11.0,8.0,6.0,3.0,0.0,0.0,1.0,2.0,16.0,18.0,2.0,0.0,0,2,0,0,0,20,1.9,3.2,3.45,1.8,3.1,3.8,,,,1.909,3.2,3.5,,,,DE,2001/2002
D2,2002-04-28,Bochum,Union Berlin,2,1,H,1,1,D,17523,"Keßler, J",17.0,8.0,12.0,2.0,1.0,0.0,12.0,2.0,12.0,14.0,3.0,3.0,1,3,1,0,35,30,1.35,4.25,6.65,1.4,3.9,6.0,,,,1.444,3.75,6.0,,,,DE,2001/2002
D2,2002-04-28,Hannover,Duisburg,4,1,H,4,0,H,18377,"Kinhöfer, T",20.0,7.0,9.0,3.0,0.0,0.0,5.0,4.0,10.0,16.0,2.0,4.0,0,3,0,0,0,30,1.5,3.6,5.5,1.55,3.5,4.8,,,,1.533,3.6,5.0,,,,DE,2001/2002
D2,2002-04-28,Mainz,Greuther Furth,1,1,D,0,0,D,15500,"Weiner, M",16.0,10.0,5.0,2.0,1.0,0.0,4.0,5.0,18.0,14.0,3.0,3.0,3,3,0,0,30,30,1.8,3.25,3.75,1.9,3.0,3.6,,,,1.833,3.1,3.8,,,,DE,2001/2002
D2,2002-04-28,Mannheim,Karlsruhe,2,1,H,1,0,H,8300,"Kemmling, U",9.0,10.0,5.0,3.0,1.0,0.0,1.0,3.0,18.0,15.0,3.0,0.0,4,3,0,1,40,55,1.92,3.0,3.65,2.1,2.5,3.6,,,,,,,,,,DE,2001/2002
D2,2002-04-28,Oberhausen,Bielefeld,0,0,D,0,0,D,8417,"Meyer, F",8.0,10.0,3.0,3.0,0.0,0.0,5.0,6.0,20.0,18.0,1.0,2.0,3,1,0,0,30,10,3.15,2.65,2.0,3.2,2.7,2.2,,,,3.2,3.2,2.0,,,,DE,2001/2002
D2,2002-04-28,Reutlingen,Schweinfurt,3,1,H,3,1,H,5000,"Aust, J",10.0,7.0,6.0,4.0,0.0,0.0,0.0,0.0,6.0,10.0,0.0,0.0,1,1,0,0,10,10,1.3,4.5,7.5,,,,,,,,,,,,,DE,2001/2002
D2,2002-04-28,Unterhaching,Aachen,2,0,H,1,0,H,7200,"Jansen, J",6.0,2.0,4.0,1.0,0.0,0.0,4.0,0.0,8.0,11.0,1.0,0.0,0,1,0,0,0,10,1.67,3.45,4.2,1.7,3.2,4.2,,,,1.8,3.4,3.6,,,,DE,2001/2002
D2,2002-05-05,Aachen,Bochum,1,3,A,0,2,A,20000,"Weiner, M",11.0,7.0,6.0,5.0,0.0,1.0,2.0,7.0,16.0,15.0,1.0,3.0,5,5,1,1,75,75,,,,,,,4.333,3.6,1.571,,,,5.0,4.0,1.45,DE,2001/2002
D2,2002-05-05,Bielefeld,Ahlen,3,1,H,2,1,H,26601,"Strampe, H",13.0,8.0,7.0,1.0,0.0,0.0,4.0,8.0,12.0,16.0,1.0,0.0,2,3,0,0,20,30,1.2,5.25,9.1,1.2,5.0,10.0,1.2,5.0,10.0,1.2,5.0,11.0,1.2,5.5,9.0,DE,2001/2002
D2,2002-05-05,Duisburg,Oberhausen,1,4,A,1,2,A,8162,"Rafati, B",8.0,8.0,3.0,5.0,0.0,0.0,11.0,2.0,12.0,12.0,1.0,0.0,1,2,0,0,10,20,2.05,3.05,3.25,2.1,3.0,3.1,,,,,,,2.1,3.1,2.95,DE,2001/2002
D2,2002-05-05,Ein Frankfurt,Babelsberg,1,1,D,1,1,D,7000,"Fleischer, H",7.0,2.0,3.0,1.0,0.0,0.0,1.0,1.0,12.0,12.0,0.0,0.0,0,1,0,0,0,10,1.3,4.3,8.2,1.3,4.2,8.0,,,,1.286,4.5,8.0,1.25,4.75,8.0,DE,2001/2002
D2,2002-05-05,Greuther Furth,Hannover,1,5,A,1,2,A,10000,"Koop, T",7.0,10.0,3.0,7.0,0.0,0.0,5.0,2.0,6.0,9.0,0.0,0.0,0,1,0,0,0,10,1.9,3.15,3.6,1.9,3.1,3.5,1.85,3.4,3.25,,,,1.7,3.4,3.9,DE,2001/2002
D2,2002-05-05,Karlsruhe,Unterhaching,3,0,H,1,0,H,14000,"Merk, M",15.0,3.0,5.0,1.0,0.0,0.0,6.0,1.0,10.0,23.0,3.0,1.0,0,2,0,0,0,20,1.95,3.15,3.4,2.0,3.0,3.3,2.0,3.0,3.4,2.0,3.1,3.3,2.0,2.9,3.4,DE,2001/2002
D2,2002-05-05,Saarbrucken,Reutlingen,4,3,H,1,2,A,1500,"Perl, G.",11.0,7.0,7.0,6.0,0.0,0.0,0.0,8.0,10.0,12.0,1.0,1.0,4,1,0,0,40,10,,,,,,,,,,,,,,,,DE,2001/2002
D2,2002-05-05,Schweinfurt,Mannheim,0,1,A,0,1,A,1500,Scheppe. D,12.0,4.0,4.0,3.0,2.0,0.0,5.0,3.0,9.0,11.0,0.0,0.0,0,2,0,0,0,20,2.55,3.1,2.45,2.4,3.1,2.4,,,,,,,2.65,3.3,2.2,DE,2001/2002
D2,2002-05-05,Union Berlin,Mainz,3,1,H,0,0,D,14400,"Stark, W",6.0,7.0,5.0,4.0,0.0,0.0,4.0,11.0,15.0,15.0,2.0,2.0,1,2,0,0,10,20,,,,,,,,,,,,,3.75,2.55,2.1,DE,2001/2002
