Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Country,Season
F1,1995-07-19,Bastia,Paris SG,2.0,2.0,D,1.0,2.0,A,FR,1995/1996
F1,1995-07-19,Bordeaux,Lille,1.0,0.0,H,1.0,0.0,H,FR,1995/1996
F1,1995-07-19,Cannes,Lyon,3.0,0.0,H,0.0,0.0,D,FR,1995/1996
F1,1995-07-19,Gueugnon,Metz,0.0,0.0,D,0.0,0.0,D,FR,1995/1996
F1,1995-07-19,Guingamp,Martigues,2.0,0.0,H,0.0,0.0,D,FR,1995/1996
F1,1995-07-19,Lens,Le Havre,2.0,0.0,H,1.0,0.0,H,FR,1995/1996
F1,1995-07-19,Monaco,Rennes,3.0,1.0,H,0.0,1.0,A,FR,1995/1996
F1,1995-07-19,Montpellier,Strasbourg,2.0,2.0,D,1.0,1.0,D,FR,1995/1996
F1,1995-07-19,Nantes,Auxerre,1.0,0.0,H,1.0,0.0,H,FR,1995/1996
F1,1995-07-19,St Etienne,Nice,1.0,1.0,D,0.0,1.0,A,FR,1995/1996
F1,1995-07-26,Auxerre,Gueugnon,4.0,0.0,H,1.0,0.0,H,FR,1995/1996
F1,1995-07-26,Bordeaux,St Etienne,2.0,0.0,H,2.0,0.0,H,FR,1995/1996
F1,1995-07-26,Lille,Bastia,0.0,2.0,A,0.0,1.0,A,FR,1995/1996
F1,1995-07-26,Lyon,Montpellier,3.0,2.0,H,1.0,1.0,D,FR,1995/1996
F1,1995-07-26,Martigues,Nantes,0.0,4.0,A,0.0,1.0,A,FR,1995/1996
F1,1995-07-26,Metz,Lens,2.0,0.0,H,1.0,0.0,H,FR,1995/1996
F1,1995-07-26,Nice,Monaco,1.0,2.0,A,1.0,1.0,D,FR,1995/1996
F1,1995-07-26,Paris SG,Guingamp,1.0,1.0,D,1.0,0.0,H,FR,1995/1996
F1,1995-07-26,Rennes,Cannes,3.0,2.0,H,2.0,2.0,D,FR,1995/1996
F1,1995-07-26,Strasbourg,Le Havre,3.0,0.0,H,1.0,0.0,H,FR,1995/1996
F1,1995-04-08,Nantes,Paris SG,1.0,2.0,A,1.0,1.0,D,FR,1995/1996
F1,1995-05-08,Bastia,Bordeaux,2.0,0.0,H,1.0,0.0,H,FR,1995/1996
F1,1995-05-08,Cannes,Metz,1.0,2.0,A,0.0,0.0,D,FR,1995/1996
F1,1995-05-08,Gueugnon,Martigues,0.0,0.0,D,0.0,0.0,D,FR,1995/1996
F1,1995-05-08,Guingamp,Nice,0.0,0.0,D,0.0,0.0,D,FR,1995/1996
F1,1995-05-08,Le Havre,Lyon,2.0,1.0,H,2.0,0.0,H,FR,1995/1996
F1,1995-05-08,Lens,Strasbourg,0.0,0.0,D,0.0,0.0,D,FR,1995/1996
F1,1995-05-08,Monaco,Auxerre,2.0,2.0,D,2.0,0.0,H,FR,1995/1996
F1,1995-05-08,Montpellier,Rennes,3.0,1.0,H,1.0,1.0,D,FR,1995/1996
F1,1995-05-08,St Etienne,Lille,1.0,1.0,D,1.0,0.0,H,FR,1995/1996
F1,1995-09-08,Auxerre,Lens,0.0,1.0,A,0.0,0.0,D,FR,1995/1996
F1,1995-09-08,Bastia,Monaco,2.0,1.0,H,0.0,0.0,D,FR,1995/1996
F1,1995-09-08,Lille,Guingamp,0.0,3.0,A,0.0,0.0,D,FR,1995/1996
F1,1995-09-08,Martigues,Cannes,2.0,1.0,H,1.0,0.0,H,FR,1995/1996
F1,1995-09-08,Metz,Montpellier,1.0,0.0,H,1.0,0.0,H,FR,1995/1996
F1,1995-09-08,Nice,Gueugnon,3.0,1.0,H,1.0,1.0,D,FR,1995/1996
F1,1995-09-08,Paris SG,St Etienne,4.0,0.0,H,2.0,0.0,H,FR,1995/1996
F1,1995-09-08,Rennes,Le Havre,1.0,0.0,H,1.0,0.0,H,FR,1995/1996
F1,1995-08-19,Cannes,Lille,2.0,1.0,H,1.0,0.0,H,FR,1995/1996
F1,1995-08-19,Gueugnon,Paris SG,1.0,3.0,A,0.0,1.0,A,FR,1995/1996
F1,1995-08-19,Guingamp,Bordeaux,1.0,0.0,H,1.0,0.0,H,FR,1995/1996
F1,1995-08-19,Le Havre,Metz,0.0,0.0,D,0.0,0.0,D,FR,1995/1996
F1,1995-08-19,Monaco,Martigues,0.0,1.0,A,0.0,0.0,D,FR,1995/1996
F1,1995-08-19,Montpellier,Auxerre,3.0,1.0,H,3.0,0.0,H,FR,1995/1996
F1,1995-08-19,Nantes,Nice,1.0,0.0,H,0.0,0.0,D,FR,1995/1996
F1,1995-08-19,St Etienne,Bastia,3.0,0.0,H,1.0,0.0,H,FR,1995/1996
F1,1995-08-19,Strasbourg,Rennes,3.0,1.0,H,2.0,0.0,H,FR,1995/1996
F1,1995-08-20,Lens,Lyon,2.0,2.0,D,1.0,1.0,D,FR,1995/1996
F1,1995-08-25,Lille,Nantes,0.0,0.0,D,0.0,0.0,D,FR,1995/1996
F1,1995-08-26,Auxerre,Cannes,5.0,1.0,H,1.0,0.0,H,FR,1995/1996
F1,1995-08-26,Bastia,Gueugnon,1.0,2.0,A,0.0,0.0,D,FR,1995/1996
F1,1995-08-26,Bordeaux,Monaco,2.0,4.0,A,0.0,4.0,A,FR,1995/1996
F1,1995-08-26,Martigues,Montpellier,0.0,1.0,A,0.0,0.0,D,FR,1995/1996
F1,1995-08-26,Metz,Strasbourg,3.0,2.0,H,2.0,1.0,H,FR,1995/1996
F1,1995-08-26,Nice,Lens,1.0,1.0,D,0.0,0.0,D,FR,1995/1996
F1,1995-08-26,Paris SG,Le Havre,2.0,0.0,H,1.0,0.0,H,FR,1995/1996
F1,1995-08-26,Rennes,Lyon,1.0,0.0,H,1.0,0.0,H,FR,1995/1996
F1,1995-08-26,St Etienne,Guingamp,4.0,0.0,H,2.0,0.0,H,FR,1995/1996
F1,1995-08-29,Cannes,Paris SG,0.0,2.0,A,0.0,0.0,D,FR,1995/1996
F1,1995-08-29,Gueugnon,Bordeaux,2.0,2.0,D,2.0,1.0,H,FR,1995/1996
F1,1995-08-29,Le Havre,Auxerre,0.0,4.0,A,0.0,1.0,A,FR,1995/1996
F1,1995-08-29,Lens,Rennes,1.0,0.0,H,0.0,0.0,D,FR,1995/1996
F1,1995-08-29,Lyon,Metz,1.0,1.0,D,1.0,0.0,H,FR,1995/1996
F1,1995-08-29,Monaco,Lille,2.0,1.0,H,0.0,0.0,D,FR,1995/1996
F1,1995-08-29,Montpellier,Nice,0.0,1.0,A,0.0,1.0,A,FR,1995/1996
F1,1995-08-29,Nantes,St Etienne,2.0,2.0,D,1.0,0.0,H,FR,1995/1996
F1,1995-08-29,Strasbourg,Martigues,2.0,0.0,H,0.0,0.0,D,FR,1995/1996
F1,1995-08-30,Guingamp,Bastia,1.0,0.0,H,1.0,0.0,H,FR,1995/1996
F1,1995-02-09,Bordeaux,Nantes,3.0,0.0,H,2.0,0.0,H,FR,1995/1996
F1,1995-02-09,Lyon,Strasbourg,1.0,1.0,D,1.0,1.0,D,FR,1995/1996
F1,1995-09-09,Auxerre,Strasbourg,1.0,0.0,H,0.0,0.0,D,FR,1995/1996
F1,1995-09-09,Bastia,Nantes,4.0,1.0,H,2.0,1.0,H,FR,1995/1996
F1,1995-09-09,Bordeaux,Cannes,2.0,1.0,H,1.0,0.0,H,FR,1995/1996
F1,1995-09-09,Guingamp,Montpellier,0.0,0.0,D,0.0,0.0,D,FR,1995/1996
F1,1995-09-09,Lille,Lens,1.0,3.0,A,1.0,2.0,A,FR,1995/1996
F1,1995-09-09,Martigues,Lyon,1.0,2.0,A,0.0,2.0,A,FR,1995/1996
F1,1995-09-09,Nice,Le Havre,1.0,2.0,A,1.0,0.0,H,FR,1995/1996
F1,1995-09-09,Paris SG,Monaco,2.0,1.0,H,2.0,1.0,H,FR,1995/1996
F1,1995-09-09,St Etienne,Gueugnon,2.0,0.0,H,0.0,0.0,D,FR,1995/1996
F1,1995-10-09,Metz,Rennes,0.0,0.0,D,0.0,0.0,D,FR,1995/1996
F1,1995-09-16,Cannes,St Etienne,2.0,0.0,H,1.0,0.0,H,FR,1995/1996
F1,1995-09-16,Gueugnon,Lille,3.0,1.0,H,1.0,1.0,D,FR,1995/1996
F1,1995-09-16,Lyon,Auxerre,0.0,1.0,A,0.0,1.0,A,FR,1995/1996
F1,1995-09-16,Monaco,Metz,0.0,1.0,A,0.0,1.0,A,FR,1995/1996
