Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Country,Season
I1,1997-08-31,Atalanta,Bologna,4,2,H,1,0,H,IT,1997/1998
I1,1997-08-31,Bari,Parma,0,2,A,0,1,A,IT,1997/1998
I1,1997-08-31,Empoli,Roma,1,3,A,1,1,D,IT,1997/1998
I1,1997-08-31,Inter,Brescia,2,1,H,0,0,D,IT,1997/1998
I1,1997-08-31,Juventus,Lecce,2,0,H,0,0,D,IT,1997/1998
I1,1997-08-31,Lazio,Napoli,2,0,H,0,0,D,IT,1997/1998
I1,1997-08-31,Piacenza,Milan,1,1,D,0,0,D,IT,1997/1998
I1,1997-08-31,Sampdoria,Vicenza,2,1,H,1,0,H,IT,1997/1998
I1,1997-08-31,Udinese,Fiorentina,2,3,A,1,0,H,IT,1997/1998
I1,1997-09-13,Brescia,Sampdoria,3,3,D,1,0,H,IT,1997/1998
I1,1997-09-13,Lecce,Udinese,1,2,A,0,1,A,IT,1997/1998
I1,1997-09-13,Milan,Lazio,1,1,D,1,0,H,IT,1997/1998
I1,1997-09-14,Bologna,Inter,2,4,A,1,2,A,IT,1997/1998
I1,1997-09-14,Fiorentina,Bari,3,1,H,3,1,H,IT,1997/1998
I1,1997-09-14,Napoli,Empoli,2,1,H,1,0,H,IT,1997/1998
I1,1997-09-14,Parma,Atalanta,2,2,D,2,1,H,IT,1997/1998
I1,1997-09-14,Roma,Juventus,0,0,D,0,0,D,IT,1997/1998
I1,1997-09-14,Vicenza,Piacenza,3,2,H,1,1,D,IT,1997/1998
I1,1997-09-21,Atalanta,Sampdoria,0,2,A,0,1,A,IT,1997/1998
I1,1997-09-21,Bari,Bologna,0,0,D,0,0,D,IT,1997/1998
I1,1997-09-21,Empoli,Lazio,1,0,H,1,0,H,IT,1997/1998
I1,1997-09-21,Inter,Fiorentina,3,2,H,1,0,H,IT,1997/1998
I1,1997-09-21,Juventus,Brescia,4,0,H,3,0,H,IT,1997/1998
I1,1997-09-21,Piacenza,Parma,1,3,A,1,2,A,IT,1997/1998
I1,1997-09-21,Roma,Lecce,3,1,H,0,0,D,IT,1997/1998
I1,1997-09-21,Udinese,Milan,2,1,H,1,1,D,IT,1997/1998
I1,1997-09-21,Vicenza,Napoli,1,1,D,1,1,D,IT,1997/1998
I1,1997-09-27,Lazio,Bari,3,2,H,1,0,H,IT,1997/1998
I1,1997-09-27,Lecce,Inter,1,5,A,0,1,A,IT,1997/1998
I1,1997-09-27,Parma,Udinese,4,0,H,1,0,H,IT,1997/1998
I1,1997-09-27,Sampdoria,Juventus,1,1,D,1,0,H,IT,1997/1998
I1,1997-09-28,Bologna,Roma,0,0,D,0,0,D,IT,1997/1998
I1,1997-09-28,Brescia,Piacenza,2,0,H,1,0,H,IT,1997/1998
I1,1997-09-28,Fiorentina,Empoli,1,2,A,1,0,H,IT,1997/1998
I1,1997-09-28,Milan,Vicenza,0,1,A,0,1,A,IT,1997/1998
I1,1997-09-28,Napoli,Atalanta,0,1,A,0,0,D,IT,1997/1998
I1,1997-05-10,Atalanta,Brescia,0,1,A,0,0,D,IT,1997/1998
I1,1997-05-10,Empoli,Milan,0,1,A,0,0,D,IT,1997/1998
I1,1997-05-10,Inter,Lazio,1,1,D,1,1,D,IT,1997/1998
I1,1997-05-10,Juventus,Fiorentina,2,1,H,2,1,H,IT,1997/1998
I1,1997-05-10,Lecce,Bari,0,1,A,0,0,D,IT,1997/1998
I1,1997-05-10,Piacenza,Bologna,0,0,D,0,0,D,IT,1997/1998
I1,1997-05-10,Roma,Napoli,6,2,H,2,0,H,IT,1997/1998
I1,1997-05-10,Udinese,Sampdoria,3,2,H,2,2,D,IT,1997/1998
I1,1997-05-10,Vicenza,Parma,0,0,D,0,0,D,IT,1997/1998
I1,1997-10-18,Lazio,Atalanta,0,2,A,0,1,A,IT,1997/1998
I1,1997-10-18,Napoli,Inter,0,2,A,0,1,A,IT,1997/1998
I1,1997-10-18,Udinese,Empoli,2,2,D,1,2,A,IT,1997/1998
I1,1997-10-19,Bari,Juventus,0,5,A,0,0,D,IT,1997/1998
I1,1997-10-19,Brescia,Vicenza,4,0,H,0,0,D,IT,1997/1998
I1,1997-10-19,Fiorentina,Roma,0,0,D,0,0,D,IT,1997/1998
I1,1997-10-19,Milan,Lecce,1,2,A,0,1,A,IT,1997/1998
I1,1997-10-19,Parma,Bologna,2,0,H,1,0,H,IT,1997/1998
I1,1997-10-19,Sampdoria,Piacenza,3,1,H,1,0,H,IT,1997/1998
I1,1997-01-11,Inter,Parma,1,0,H,1,0,H,IT,1997/1998
I1,1997-01-11,Juventus,Udinese,4,1,H,1,1,D,IT,1997/1998
I1,1997-01-11,Roma,Lazio,1,3,A,0,0,D,IT,1997/1998
I1,1997-02-11,Atalanta,Vicenza,1,3,A,1,1,D,IT,1997/1998
I1,1997-02-11,Bologna,Napoli,5,1,H,0,1,A,IT,1997/1998
I1,1997-02-11,Empoli,Bari,2,3,A,0,1,A,IT,1997/1998
I1,1997-02-11,Lecce,Brescia,2,0,H,0,0,D,IT,1997/1998
I1,1997-02-11,Piacenza,Fiorentina,0,0,D,0,0,D,IT,1997/1998
I1,1997-02-11,Sampdoria,Milan,0,3,A,0,0,D,IT,1997/1998
I1,1997-09-11,Atalanta,Inter,1,2,A,0,1,A,IT,1997/1998
I1,1997-09-11,Bari,Roma,1,3,A,1,2,A,IT,1997/1998
I1,1997-09-11,Fiorentina,Lecce,5,0,H,1,0,H,IT,1997/1998
I1,1997-09-11,Lazio,Sampdoria,3,0,H,1,0,H,IT,1997/1998
I1,1997-09-11,Milan,Brescia,2,1,H,2,1,H,IT,1997/1998
I1,1997-09-11,Napoli,Juventus,1,2,A,0,1,A,IT,1997/1998
I1,1997-09-11,Parma,Empoli,2,0,H,0,0,D,IT,1997/1998
I1,1997-09-11,Udinese,Piacenza,2,0,H,1,0,H,IT,1997/1998
I1,1997-09-11,Vicenza,Bologna,3,2,H,1,1,D,IT,1997/1998
I1,1997-11-22,Inter,Milan,2,2,D,1,1,D,IT,1997/1998
I1,1997-11-22,Piacenza,Lazio,0,0,D,0,0,D,IT,1997/1998
I1,1997-11-23,Bologna,Fiorentina,2,2,D,1,1,D,IT,1997/1998
I1,1997-11-23,Brescia,Udinese,0,4,A,0,0,D,IT,1997/1998
I1,1997-11-23,Empoli,Atalanta,1,0,H,1,0,H,IT,1997/1998
I1,1997-11-23,Juventus,Parma,2,2,D,1,2,A,IT,1997/1998
I1,1997-11-23,Lecce,Napoli,2,0,H,0,0,D,IT,1997/1998
I1,1997-11-23,Roma,Vicenza,2,2,D,2,1,H,IT,1997/1998
I1,1997-11-23,Sampdoria,Bari,1,0,H,0,0,D,IT,1997/1998
I1,1997-11-30,Atalanta,Lecce,0,0,D,0,0,D,IT,1997/1998
I1,1997-11-30,Bari,Brescia,2,1,H,1,0,H,IT,1997/1998
I1,1997-11-30,Bologna,Sampdoria,2,2,D,1,0,H,IT,1997/1998
I1,1997-11-30,Empoli,Piacenza,2,3,A,2,2,D,IT,1997/1998
I1,1997-11-30,Lazio,Udinese,2,3,A,2,1,H,IT,1997/1998
I1,1997-11-30,Milan,Juventus,1,1,D,1,1,D,IT,1997/1998
I1,1997-11-30,Napoli,Fiorentina,1,1,D,1,1,D,IT,1997/1998
I1,1997-11-30,Parma,Roma,0,2,A,0,2,A,IT,1997/1998
I1,1997-11-30,Vicenza,Inter,1,3,A,0,2,A,IT,1997/1998
I1,1997-06-12,Juventus,Lazio,2,1,H,2,1,H,IT,1997/1998
I1,1997-06-12,Sampdoria,Inter,1,1,D,1,1,D,IT,1997/1998
I1,1997-07-12,Brescia,Empoli,3,1,H,1,0,H,IT,1997/1998
I1,1997-07-12,Fiorentina,Parma,1,1,D,0,0,D,IT,1997/1998
I1,1997-07-12,Lecce,Vicenza,0,1,A,0,0,D,IT,1997/1998
I1,1997-07-12,Milan,Bari,2,0,H,0,0,D,IT,1997/1998
I1,1997-07-12,Piacenza,Napoli,1,0,H,0,0,D,IT,1997/1998
I1,1997-07-12,Roma,Atalanta,3,0,H,3,0,H,IT,1997/1998
I1,1997-07-12,Udinese,Bologna,4,3,H,2,2,D,IT,1997/1998
I1,1997-12-14,Atalanta,Milan,1,2,A,1,1,D,IT,1997/1998
I1,1997-12-14,Bari,Udinese,0,0,D,0,0,D,IT,1997/1998
I1,1997-12-14,Bologna,Lecce,2,0,H,1,0,H,IT,1997/1998
I1,1997-12-14,Empoli,Sampdoria,4,1,H,2,1,H,IT,1997/1998
I1,1997-12-14,Inter,Roma,3,0,H,1,0,H,IT,1997/1998
I1,1997-12-14,Lazio,Brescia,1,0,H,1,0,H,IT,1997/1998
I1,1997-12-14,Napoli,Parma,0,4,A,0,1,A,IT,1997/1998
I1,1997-12-14,Piacenza,Juventus,1,1,D,0,0,D,IT,1997/1998
I1,1997-12-14,Vicenza,Fiorentina,1,5,A,0,2,A,IT,1997/1998
I1,1997-12-21,Bari,Piacenza,0,0,D,0,0,D,IT,1997/1998
I1,1997-12-21,Brescia,Roma,1,1,D,1,0,H,IT,1997/1998
I1,1997-12-21,Fiorentina,Atalanta,5,0,H,1,0,H,IT,1997/1998
I1,1997-12-21,Juventus,Empoli,5,2,H,3,1,H,IT,1997/1998
I1,1997-12-21,Lazio,Vicenza,4,0,H,1,0,H,IT,1997/1998
I1,1997-12-21,Milan,Bologna,0,0,D,0,0,D,IT,1997/1998
I1,1997-12-21,Parma,Lecce,2,1,H,0,0,D,IT,1997/1998
I1,1997-12-21,Sampdoria,Napoli,6,3,H,2,1,H,IT,1997/1998
I1,1997-12-21,Udinese,Inter,1,0,H,0,0,D,IT,1997/1998
I1,1998-04-01,Atalanta,Piacenza,2,2,D,0,0,D,IT,1997/1998
I1,1998-04-01,Bologna,Brescia,2,1,H,1,0,H,IT,1997/1998
I1,1998-04-01,Fiorentina,Sampdoria,1,1,D,1,0,H,IT,1997/1998
I1,1998-04-01,Inter,Juventus,1,0,H,0,0,D,IT,1997/1998
I1,1998-04-01,Lecce,Empoli,2,2,D,1,2,A,IT,1997/1998
I1,1998-04-01,Napoli,Milan,1,2,A,0,0,D,IT,1997/1998
I1,1998-04-01,Parma,Lazio,1,1,D,0,1,A,IT,1997/1998
