Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,Country,Season
F1,1993-07-23,Nantes,Monaco,1.0,0.0,H,FR,1993/1994
F1,1993-07-24,Bordeaux,Paris SG,1.0,0.0,H,FR,1993/1994
F1,1993-07-24,Caen,Metz,1.0,1.0,D,FR,1993/1994
F1,1993-07-24,Lille,Martigues,1.0,1.0,D,FR,1993/1994
F1,1993-07-24,Marseille,Lens,1.0,0.0,H,FR,1993/1994
F1,1993-07-24,Montpellier,Lyon,1.0,1.0,D,FR,1993/1994
F1,1993-07-24,Sochaux,Angers,4.0,1.0,H,FR,1993/1994
F1,1993-07-24,St Etienne,Cannes,1.0,2.0,A,FR,1993/1994
F1,1993-07-24,Strasbourg,Auxerre,1.0,1.0,D,FR,1993/1994
F1,1993-07-24,Toulouse,Le Havre,0.0,0.0,D,FR,1993/1994
F1,1993-07-31,Auxerre,Montpellier,3.0,1.0,H,FR,1993/1994
F1,1993-07-31,Le Havre,Bordeaux,0.0,3.0,A,FR,1993/1994
F1,1993-07-31,Lens,Strasbourg,0.0,0.0,D,FR,1993/1994
F1,1993-07-31,Lyon,Caen,2.0,0.0,H,FR,1993/1994
F1,1993-07-31,Martigues,Sochaux,1.0,1.0,D,FR,1993/1994
F1,1993-07-31,Metz,Angers,2.0,0.0,H,FR,1993/1994
F1,1993-07-31,Monaco,Toulouse,3.0,0.0,H,FR,1993/1994
F1,1993-07-31,Nantes,St Etienne,1.0,0.0,H,FR,1993/1994
F1,1993-07-31,Paris SG,Lille,2.0,1.0,H,FR,1993/1994
F1,1993-01-08,Cannes,Marseille,2.0,1.0,H,FR,1993/1994
F1,1993-06-08,Lille,Lens,0.0,0.0,D,FR,1993/1994
F1,1993-07-08,Angers,Lyon,3.0,1.0,H,FR,1993/1994
F1,1993-07-08,Bordeaux,Cannes,0.0,0.0,D,FR,1993/1994
F1,1993-07-08,Caen,Auxerre,1.0,0.0,H,FR,1993/1994
F1,1993-07-08,Marseille,Le Havre,1.0,1.0,D,FR,1993/1994
F1,1993-07-08,Montpellier,Martigues,1.0,0.0,H,FR,1993/1994
F1,1993-07-08,Sochaux,Metz,2.0,1.0,H,FR,1993/1994
F1,1993-07-08,St Etienne,Monaco,2.0,0.0,H,FR,1993/1994
F1,1993-07-08,Strasbourg,Paris SG,2.0,2.0,D,FR,1993/1994
F1,1993-07-08,Toulouse,Nantes,0.0,3.0,A,FR,1993/1994
F1,1993-10-08,Monaco,Bordeaux,3.0,2.0,H,FR,1993/1994
F1,1993-11-08,Auxerre,Angers,0.0,0.0,D,FR,1993/1994
F1,1993-11-08,Cannes,Lille,2.0,1.0,H,FR,1993/1994
F1,1993-11-08,Le Havre,St Etienne,0.0,0.0,D,FR,1993/1994
F1,1993-11-08,Lens,Montpellier,2.0,1.0,H,FR,1993/1994
F1,1993-11-08,Lyon,Metz,2.0,0.0,H,FR,1993/1994
F1,1993-11-08,Martigues,Caen,4.0,1.0,H,FR,1993/1994
F1,1993-11-08,Nantes,Marseille,0.0,0.0,D,FR,1993/1994
F1,1993-11-08,Paris SG,Sochaux,1.0,0.0,H,FR,1993/1994
F1,1993-11-08,Toulouse,Strasbourg,0.0,0.0,D,FR,1993/1994
F1,1993-08-14,Angers,Martigues,1.0,3.0,A,FR,1993/1994
F1,1993-08-14,Bordeaux,Nantes,2.0,0.0,H,FR,1993/1994
F1,1993-08-14,Caen,Lens,1.0,0.0,H,FR,1993/1994
F1,1993-08-14,Lille,Le Havre,2.0,2.0,D,FR,1993/1994
F1,1993-08-14,Metz,Auxerre,0.0,0.0,D,FR,1993/1994
F1,1993-08-14,Montpellier,Monaco,0.0,3.0,A,FR,1993/1994
F1,1993-08-14,Sochaux,Lyon,0.0,1.0,A,FR,1993/1994
F1,1993-08-14,St Etienne,Toulouse,2.0,2.0,D,FR,1993/1994
F1,1993-08-14,Strasbourg,Cannes,2.0,2.0,D,FR,1993/1994
F1,1993-08-15,Marseille,Paris SG,1.0,0.0,H,FR,1993/1994
F1,1993-08-27,Monaco,Marseille,0.0,0.0,D,FR,1993/1994
