Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,Country,Season
D2,1994-08-20,F Koln,Chemnitz,3.0,0.0,H,DE,1994/1995
D2,1994-08-20,Hannover,Meppen,1.0,0.0,H,DE,1994/1995
D2,1994-08-20,Hertha,Hansa Rostock,0.0,1.0,A,DE,1994/1995
D2,1994-08-20,Mainz,Homburg,4.0,1.0,H,DE,1994/1995
D2,1994-08-20,Saarbrucken,Dusseldorf,1.0,2.0,A,DE,1994/1995
D2,1994-08-20,St Pauli,Wolfsburg,0.0,0.0,D,DE,1994/1995
D2,1994-08-20,Wattenscheid,Leipzig,4.0,2.0,H,DE,1994/1995
D2,1994-08-20,Zwickau,FSV Frankfurt,2.0,2.0,D,DE,1994/1995
D2,1994-08-21,Nurnberg,Mannheim,0.0,0.0,D,DE,1994/1995
D2,1994-08-24,Chemnitz,Saarbrucken,1.0,1.0,D,DE,1994/1995
D2,1994-08-24,Dusseldorf,Wattenscheid,1.0,1.0,D,DE,1994/1995
D2,1994-08-24,FSV Frankfurt,F Koln,0.0,5.0,A,DE,1994/1995
D2,1994-08-24,Hansa Rostock,St Pauli,3.0,0.0,H,DE,1994/1995
D2,1994-08-24,Homburg,Zwickau,3.0,1.0,H,DE,1994/1995
D2,1994-08-24,Leipzig,Hannover,3.0,1.0,H,DE,1994/1995
D2,1994-08-24,Mannheim,Hertha,3.0,0.0,H,DE,1994/1995
D2,1994-08-24,Meppen,Nurnberg,1.0,2.0,A,DE,1994/1995
D2,1994-08-24,Wolfsburg,Mainz,2.0,0.0,H,DE,1994/1995
D2,1994-08-27,FSV Frankfurt,Homburg,1.0,2.0,A,DE,1994/1995
D2,1994-08-27,Hannover,Dusseldorf,0.0,3.0,A,DE,1994/1995
D2,1994-08-27,Hertha,Meppen,5.0,1.0,H,DE,1994/1995
D2,1994-08-27,Mainz,Hansa Rostock,2.0,2.0,D,DE,1994/1995
D2,1994-08-27,Nurnberg,Leipzig,3.0,1.0,H,DE,1994/1995
D2,1994-08-27,Wattenscheid,Chemnitz,2.0,2.0,D,DE,1994/1995
D2,1994-08-27,Zwickau,Wolfsburg,1.0,3.0,A,DE,1994/1995
D2,1994-08-29,St Pauli,Mannheim,1.0,1.0,D,DE,1994/1995
D2,1994-08-31,F Koln,Saarbrucken,4.0,0.0,H,DE,1994/1995
D2,1994-03-09,Chemnitz,Hannover,1.0,1.0,D,DE,1994/1995
D2,1994-03-09,Dusseldorf,Nurnberg,1.0,1.0,D,DE,1994/1995
