Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5,GBAHH,GBAHA,GBAH,LBAHH,LBAHA,LBAH,B365AHH,B365AHA,B365AH,Country,Season
SP2,2005-04-17,Alaves,Malaga B,3,1,H,2.0,1.0,H,1.61,3.25,5.0,1.6,3.2,5.5,1.57,3.2,5.35,,,,1.65,3.1,5.0,1.57,3.25,5.5,1.65,3.1,5.0,1.95,1.66,,,,1.74,2.1,-0.75,1.725,2.125,-0.75,ES,2004/2005
SP2,2005-04-17,Cadiz,Salamanca,0,0,D,0.0,0.0,D,1.61,3.25,5.0,1.6,3.2,5.45,1.6,3.2,5.0,1.6,3.1,5.2,1.5,3.4,6.0,1.62,3.1,5.5,1.6,3.1,5.5,1.95,1.66,,,,,,,1.75,2.1,-0.75,ES,2004/2005
SP2,2005-04-17,Celta,Cordoba,0,1,A,0.0,0.0,D,1.44,3.6,6.5,1.5,3.35,6.4,1.4,3.65,6.75,1.5,3.4,5.6,1.35,3.8,8.0,1.44,3.6,6.5,1.45,3.5,6.5,1.95,1.66,,,,1.84,2.0,-1.0,1.85,2.0,-1.0,ES,2004/2005
SP2,2005-04-17,Ferrol,Poli Ejido,2,0,H,0.0,0.0,D,2.25,2.75,3.25,2.3,2.7,3.15,2.2,2.75,3.15,2.3,2.7,3.0,2.2,3.0,3.0,2.2,2.8,3.2,2.3,2.75,3.05,2.2,1.51,2.2,1.47,-0.5,2.0,1.84,-0.25,2.0,1.85,-0.25,ES,2004/2005
SP2,2005-04-17,Gimnastic,Ciudad de Murcia,0,0,D,0.0,0.0,D,1.9,2.87,4.0,2.0,2.9,3.6,1.95,2.85,3.65,2.0,2.8,3.6,2.0,2.9,3.6,1.91,2.88,4.0,1.95,2.9,3.7,2.1,1.56,1.95,1.6,-0.5,1.8,2.04,-0.25,1.825,2.025,-0.25,ES,2004/2005
SP2,2005-04-17,Recreativo,Valladolid,2,0,H,0.0,0.0,D,2.1,2.75,3.5,2.0,2.9,3.6,2.1,2.8,3.3,2.0,2.8,3.6,2.1,3.1,3.1,2.1,2.88,3.3,2.0,2.8,3.7,2.2,1.51,2.1,1.51,-0.5,1.86,1.98,-0.25,1.9,1.95,-0.25,ES,2004/2005
SP2,2005-04-23,Cordoba,Ferrol,1,2,A,0.0,0.0,D,1.72,3.1,4.5,1.75,2.9,4.75,1.75,3.0,4.3,1.7,3.0,4.6,1.7,3.2,4.5,1.73,3.1,4.5,1.7,3.1,4.6,2.1,1.56,2.75,1.24,-1.5,,,,1.7,2.05,-0.5,ES,2004/2005
SP2,2005-04-23,Eibar,Alaves,1,2,A,1.0,1.0,D,2.4,2.87,2.8,2.5,2.7,2.85,2.3,2.8,2.9,2.4,2.8,2.8,2.25,3.0,2.9,2.3,2.8,3.0,2.2,2.8,3.15,2.0,1.61,2.3,1.42,-0.5,1.88,1.96,0.0,1.85,2.0,0.0,ES,2004/2005
SP2,2005-04-24,Ciudad de Murcia,Sp Gijon,0,2,A,0.0,0.0,D,2.2,2.87,3.2,2.35,2.7,3.05,2.35,2.8,2.85,2.2,2.7,3.2,2.2,3.0,3.0,2.3,2.8,3.0,2.35,2.85,2.85,2.2,1.51,2.35,1.41,-0.5,,,,1.875,1.975,-0.25,ES,2004/2005
SP2,2005-04-24,Elche,Celta,0,1,A,0.0,1.0,A,2.75,2.75,2.5,2.7,2.6,2.75,2.65,2.75,2.55,2.6,2.9,2.5,2.75,2.9,2.4,2.62,2.8,2.6,2.6,2.9,2.5,1.85,1.74,,,,2.0,1.84,0.0,2.05,1.8,0.0,ES,2004/2005
SP2,2005-04-24,Poli Ejido,Cadiz,0,0,D,0.0,0.0,D,3.0,2.75,2.37,2.85,2.7,2.5,2.8,2.7,2.5,3.0,2.7,2.3,2.75,2.9,2.4,2.8,2.75,2.5,2.75,2.75,2.5,2.1,1.56,,,,,,,1.9,1.95,0.25,ES,2004/2005
SP2,2005-04-24,Pontevedra,Gimnastic,3,1,H,1.0,0.0,H,2.3,2.9,2.9,2.35,2.75,3.0,2.35,2.7,2.95,2.1,2.8,3.3,2.3,2.9,2.9,2.4,2.8,2.88,2.4,2.8,2.85,1.9,1.7,2.35,1.41,-0.5,,,,2.0,1.85,-0.25,ES,2004/2005
SP2,2005-04-24,Salamanca,Malaga B,1,2,A,0.0,0.0,D,2.0,2.9,3.6,2.0,3.0,3.5,2.0,2.85,3.5,1.9,2.9,3.8,2.0,3.0,3.4,2.05,2.88,3.5,2.05,2.8,3.55,1.95,1.66,2.0,1.57,-0.5,1.74,2.1,-0.25,2.0,1.9,-0.5,ES,2004/2005
SP2,2005-04-24,Tenerife,Recreativo,2,0,H,2.0,0.0,H,2.75,2.75,2.5,2.65,2.7,2.7,2.6,2.6,2.75,2.5,2.8,2.7,2.5,2.85,2.65,2.62,2.75,2.62,2.6,2.7,2.7,2.3,1.46,,,,1.74,2.1,0.25,2.175,1.675,0.0,ES,2004/2005
SP2,2005-04-24,Terrassa,Almeria,1,1,D,0.0,0.0,D,2.3,2.9,2.9,2.35,2.75,3.0,2.25,2.7,3.1,2.2,2.8,3.1,2.25,2.8,3.1,2.3,2.8,3.0,2.3,2.75,3.05,2.1,1.56,2.25,1.44,-0.5,,,,1.95,1.9,-0.25,ES,2004/2005
SP2,2005-04-24,Valladolid,Murcia,0,2,A,0.0,0.0,D,1.8,3.0,4.2,1.75,3.05,4.5,1.85,2.9,4.0,1.75,3.0,4.4,1.75,3.0,4.5,1.8,3.0,4.2,1.75,3.0,4.5,2.0,1.61,1.85,1.68,-0.5,2.06,1.78,-0.75,2.05,1.8,-0.75,ES,2004/2005
SP2,2005-04-24,Xerez,Lleida,0,0,D,0.0,0.0,D,2.2,2.8,3.2,2.05,2.85,3.55,2.2,2.6,3.4,2.1,2.6,3.6,2.2,2.9,3.1,2.2,2.75,3.25,2.15,2.7,3.4,2.1,1.56,2.2,1.47,-0.5,1.96,1.88,-0.25,2.0,1.9,-0.25,ES,2004/2005
SP2,2005-04-30,Alaves,Salamanca,2,1,H,0.0,0.0,D,1.61,3.25,5.0,1.55,3.25,5.85,1.55,3.3,5.5,1.5,3.5,5.4,1.5,3.4,6.0,1.57,3.25,5.5,1.55,3.2,6.0,1.8,1.8,1.55,2.06,-0.5,,,,2.0,1.85,-1.0,ES,2004/2005
SP2,2005-04-30,Almeria,Xerez,1,2,A,1.0,2.0,A,2.2,2.75,3.3,2.15,2.8,3.35,2.1,2.8,3.35,2.2,2.8,3.1,2.1,2.9,3.3,2.1,2.75,3.5,2.2,2.7,3.3,2.1,1.56,,,,,,,1.8,2.05,-0.25,ES,2004/2005
SP2,2005-04-30,Ferrol,Elche,0,1,A,0.0,1.0,A,2.25,2.75,3.25,2.2,2.8,3.2,2.15,2.8,3.2,2.2,2.8,3.1,2.0,2.9,3.6,2.25,2.75,3.2,2.2,2.8,3.2,2.1,1.56,,,,,,,2.0,1.85,-0.25,ES,2004/2005
SP2,2005-04-30,Gimnastic,Terrassa,3,1,H,2.0,0.0,H,1.9,3.0,3.75,1.85,3.0,4.0,1.9,2.95,3.75,1.85,2.9,4.0,1.9,3.0,3.75,2.0,2.88,3.6,1.9,2.9,3.9,2.1,1.56,3.33,1.15,-1.5,,,,2.15,1.7,-0.5,ES,2004/2005
SP2,2005-04-30,Malaga B,Poli Ejido,0,0,D,0.0,0.0,D,2.25,2.75,3.25,2.2,2.8,3.2,2.25,2.7,3.15,2.2,2.7,3.1,2.25,2.8,3.1,2.2,2.8,3.2,2.3,2.8,3.0,2.3,1.46,,,,,,,1.75,2.1,-0.25,ES,2004/2005
SP2,2005-05-01,Cadiz,Cordoba,4,1,H,1.0,1.0,D,1.53,3.25,6.0,1.5,3.4,6.25,1.6,3.2,5.1,1.65,3.1,4.8,1.6,3.25,5.25,1.57,3.4,5.2,1.55,3.2,6.0,2.0,1.61,1.6,1.97,-0.5,,,,2.05,1.8,-1.0,ES,2004/2005
SP2,2005-05-01,Celta,Valladolid,2,0,H,0.0,0.0,D,1.72,3.0,4.5,1.65,3.0,5.5,1.7,3.0,4.8,1.75,3.1,4.2,1.75,3.2,4.2,1.7,3.0,5.0,1.7,3.0,5.0,2.0,1.61,1.7,1.85,-0.5,,,,1.8,2.05,-0.5,ES,2004/2005
SP2,2005-05-01,Lleida,Eibar,1,1,D,1.0,0.0,H,2.75,2.75,2.5,2.7,2.85,2.5,2.8,2.8,2.4,2.8,2.8,2.4,2.7,3.0,2.4,3.0,2.8,2.3,2.9,2.75,2.4,1.95,1.66,,,,,,,1.9,1.95,0.25,ES,2004/2005
SP2,2005-05-01,Murcia,Tenerife,1,0,H,1.0,0.0,H,2.2,2.8,3.2,2.3,2.8,3.05,2.2,2.7,3.3,2.2,2.7,3.2,2.2,2.75,3.25,2.2,2.75,3.25,2.3,2.75,3.1,2.45,1.41,,,,,,,1.8,2.05,-0.25,ES,2004/2005
SP2,2005-05-01,Recreativo,Ciudad de Murcia,3,2,H,0.0,0.0,D,1.61,3.25,5.0,1.65,2.9,5.75,1.65,3.0,5.2,1.65,3.0,5.0,1.65,3.2,5.0,1.67,3.1,5.0,1.65,3.0,5.5,1.95,1.66,1.65,1.9,-0.5,,,,2.0,1.85,-0.75,ES,2004/2005
SP2,2005-05-01,Sp Gijon,Pontevedra,3,2,H,1.0,2.0,A,1.8,3.2,3.8,1.65,3.35,4.6,1.7,3.15,4.4,1.6,3.2,5.0,1.65,3.2,5.0,1.8,3.0,4.2,1.7,3.0,5.0,1.95,1.66,1.7,1.84,-0.5,,,,1.9,1.95,-0.5,ES,2004/2005
SP2,2005-05-07,Eibar,Almeria,1,0,H,0.0,0.0,D,1.61,3.25,5.0,1.65,2.95,5.6,1.65,3.1,4.8,1.7,3.1,4.4,1.8,3.0,4.25,1.67,3.1,5.0,1.7,3.0,4.8,,,1.65,1.88,-0.5,,,,1.925,1.925,-0.75,ES,2004/2005
SP2,2005-05-07,Elche,Cadiz,1,1,D,1.0,0.0,H,2.62,2.75,2.62,2.6,2.8,2.65,2.6,2.75,2.6,2.5,2.8,2.7,2.6,3.0,2.5,2.62,2.88,2.5,2.65,2.7,2.65,,,,,,,,,1.975,1.875,0.0,ES,2004/2005
SP2,2005-05-07,Tenerife,Celta,3,1,H,2.0,0.0,H,2.75,2.75,2.5,2.85,2.8,2.4,2.85,2.7,2.4,2.8,2.7,2.5,3.0,2.9,2.25,3.0,2.8,2.3,2.85,2.85,2.35,,,,,,,,,2.1,1.75,0.0,ES,2004/2005
SP2,2005-05-07,Terrassa,Sp Gijon,1,0,H,0.0,0.0,D,2.2,2.8,3.2,2.35,3.0,2.75,2.25,2.8,3.0,2.3,3.0,2.7,2.4,3.0,2.65,2.2,2.8,3.2,2.15,2.85,3.2,,,2.25,1.45,-0.5,,,,1.925,1.925,-0.25,ES,2004/2005
SP2,2005-05-08,Ciudad de Murcia,Murcia,1,3,A,0.0,1.0,A,2.5,2.75,2.75,2.65,2.7,2.7,2.5,2.7,2.75,2.4,2.7,2.9,2.7,2.75,2.6,2.5,2.75,2.8,2.5,2.8,2.7,2.3,1.46,,,,,,,1.825,2.025,0.0,ES,2004/2005
SP2,2005-05-08,Cordoba,Malaga B,5,2,H,2.0,2.0,D,2.1,2.8,3.4,2.15,2.85,3.3,2.1,2.8,3.3,1.9,2.9,3.8,2.1,3.0,3.2,2.1,2.88,3.3,1.95,3.0,3.55,2.3,1.46,,,,,,,1.875,1.975,-0.25,ES,2004/2005
SP2,2005-05-08,Lleida,Alaves,0,1,A,0.0,1.0,A,2.75,2.75,2.5,3.0,2.75,2.3,2.9,2.75,2.35,3.0,2.9,2.2,3.1,2.9,2.2,3.0,2.8,2.3,2.9,2.9,2.3,1.8,1.8,,,,,,,1.975,1.875,0.25,ES,2004/2005
SP2,2005-05-08,Poli Ejido,Salamanca,1,1,D,1.0,0.0,H,2.0,2.75,3.75,2.0,2.9,3.6,2.0,2.8,3.55,2.0,2.9,3.4,1.9,2.9,4.0,2.05,2.88,3.4,1.9,2.9,3.9,2.3,1.46,,,,,,,1.925,1.925,-0.25,ES,2004/2005
SP2,2005-05-08,Pontevedra,Recreativo,0,0,D,0.0,0.0,D,2.87,2.87,2.37,3.1,2.8,2.25,2.85,2.85,2.3,2.8,2.9,2.3,3.0,3.0,2.2,2.88,2.8,2.4,3.05,2.9,2.2,2.1,1.56,1.43,2.3,0.5,,,,1.925,1.925,0.25,ES,2004/2005
SP2,2005-05-08,Valladolid,Ferrol,1,1,D,1.0,0.0,H,2.0,2.87,3.6,2.15,2.8,3.35,2.0,2.85,3.5,2.0,2.9,3.4,2.0,3.1,3.3,2.0,2.88,3.6,1.85,3.0,3.95,2.1,1.56,2.0,1.57,-0.5,,,,2.025,1.825,-0.5,ES,2004/2005
SP2,2005-05-08,Xerez,Gimnastic,1,1,D,1.0,0.0,H,2.25,2.75,3.2,2.3,2.8,3.05,2.25,2.7,3.1,2.2,2.7,3.2,2.25,2.8,3.1,2.25,2.8,3.1,2.0,2.8,3.7,2.3,1.46,,,,,,,1.975,1.875,-0.25,ES,2004/2005
SP2,2005-05-14,Celta,Ciudad de Murcia,0,1,A,0.0,1.0,A,1.53,3.25,6.0,1.45,3.5,6.9,1.5,3.4,5.75,1.45,3.8,5.4,1.4,3.6,7.5,1.5,3.4,6.0,1.5,3.3,6.3,1.74,1.85,1.5,2.14,-0.5,,,,1.9,1.95,-1.0,ES,2004/2005
SP2,2005-05-14,Ferrol,Tenerife,2,2,D,2.0,0.0,H,2.25,2.75,3.25,2.35,2.65,3.15,2.3,2.75,3.0,2.4,2.8,2.8,2.3,2.8,3.0,2.3,2.8,3.0,2.2,2.8,3.15,1.46,2.3,,,,,,,2.0,1.85,-0.25,ES,2004/2005
SP2,2005-05-14,Gimnastic,Eibar,3,2,H,1.0,2.0,A,2.75,2.75,2.5,2.9,2.6,2.55,2.85,2.7,2.45,2.9,2.8,2.3,2.7,2.9,2.5,2.75,2.8,2.5,2.7,2.8,2.5,1.56,2.1,,,,,,,1.8,2.05,0.25,ES,2004/2005
SP2,2005-05-14,Malaga B,Elche,1,0,H,1.0,0.0,H,2.25,2.87,3.0,2.75,2.6,2.7,2.3,2.75,3.0,2.2,3.0,2.9,2.25,2.9,3.0,2.3,2.8,3.0,2.3,2.75,3.05,1.51,2.2,,,,,,,1.95,1.9,0.0,ES,2004/2005
SP2,2005-05-14,Murcia,Pontevedra,2,2,D,1.0,1.0,D,1.9,3.0,3.75,1.8,2.86,4.65,1.9,2.8,4.0,1.8,3.0,4.0,1.8,3.1,4.0,1.85,2.88,4.2,1.95,2.75,4.0,1.66,1.95,1.9,1.65,-0.5,,,,2.0,1.85,-0.5,ES,2004/2005
SP2,2005-05-15,Alaves,Poli Ejido,2,0,H,0.0,0.0,D,1.53,3.25,6.0,1.5,3.35,6.5,1.5,3.25,6.5,1.5,3.5,5.4,1.45,3.4,7.0,1.5,3.3,6.5,1.5,3.05,7.5,1.74,1.85,1.5,2.17,-0.5,,,,2.125,1.725,-1.25,ES,2004/2005
SP2,2005-05-15,Almeria,Lleida,1,1,D,0.0,1.0,A,2.25,2.75,3.25,2.4,2.65,3.05,2.2,2.55,3.5,2.1,2.7,3.5,2.2,2.7,3.4,2.2,2.62,3.5,2.2,2.45,3.75,1.46,2.3,,,,,,,1.775,2.075,-0.25,ES,2004/2005
SP2,2005-05-15,Cadiz,Valladolid,6,1,H,2.0,1.0,H,1.72,3.0,4.5,1.75,2.95,4.75,1.7,3.1,4.6,1.65,3.2,4.6,1.8,3.2,4.0,1.7,3.1,4.75,1.7,3.1,4.6,1.61,2.0,1.7,1.85,-0.5,,,,1.75,2.1,-0.75,ES,2004/2005
SP2,2005-05-15,Recreativo,Terrassa,2,1,H,0.0,1.0,A,1.61,3.25,5.0,1.6,3.2,5.5,1.6,3.2,5.3,1.5,3.5,5.4,1.5,3.4,6.0,1.6,3.2,5.5,1.6,3.2,5.3,1.74,1.85,1.6,2.0,-0.5,,,,1.8,2.05,-0.75,ES,2004/2005
SP2,2005-05-15,Salamanca,Cordoba,0,3,A,0.0,2.0,A,2.1,3.0,3.2,2.4,2.65,3.05,2.2,2.8,3.15,2.1,2.8,3.3,2.2,2.9,3.1,2.2,2.8,3.2,2.0,2.8,3.6,1.61,2.0,,,,,,,1.925,1.925,-0.25,ES,2004/2005
SP2,2005-05-15,Sp Gijon,Xerez,0,0,D,0.0,0.0,D,2.1,2.8,3.4,2.1,2.7,3.65,2.0,2.8,3.6,1.9,2.9,3.8,1.9,3.0,3.75,2.05,2.8,3.6,2.1,2.75,3.45,1.61,2.0,2.0,1.58,-0.5,,,,1.85,2.0,-0.25,ES,2004/2005
SP2,2005-05-21,Eibar,Sp Gijon,1,0,H,0.0,0.0,D,1.72,3.1,4.5,1.7,3.0,5.0,1.7,3.05,4.75,1.65,3.3,4.4,1.75,3.1,4.3,1.7,3.1,4.75,1.75,3.15,4.2,2.1,1.55,1.7,1.86,-0.5,,,,1.95,1.9,-0.75,ES,2004/2005
SP2,2005-05-21,Lleida,Gimnastic,2,0,H,0.0,0.0,D,2.2,2.75,3.25,2.25,2.65,3.35,2.25,2.7,3.2,2.0,2.9,3.4,2.25,2.9,3.0,2.25,2.75,3.2,2.35,2.8,2.9,2.0,1.6,2.25,1.46,-0.5,,,,1.9,1.95,-0.25,ES,2004/2005
SP2,2005-05-21,Tenerife,Cadiz,2,0,H,2.0,0.0,H,3.2,2.75,2.25,3.05,2.65,2.4,3.2,2.7,2.25,3.0,2.5,2.5,2.88,2.8,2.38,3.0,2.7,2.38,3.05,2.75,2.3,2.1,1.55,1.46,2.25,0.5,,,,2.05,1.8,0.25,ES,2004/2005
SP2,2005-05-22,Almeria,Alaves,0,1,A,0.0,0.0,D,3.5,2.75,2.1,3.15,2.65,2.35,3.35,2.75,2.15,3.3,3.0,2.0,4.0,2.9,1.9,3.75,2.8,2.0,4.1,2.8,1.9,1.9,1.7,1.51,2.15,0.5,,,,2.05,1.8,0.25,ES,2004/2005
SP2,2005-05-22,Ciudad de Murcia,Ferrol,3,0,H,1.0,0.0,H,2.0,2.8,3.75,2.3,2.65,3.25,2.0,2.9,3.45,2.1,2.8,3.3,2.25,2.9,3.0,2.0,2.88,3.6,2.1,2.85,3.3,2.0,1.6,2.0,1.58,-0.5,,,,1.75,2.1,-0.25,ES,2004/2005
SP2,2005-05-22,Cordoba,Poli Ejido,2,1,H,1.0,0.0,H,1.61,3.25,5.0,1.55,3.4,5.5,1.7,3.1,4.65,1.75,3.2,4.0,1.7,3.0,4.8,1.7,3.2,4.5,1.8,3.0,4.2,2.1,1.55,1.7,1.86,-0.5,,,,1.65,2.2,-0.5,ES,2004/2005
SP2,2005-05-22,Elche,Salamanca,0,2,A,0.0,1.0,A,2.0,3.0,3.4,1.9,2.8,4.25,1.95,3.0,3.6,,,,1.8,3.1,4.0,2.0,3.1,3.3,1.9,3.15,3.5,2.0,1.6,1.95,1.64,-0.5,,,,2.15,1.7,-0.5,ES,2004/2005
SP2,2005-05-22,Pontevedra,Celta,3,1,H,1.0,1.0,D,3.2,3.0,2.1,3.35,2.65,2.25,3.2,2.95,2.1,3.3,3.0,2.0,3.3,3.1,2.0,3.4,3.0,2.0,3.25,3.0,2.05,1.75,1.85,1.53,2.1,0.5,,,,2.1,1.75,0.25,ES,2004/2005
SP2,2005-05-22,Terrassa,Murcia,0,2,A,0.0,0.0,D,2.2,2.87,3.1,2.2,2.7,3.35,2.15,2.75,3.35,2.2,2.8,3.1,2.2,3.0,3.0,2.0,2.9,3.6,2.0,2.9,3.55,2.1,1.55,2.15,1.51,-0.5,,,,1.9,1.95,-0.25,ES,2004/2005
SP2,2005-05-22,Valladolid,Malaga B,3,0,H,2.0,0.0,H,2.2,2.75,3.25,2.2,2.7,3.35,2.15,2.75,3.35,2.0,2.8,3.5,2.0,3.0,3.4,2.2,2.75,3.25,2.15,2.8,3.25,2.1,1.55,2.15,1.51,-0.5,,,,1.9,1.95,-0.25,ES,2004/2005
SP2,2005-05-22,Xerez,Recreativo,0,0,D,0.0,0.0,D,3.25,2.75,2.2,3.15,2.65,2.35,3.2,2.75,2.2,3.1,2.8,2.2,3.4,3.0,2.0,3.4,2.8,2.1,3.4,2.8,2.1,2.2,1.5,1.48,2.2,0.5,,,,2.05,1.8,0.25,ES,2004/2005
SP2,2005-05-28,Alaves,Cordoba,1,1,D,1.0,0.0,H,1.72,2.87,5.0,1.75,3.0,4.6,1.63,3.25,4.75,1.7,3.3,4.0,1.6,3.4,5.0,1.62,3.4,4.75,1.6,3.3,5.0,1.8,1.8,1.63,1.93,-0.5,,,,2.05,1.8,-0.75,ES,2004/2005
SP2,2005-05-28,Celta,Terrassa,2,1,H,0.0,0.0,D,1.5,3.2,7.0,1.5,3.35,6.5,1.5,3.4,5.75,1.5,3.7,5.0,1.45,3.6,6.5,1.53,3.4,5.5,1.5,3.6,5.5,1.8,1.8,1.5,2.14,-0.5,,,,1.775,2.075,-1.0,ES,2004/2005
SP2,2005-05-28,Malaga B,Tenerife,2,1,H,0.0,1.0,A,1.9,2.7,4.33,1.8,2.85,4.65,1.91,2.85,3.85,2.0,2.7,3.8,,,,1.91,2.88,4.0,1.95,2.95,3.65,2.2,1.51,1.91,1.64,-0.5,,,,2.0,1.85,-0.5,ES,2004/2005
SP2,2005-05-28,Sp Gijon,Lleida,1,1,D,0.0,1.0,A,1.9,2.7,4.33,2.0,2.8,3.8,1.95,2.75,3.85,1.9,2.8,4.0,2.0,2.7,4.0,2.0,2.8,3.75,1.85,2.85,4.2,2.0,1.61,1.95,1.6,-0.5,,,,1.775,2.075,-0.25,ES,2004/2005
SP2,2005-05-29,Cadiz,Ciudad de Murcia,0,0,D,0.0,0.0,D,1.57,3.25,5.5,1.55,3.25,6.0,1.55,3.4,5.25,1.55,3.4,5.0,1.6,3.3,5.2,1.57,3.4,5.25,1.5,3.4,6.0,1.8,1.8,1.55,2.06,-0.5,,,,2.1,1.75,-1.0,ES,2004/2005
SP2,2005-05-29,Ferrol,Pontevedra,1,2,A,0.0,0.0,D,2.5,3.1,2.5,2.25,3.0,2.9,2.25,2.9,3.0,,,,2.25,3.0,2.9,2.4,3.0,2.6,2.2,3.0,3.0,1.8,1.8,2.0,1.58,-0.5,,,,2.05,1.8,0.0,ES,2004/2005
SP2,2005-05-29,Gimnastic,Almeria,1,2,A,0.0,1.0,A,2.4,2.75,2.9,2.45,2.75,2.85,2.4,2.8,2.75,,,,2.3,3.0,2.8,2.4,2.8,2.88,2.4,2.9,2.75,,,2.4,1.39,-0.5,,,,2.025,1.825,0.0,ES,2004/2005
SP2,2005-05-29,Murcia,Xerez,1,1,D,1.0,0.0,H,2.2,2.62,3.5,2.5,2.55,3.05,2.2,2.6,3.4,2.2,2.5,3.4,2.2,2.8,3.2,2.38,2.6,3.1,2.1,2.75,3.45,2.2,1.51,2.2,1.47,-0.5,,,,1.85,2.0,-0.25,ES,2004/2005
SP2,2005-05-29,Poli Ejido,Elche,1,0,H,1.0,0.0,H,1.9,3.0,3.75,1.85,2.85,4.4,1.85,2.9,4.0,,,,1.9,3.0,3.75,1.85,3.0,4.0,1.9,2.9,3.9,,,1.85,1.68,-0.5,,,,1.875,1.975,-0.5,ES,2004/2005
SP2,2005-05-29,Recreativo,Eibar,0,0,D,0.0,0.0,D,1.9,2.87,4.0,2.2,2.7,3.35,2.1,2.75,3.4,2.0,2.8,3.6,2.1,3.0,3.2,2.2,2.8,3.2,1.95,3.0,3.55,2.0,1.61,2.1,1.52,-0.5,,,,1.75,2.1,-0.25,ES,2004/2005
SP2,2005-05-29,Salamanca,Valladolid,1,2,A,0.0,1.0,A,1.8,2.87,4.5,1.9,2.8,4.25,1.85,2.9,4.0,1.85,3.2,3.5,1.9,3.0,3.75,1.85,3.0,4.0,1.85,2.85,4.2,1.95,1.66,1.85,1.68,-0.5,,,,1.95,1.9,-0.75,ES,2004/2005
SP2,2005-06-04,Gimnastic,Alaves,1,0,H,0.0,0.0,D,3.5,2.75,2.1,4.0,2.8,1.95,4.0,2.8,1.9,4.2,2.9,1.8,4.5,3.0,1.75,3.75,2.8,2.0,4.0,2.8,1.9,,,1.65,1.9,0.5,,,,1.75,2.1,0.5,ES,2004/2005
SP2,2005-06-04,Pontevedra,Cadiz,1,1,D,0.0,0.0,D,3.2,2.8,2.2,3.15,2.8,2.25,3.1,2.8,2.2,3.0,2.7,2.3,2.8,3.0,2.3,3.0,2.88,2.25,3.1,2.9,2.15,,,1.47,2.2,-0.5,,,,1.9,1.95,0.25,ES,2004/2005
SP2,2005-06-05,Almeria,Sp Gijon,1,0,H,1.0,0.0,H,1.72,3.1,4.5,1.7,3.0,5.0,1.6,3.3,5.0,1.55,3.4,5.0,1.7,3.0,5.0,1.67,3.1,5.0,1.7,2.9,5.0,2.1,1.56,,,,,,,1.8,2.05,-0.75,ES,2004/2005
SP2,2005-06-05,Ciudad de Murcia,Malaga B,0,0,D,0.0,0.0,D,2.2,2.8,3.2,2.15,2.75,3.4,2.1,2.7,3.5,2.0,2.6,3.8,2.0,2.75,3.9,2.2,2.62,3.5,2.2,2.5,3.6,2.0,1.61,2.1,1.52,-0.5,,,,1.8,2.05,-0.25,ES,2004/2005
SP2,2005-06-05,Eibar,Murcia,1,0,H,1.0,0.0,H,1.57,3.1,6.0,1.5,3.35,6.5,1.5,3.3,6.0,1.55,3.4,5.0,1.55,3.25,6.0,1.53,3.3,6.0,1.55,3.25,5.5,2.1,1.56,1.5,2.13,-0.5,,,,2.1,1.75,-1.0,ES,2004/2005
SP2,2005-06-05,Elche,Cordoba,1,2,A,1.0,1.0,D,,,,5.25,3.5,1.55,,,,,,,4.0,3.2,1.8,,,,,,,,,,,,,,,1.9,1.95,0.75,ES,2004/2005
SP2,2005-06-05,Lleida,Recreativo,2,3,A,1.0,2.0,A,3.2,2.8,2.2,3.35,2.7,2.2,3.5,2.9,2.0,3.6,3.0,1.9,3.1,3.1,2.1,3.3,2.88,2.1,3.1,3.0,2.1,,,,,,,,,1.95,1.9,0.5,ES,2004/2005
SP2,2005-06-05,Tenerife,Salamanca,1,4,A,1.0,0.0,H,,,,2.1,3.15,3.05,2.45,3.0,2.45,,,,2.2,3.0,3.0,,,,,,,,,2.45,1.35,-0.5,,,,1.9,1.95,-0.25,ES,2004/2005
SP2,2005-06-05,Terrassa,Ferrol,3,2,H,2.0,0.0,H,2.1,2.87,3.3,2.0,2.8,3.8,1.85,2.9,4.0,1.75,3.0,4.4,1.8,3.25,3.75,1.91,2.88,4.0,1.95,2.85,3.7,2.0,1.61,1.85,1.68,-0.5,,,,1.95,1.9,-0.5,ES,2004/2005
SP2,2005-06-05,Valladolid,Poli Ejido,2,1,H,0.0,1.0,A,1.9,2.87,4.0,1.9,2.8,4.25,1.9,2.8,4.0,1.8,2.9,4.2,1.8,3.0,4.2,1.95,2.8,4.0,1.9,2.85,3.9,1.9,1.7,1.9,1.65,-0.5,,,,1.9,1.95,-0.5,ES,2004/2005
SP2,2005-06-05,Xerez,Celta,3,0,H,,,,3.75,2.8,2.0,3.8,2.8,2.0,4.0,2.8,1.9,4.2,2.4,2.0,3.6,2.9,2.0,3.75,3.0,1.91,3.8,2.9,1.9,2.1,1.56,1.64,1.9,0.5,,,,1.75,2.1,0.5,ES,2004/2005
