Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Country,Season
E1,1995-08-19,Aston Villa,Man United,3.0,1.0,H,3.0,0.0,H,EN,1995/1996
E1,1995-08-19,Blackburn,QPR,1.0,0.0,H,1.0,0.0,H,EN,1995/1996
E1,1995-08-19,Chelsea,Everton,0.0,0.0,D,0.0,0.0,D,EN,1995/1996
E1,1995-08-19,Liverpool,Sheffield Weds,1.0,0.0,H,0.0,0.0,D,EN,1995/1996
E1,1995-08-19,Man City,Tottenham,1.0,1.0,D,0.0,1.0,A,EN,1995/1996
E1,1995-08-19,Newcastle,Coventry,3.0,0.0,H,1.0,0.0,H,EN,1995/1996
E1,1995-08-19,Southampton,Nott'm Forest,3.0,4.0,A,1.0,3.0,A,EN,1995/1996
E1,1995-08-19,West Ham,Leeds,1.0,2.0,A,1.0,0.0,H,EN,1995/1996
E1,1995-08-19,Wimbledon,Bolton,3.0,2.0,H,2.0,2.0,D,EN,1995/1996
E1,1995-08-20,Arsenal,Middlesbrough,1.0,1.0,D,1.0,1.0,D,EN,1995/1996
E1,1995-08-21,Leeds,Liverpool,1.0,0.0,H,0.0,0.0,D,EN,1995/1996
E1,1995-08-22,Bolton,Newcastle,1.0,3.0,A,0.0,1.0,A,EN,1995/1996
E1,1995-08-23,Coventry,Man City,2.0,1.0,H,1.0,0.0,H,EN,1995/1996
E1,1995-08-23,Everton,Arsenal,0.0,2.0,A,0.0,0.0,D,EN,1995/1996
E1,1995-08-23,Man United,West Ham,2.0,1.0,H,0.0,0.0,D,EN,1995/1996
E1,1995-08-23,Nott'm Forest,Chelsea,0.0,0.0,D,0.0,0.0,D,EN,1995/1996
E1,1995-08-23,QPR,Wimbledon,0.0,3.0,A,0.0,1.0,A,EN,1995/1996
E1,1995-08-23,Sheffield Weds,Blackburn,2.0,1.0,H,1.0,0.0,H,EN,1995/1996
E1,1995-08-23,Tottenham,Aston Villa,0.0,1.0,A,0.0,0.0,D,EN,1995/1996
E1,1995-08-26,Bolton,Blackburn,2.0,1.0,H,1.0,0.0,H,EN,1995/1996
E1,1995-08-26,Coventry,Arsenal,0.0,0.0,D,0.0,0.0,D,EN,1995/1996
E1,1995-08-26,Everton,Southampton,2.0,0.0,H,2.0,0.0,H,EN,1995/1996
E1,1995-08-26,Leeds,Aston Villa,2.0,0.0,H,1.0,0.0,H,EN,1995/1996
E1,1995-08-26,Man United,Wimbledon,3.0,1.0,H,1.0,0.0,H,EN,1995/1996
E1,1995-08-26,Middlesbrough,Chelsea,2.0,0.0,H,1.0,0.0,H,EN,1995/1996
E1,1995-08-26,Nott'm Forest,West Ham,1.0,1.0,D,1.0,1.0,D,EN,1995/1996
E1,1995-08-26,QPR,Man City,1.0,0.0,H,1.0,0.0,H,EN,1995/1996
E1,1995-08-26,Tottenham,Liverpool,1.0,3.0,A,0.0,2.0,A,EN,1995/1996
E1,1995-08-27,Sheffield Weds,Newcastle,0.0,2.0,A,0.0,0.0,D,EN,1995/1996
E1,1995-08-28,Blackburn,Man United,1.0,2.0,A,0.0,0.0,D,EN,1995/1996
E1,1995-08-29,Arsenal,Nott'm Forest,1.0,1.0,D,1.0,0.0,H,EN,1995/1996
E1,1995-08-30,Aston Villa,Bolton,1.0,0.0,H,0.0,0.0,D,EN,1995/1996
E1,1995-08-30,Chelsea,Coventry,2.0,2.0,D,2.0,1.0,H,EN,1995/1996
E1,1995-08-30,Liverpool,QPR,1.0,0.0,H,1.0,0.0,H,EN,1995/1996
E1,1995-08-30,Man City,Everton,0.0,2.0,A,0.0,0.0,D,EN,1995/1996
E1,1995-08-30,Newcastle,Middlesbrough,1.0,0.0,H,0.0,0.0,D,EN,1995/1996
E1,1995-08-30,Southampton,Leeds,1.0,1.0,D,0.0,0.0,D,EN,1995/1996
E1,1995-08-30,West Ham,Tottenham,1.0,1.0,D,1.0,0.0,H,EN,1995/1996
E1,1995-08-30,Wimbledon,Sheffield Weds,2.0,2.0,D,1.0,1.0,D,EN,1995/1996
E1,1995-09-09,Blackburn,Aston Villa,1.0,1.0,D,0.0,1.0,A,EN,1995/1996
E1,1995-09-09,Bolton,Middlesbrough,1.0,1.0,D,1.0,0.0,H,EN,1995/1996
E1,1995-09-09,Coventry,Nott'm Forest,1.0,1.0,D,1.0,1.0,D,EN,1995/1996
E1,1995-09-09,Everton,Man United,2.0,3.0,A,1.0,1.0,D,EN,1995/1996
E1,1995-09-09,QPR,Sheffield Weds,0.0,3.0,A,0.0,0.0,D,EN,1995/1996
E1,1995-09-09,Southampton,Newcastle,1.0,0.0,H,0.0,0.0,D,EN,1995/1996
E1,1995-09-09,Tottenham,Leeds,2.0,1.0,H,1.0,0.0,H,EN,1995/1996
E1,1995-09-09,Wimbledon,Liverpool,1.0,0.0,H,1.0,0.0,H,EN,1995/1996
E1,1995-10-09,Man City,Arsenal,0.0,1.0,A,0.0,0.0,D,EN,1995/1996
E1,1995-11-09,West Ham,Chelsea,1.0,3.0,A,0.0,2.0,A,EN,1995/1996
E1,1995-12-09,Middlesbrough,Southampton,0.0,0.0,D,0.0,0.0,D,EN,1995/1996
E1,1995-09-16,Arsenal,West Ham,1.0,0.0,H,0.0,0.0,D,EN,1995/1996
E1,1995-09-16,Aston Villa,Wimbledon,2.0,0.0,H,1.0,0.0,H,EN,1995/1996
E1,1995-09-16,Chelsea,Southampton,3.0,0.0,H,0.0,0.0,D,EN,1995/1996
E1,1995-09-16,Leeds,QPR,1.0,3.0,A,0.0,2.0,A,EN,1995/1996
E1,1995-09-16,Liverpool,Blackburn,3.0,0.0,H,3.0,0.0,H,EN,1995/1996
E1,1995-09-16,Man United,Bolton,3.0,0.0,H,2.0,0.0,H,EN,1995/1996
E1,1995-09-16,Middlesbrough,Coventry,2.0,1.0,H,0.0,0.0,D,EN,1995/1996
E1,1995-09-16,Newcastle,Man City,3.0,1.0,H,2.0,0.0,H,EN,1995/1996
E1,1995-09-16,Sheffield Weds,Tottenham,1.0,3.0,A,1.0,1.0,D,EN,1995/1996
E1,1995-09-17,Nott'm Forest,Everton,3.0,2.0,H,2.0,0.0,H,EN,1995/1996
E1,1995-09-23,Arsenal,Southampton,4.0,2.0,H,2.0,2.0,D,EN,1995/1996
E1,1995-09-23,Aston Villa,Nott'm Forest,1.0,1.0,D,0.0,0.0,D,EN,1995/1996
E1,1995-09-23,Blackburn,Coventry,5.0,1.0,H,2.0,1.0,H,EN,1995/1996
E1,1995-09-23,Liverpool,Bolton,5.0,2.0,H,2.0,0.0,H,EN,1995/1996
E1,1995-09-23,Man City,Middlesbrough,0.0,1.0,A,0.0,1.0,A,EN,1995/1996
E1,1995-09-23,Sheffield Weds,Man United,0.0,0.0,D,0.0,0.0,D,EN,1995/1996
E1,1995-09-23,West Ham,Everton,2.0,1.0,H,2.0,1.0,H,EN,1995/1996
E1,1995-09-23,Wimbledon,Leeds,2.0,4.0,A,1.0,3.0,A,EN,1995/1996
E1,1995-09-24,Newcastle,Chelsea,2.0,0.0,H,1.0,0.0,H,EN,1995/1996
E1,1995-09-25,QPR,Tottenham,2.0,3.0,A,1.0,0.0,H,EN,1995/1996
E1,1995-09-30,Bolton,QPR,0.0,1.0,A,0.0,0.0,D,EN,1995/1996
E1,1995-09-30,Chelsea,Arsenal,1.0,0.0,H,0.0,0.0,D,EN,1995/1996
