Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,GBH,GBD,GBA,IWH,IWD,IWA,SYH,SYD,SYA,WHH,WHD,WHA,Country,Season
I2,2001-11-16,Cittadella,Bari,0,1,A,0,1,A,2.35,2.75,2.95,2.3,2.6,2.8,,,,2.35,2.75,2.9,IT,2001/2002
I2,2001-11-18,Ancona,Cosenza,2,3,A,1,1,D,1.9,2.8,4.1,1.9,2.6,3.8,,,,1.9,2.65,4.3,IT,2001/2002
I2,2001-11-18,Como,Palermo,3,0,H,2,0,H,1.8,2.8,4.65,1.8,2.6,4.0,,,,1.8,2.75,4.5,IT,2001/2002
I2,2001-11-18,Crotone,Sampdoria,1,1,D,1,0,H,2.45,2.7,2.85,2.5,2.5,2.7,,,,2.4,2.7,2.85,IT,2001/2002
I2,2001-11-18,Messina,Napoli,2,1,H,1,0,H,2.7,2.65,2.63,2.5,2.4,2.8,,,,2.5,2.6,2.85,IT,2001/2002
I2,2001-11-18,Modena,Reggina,3,1,H,3,0,H,2.25,2.7,3.2,2.2,2.5,3.1,,,,2.2,2.6,3.35,IT,2001/2002
I2,2001-11-18,Salernitana,Cagliari,1,0,H,0,0,D,2.1,2.75,3.4,2.0,2.6,3.5,,,,1.9,2.8,3.9,IT,2001/2002
I2,2001-11-18,Siena,Pistoiese,0,0,D,0,0,D,1.95,2.7,4.05,1.9,2.6,3.8,,,,2.0,2.6,4.0,IT,2001/2002
I2,2001-11-18,Ternana,Empoli,1,1,D,1,0,H,2.55,2.65,2.8,2.4,2.5,2.8,,,,2.5,2.6,2.85,IT,2001/2002
I2,2001-11-19,Genoa,Vicenza,2,2,D,1,2,A,2.1,2.7,3.6,1.9,2.6,3.8,,,,2.0,2.7,3.75,IT,2001/2002
I2,2001-11-21,Bari,Siena,1,0,H,0,0,D,1.65,2.8,5.6,1.65,2.7,5.0,,,,1.65,2.75,6.0,IT,2001/2002
I2,2001-11-21,Reggina,Messina,0,0,D,0,0,D,1.6,2.8,6.25,1.65,2.7,5.0,,,,1.7,2.8,5.25,IT,2001/2002
I2,2001-11-21,Sampdoria,Cittadella,2,1,H,0,1,A,1.52,3.2,5.8,1.4,3.4,6.0,,,,1.5,3.3,6.0,IT,2001/2002
I2,2001-11-23,Cagliari,Ancona,2,0,H,0,0,D,1.75,2.9,4.5,1.8,2.7,3.9,,,,1.85,2.7,4.5,IT,2001/2002
I2,2001-11-25,Bari,Como,1,1,D,1,1,D,2.4,2.55,3.1,2.3,2.5,2.9,,,,2.25,2.6,3.25,IT,2001/2002
I2,2001-11-25,Cittadella,Ternana,2,2,D,0,1,A,2.45,2.6,2.95,2.4,2.6,2.7,,,,2.3,2.65,3.1,IT,2001/2002
I2,2001-11-25,Empoli,Siena,2,1,H,0,0,D,1.55,3.0,6.65,1.55,2.8,5.4,,,,1.5,3.1,7.0,IT,2001/2002
I2,2001-11-25,Palermo,Genoa,1,0,H,1,0,H,2.4,2.55,3.1,2.3,2.5,2.9,,,,2.3,2.6,3.2,IT,2001/2002
I2,2001-11-25,Pistoiese,Messina,2,1,H,1,1,D,2.2,2.6,3.45,2.2,2.5,2.9,,,,2.25,2.6,3.25,IT,2001/2002
I2,2001-11-25,Reggina,Napoli,3,1,H,1,0,H,2.1,2.55,3.8,2.1,2.5,3.4,,,,2.1,2.6,3.6,IT,2001/2002
I2,2001-11-25,Salernitana,Vicenza,0,0,D,0,0,D,2.4,2.55,3.1,2.4,2.5,2.8,,,,2.3,2.6,3.2,IT,2001/2002
I2,2001-11-25,Sampdoria,Modena,1,1,D,1,0,H,2.3,2.6,3.2,2.2,2.5,3.1,,,,2.2,2.65,3.25,IT,2001/2002
I2,2001-11-26,Crotone,Cosenza,0,2,A,0,0,D,2.4,2.55,3.1,2.3,2.5,2.9,,,,2.3,2.6,3.2,IT,2001/2002
I2,2001-11-30,Ternana,Salernitana,0,2,A,0,2,A,,,,,,,,,,,,,IT,2001/2002
I2,2001-02-12,Ancona,Pistoiese,2,1,H,1,1,D,1.9,2.75,4.2,1.9,2.6,3.8,,,,1.9,2.6,4.5,IT,2001/2002
I2,2001-02-12,Como,Cagliari,1,0,H,0,0,D,1.8,2.8,4.6,1.75,2.6,4.5,,,,1.7,2.75,5.4,IT,2001/2002
I2,2001-02-12,Cosenza,Bari,2,1,H,1,1,D,2.15,2.6,3.45,2.1,2.6,3.3,,,,2.2,2.6,3.35,IT,2001/2002
I2,2001-02-12,Genoa,Crotone,1,1,D,0,0,D,1.5,3.25,6.5,1.45,3.0,6.2,,,,1.45,3.25,7.0,IT,2001/2002
I2,2001-02-12,Messina,Sampdoria,1,1,D,1,0,H,2.35,2.5,3.3,2.3,2.5,2.9,,,,2.25,2.6,3.25,IT,2001/2002
I2,2001-02-12,Modena,Cittadella,4,2,H,3,0,H,1.47,3.3,6.85,1.4,3.2,6.5,,,,1.4,3.5,7.5,IT,2001/2002
I2,2001-02-12,Siena,Reggina,2,2,D,1,1,D,2.75,2.55,2.7,2.7,2.6,2.4,,,,2.75,2.6,2.6,IT,2001/2002
I2,2001-02-12,Vicenza,Empoli,1,2,A,0,0,D,2.05,2.65,3.8,2.0,2.6,3.5,,,,2.0,2.65,3.85,IT,2001/2002
I2,2001-03-12,Napoli,Palermo,3,2,H,1,2,A,1.95,2.6,4.3,1.9,2.6,3.8,,,,1.9,2.65,4.3,IT,2001/2002
I2,2001-07-12,Reggina,Salernitana,2,2,D,0,1,A,1.78,2.8,4.8,1.7,2.7,4.4,,,,1.75,2.85,4.75,IT,2001/2002
I2,2001-09-12,Bari,Ancona,2,1,H,2,0,H,1.75,2.8,5.0,1.75,2.7,4.2,,,,1.75,2.8,4.75,IT,2001/2002
I2,2001-09-12,Cagliari,Pistoiese,2,2,D,1,1,D,1.7,2.8,5.5,1.65,2.7,4.8,,,,1.65,2.85,5.5,IT,2001/2002
I2,2001-09-12,Cittadella,Messina,0,1,A,0,0,D,2.3,2.7,3.1,2.3,2.6,2.8,,,,2.25,2.7,3.1,IT,2001/2002
I2,2001-09-12,Crotone,Siena,1,2,A,0,0,D,1.85,2.8,4.35,1.8,2.6,4.0,,,,1.85,2.8,4.2,IT,2001/2002
I2,2001-09-12,Empoli,Como,0,1,A,0,0,D,1.9,2.7,4.3,1.9,2.5,3.9,,,,1.85,2.85,4.1,IT,2001/2002
I2,2001-09-12,Napoli,Cosenza,4,2,H,2,1,H,2.0,2.75,3.8,1.9,2.6,3.7,,,,2.0,2.6,4.0,IT,2001/2002
I2,2001-09-12,Palermo,Vicenza,1,3,A,0,1,A,2.25,2.7,3.2,2.3,2.6,2.8,,,,2.3,2.65,3.1,IT,2001/2002
I2,2001-09-12,Sampdoria,Ternana,4,2,H,3,0,H,1.65,2.9,5.6,1.6,2.8,5.0,,,,1.6,2.9,6.0,IT,2001/2002
I2,2001-10-12,Modena,Genoa,0,0,D,0,0,D,1.95,2.7,4.0,1.9,2.5,3.9,,,,1.9,2.65,4.3,IT,2001/2002
I2,2001-12-14,Pistoiese,Napoli,1,1,D,1,1,D,2.58,2.65,2.75,2.6,2.6,2.5,,,,2.5,2.65,2.8,IT,2001/2002
I2,2001-12-16,Ancona,Modena,0,3,A,0,1,A,2.52,2.6,2.88,2.4,2.6,2.7,,,,2.5,2.65,2.8,IT,2001/2002
I2,2001-12-16,Como,Sampdoria,3,1,H,1,1,D,2.05,2.8,3.55,2.1,2.5,3.4,,,,2.0,2.7,3.75,IT,2001/2002
I2,2001-12-16,Cosenza,Cagliari,1,0,H,0,0,D,1.95,2.85,3.8,1.9,2.6,3.8,,,,1.9,2.75,4.0,IT,2001/2002
I2,2001-12-16,Genoa,Empoli,3,3,D,3,2,H,2.18,2.65,3.4,2.1,2.5,3.4,,,,2.1,2.6,3.6,IT,2001/2002
I2,2001-12-16,Messina,Bari,1,2,A,1,1,D,2.18,2.65,3.4,2.1,2.6,3.2,,,,2.2,2.65,3.3,IT,2001/2002
I2,2001-12-16,Salernitana,Palermo,2,1,H,0,1,A,1.78,2.85,4.6,1.8,2.6,4.1,,,,1.7,2.75,5.4,IT,2001/2002
I2,2001-12-16,Siena,Cittadella,0,1,A,0,1,A,1.8,2.8,4.6,1.8,2.6,4.1,,,,1.8,2.75,4.6,IT,2001/2002
I2,2001-12-16,Ternana,Crotone,3,2,H,1,0,H,2.0,2.85,3.6,1.9,2.6,3.8,,,,1.9,2.75,4.0,IT,2001/2002
I2,2001-12-16,Vicenza,Reggina,1,2,A,1,2,A,1.95,2.7,4.05,2.1,2.5,3.4,,,,2.0,2.65,3.85,IT,2001/2002
I2,2001-12-19,Ancona,Sampdoria,3,2,H,0,2,A,2.45,2.65,2.95,2.5,2.6,2.6,,,,2.5,2.7,2.75,IT,2001/2002
I2,2001-12-19,Como,Ternana,2,0,H,1,0,H,1.48,3.3,6.7,1.4,3.2,6.5,,,,1.45,3.4,6.5,IT,2001/2002
I2,2001-12-19,Cosenza,Modena,0,1,A,0,0,D,2.3,2.7,3.1,2.4,2.6,2.7,,,,2.3,2.7,3.0,IT,2001/2002
I2,2001-12-19,Empoli,Cagliari,2,1,H,0,0,D,1.57,3.1,6.0,1.6,2.9,4.8,,,,1.5,3.2,6.5,IT,2001/2002
I2,2001-12-19,Genoa,Cittadella,1,1,D,1,1,D,1.45,3.6,6.3,1.4,3.2,6.5,,,,1.4,3.6,7.0,IT,2001/2002
I2,2001-12-19,Messina,Siena,1,2,A,0,1,A,1.57,3.0,6.3,1.65,2.8,4.6,,,,1.7,2.75,5.5,IT,2001/2002
I2,2001-12-19,Palermo,Crotone,2,0,H,1,0,H,1.73,2.9,4.85,1.65,2.8,4.6,,,,1.7,2.75,5.5,IT,2001/2002
I2,2001-12-19,Pistoiese,Reggina,1,2,A,1,0,H,2.85,2.6,2.55,2.6,2.6,2.5,,,,2.8,2.6,2.55,IT,2001/2002
I2,2001-12-19,Vicenza,Bari,1,0,H,1,0,H,1.98,2.75,3.85,1.9,2.7,3.6,,,,2.0,2.75,3.7,IT,2001/2002
I2,2001-12-23,Bari,Salernitana,2,2,D,2,2,D,2.0,2.7,3.9,2.0,2.6,3.5,,,,2.0,2.75,3.65,IT,2001/2002
I2,2001-12-23,Cagliari,Genoa,2,1,H,1,1,D,2.4,2.7,2.95,2.4,2.6,2.7,,,,2.45,2.6,2.9,IT,2001/2002
I2,2001-12-23,Cittadella,Como,2,1,H,1,0,H,3.2,2.9,2.15,2.9,2.7,2.2,,,,3.0,2.8,2.25,IT,2001/2002
I2,2001-12-23,Crotone,Pistoiese,1,2,A,0,1,A,2.0,2.7,3.75,2.0,2.6,3.5,,,,2.3,2.6,3.2,IT,2001/2002
I2,2001-12-23,Empoli,Ancona,5,0,H,2,0,H,1.55,3.15,6.0,1.55,3.0,5.0,,,,1.5,3.2,6.5,IT,2001/2002
I2,2001-12-23,Modena,Messina,1,1,D,1,0,H,1.6,3.0,5.85,1.5,3.0,5.3,,,,1.45,3.2,7.5,IT,2001/2002
I2,2001-12-23,Napoli,Siena,2,0,H,1,0,H,1.61,3.0,5.7,1.6,2.8,5.0,,,,1.55,3.1,6.0,IT,2001/2002
I2,2001-12-23,Palermo,Cosenza,1,1,D,0,0,D,2.05,2.7,3.6,2.2,2.4,3.4,,,,2.1,2.65,3.5,IT,2001/2002
I2,2001-12-23,Reggina,Ternana,2,0,H,1,0,H,1.55,3.1,6.25,1.5,3.0,5.3,,,,1.5,3.2,6.5,IT,2001/2002
I2,2001-12-23,Sampdoria,Vicenza,2,1,H,1,1,D,2.2,2.6,3.45,2.2,2.4,3.4,,,,2.2,2.65,3.25,IT,2001/2002
I2,2002-04-01,Cosenza,Empoli,0,3,A,0,1,A,2.45,2.55,3.05,2.4,2.6,2.7,,,,2.5,2.6,2.85,IT,2001/2002
I2,2002-06-01,Como,Napoli,0,2,A,0,1,A,1.9,2.8,4.1,2.0,2.6,3.5,,,,1.9,2.7,4.2,IT,2001/2002
I2,2002-06-01,Genoa,Reggina,1,1,D,1,0,H,2.35,2.6,3.15,2.3,2.6,2.8,,,,2.3,2.6,3.2,IT,2001/2002
I2,2002-06-01,Messina,Crotone,4,0,H,2,0,H,1.7,2.9,5.2,1.65,2.8,4.6,,,,1.6,2.9,6.0,IT,2001/2002
I2,2002-06-01,Pistoiese,Cittadella,1,0,H,0,0,D,2.05,2.7,3.7,2.0,2.6,3.5,,,,2.0,2.75,3.7,IT,2001/2002
I2,2002-06-01,Salernitana,Modena,1,1,D,1,0,H,2.2,2.75,3.25,2.2,2.6,3.0,,,,2.2,2.7,3.25,IT,2001/2002
I2,2002-06-01,Siena,Sampdoria,0,4,A,0,2,A,2.65,2.6,2.75,2.5,2.6,2.6,,,,2.65,2.65,2.65,IT,2001/2002
I2,2002-06-01,Ternana,Bari,1,1,D,1,0,H,2.4,2.7,2.95,2.3,2.6,2.8,,,,2.4,2.6,3.0,IT,2001/2002
I2,2002-06-01,Vicenza,Cagliari,0,0,D,0,0,D,1.75,2.9,4.75,1.7,2.8,4.2,,,,1.65,2.9,5.5,IT,2001/2002
I2,2002-07-01,Ancona,Palermo,3,3,D,1,1,D,2.05,2.7,3.7,2.1,2.6,3.3,,,,2.1,2.6,3.7,IT,2001/2002
I2,2002-11-01,Bari,Modena,1,2,A,0,0,D,2.3,2.85,2.95,2.4,2.6,2.7,,,,2.25,2.7,3.1,IT,2001/2002
I2,2002-01-13,Cittadella,Cosenza,2,0,H,0,0,D,2.42,2.7,2.9,2.4,2.6,2.7,,,,2.25,2.7,3.1,IT,2001/2002
I2,2002-01-13,Messina,Cagliari,0,2,A,0,0,D,2.1,2.75,3.45,2.1,2.6,3.3,,,,2.05,2.75,3.5,IT,2001/2002
I2,2002-01-13,Napoli,Genoa,2,1,H,0,0,D,1.75,2.85,4.8,1.9,2.6,3.8,,,,1.7,2.9,5.0,IT,2001/2002
I2,2002-01-13,Palermo,Empoli,1,0,H,1,0,H,2.5,2.5,3.05,2.5,2.6,2.6,,,,2.5,2.65,2.8,IT,2001/2002
I2,2002-01-13,Pistoiese,Vicenza,1,1,D,1,0,H,2.62,2.7,2.65,2.5,2.6,2.6,,,,2.6,2.6,2.7,IT,2001/2002
I2,2002-01-13,Reggina,Ancona,1,0,H,1,0,H,1.5,3.35,6.1,1.45,3.1,6.0,,,,1.4,3.55,7.0,IT,2001/2002
I2,2002-01-13,Sampdoria,Salernitana,2,1,H,1,1,D,1.92,2.7,4.2,1.9,2.6,3.8,,,,1.9,2.75,4.0,IT,2001/2002
I2,2002-01-13,Siena,Ternana,0,3,A,0,2,A,2.22,2.65,3.3,2.2,2.6,3.0,,,,2.25,2.6,3.25,IT,2001/2002
I2,2002-01-14,Crotone,Como,1,1,D,1,0,H,3.15,2.8,2.2,3.1,2.7,2.1,,,,3.15,2.75,2.2,IT,2001/2002
I2,2002-01-18,Cosenza,Sampdoria,0,0,D,0,0,D,2.58,2.7,2.7,2.5,2.6,2.6,,,,2.5,2.7,2.7,IT,2001/2002
I2,2002-01-20,Cagliari,Palermo,4,0,H,1,0,H,1.85,2.75,4.45,1.9,2.6,3.8,,,,1.9,2.75,4.0,IT,2001/2002
I2,2002-01-20,Como,Reggina,1,2,A,1,1,D,2.2,2.5,3.65,2.2,2.5,3.1,,,,2.15,2.65,3.35,IT,2001/2002
I2,2002-01-20,Empoli,Bari,5,1,H,2,0,H,1.68,2.9,5.25,1.7,2.8,4.2,,,,1.75,2.85,4.65,IT,2001/2002
I2,2002-01-20,Genoa,Pistoiese,1,1,D,1,0,H,1.62,2.9,5.95,1.6,2.9,4.8,,,,1.5,3.1,6.7,IT,2001/2002
I2,2002-01-20,Modena,Crotone,2,0,H,1,0,H,1.35,3.7,8.5,1.35,3.2,7.5,,,,1.3,4.0,8.5,IT,2001/2002
I2,2002-01-20,Salernitana,Cittadella,3,2,H,2,0,H,1.6,3.1,5.5,1.6,2.9,4.8,,,,1.5,3.35,5.75,IT,2001/2002
I2,2002-01-20,Ternana,Messina,2,2,D,2,1,H,1.88,2.8,4.15,1.85,2.8,3.5,,,,1.85,2.75,4.25,IT,2001/2002
I2,2002-01-20,Vicenza,Siena,2,1,H,1,0,H,1.35,3.7,8.5,1.35,3.2,7.5,,,,1.3,4.1,8.0,IT,2001/2002
I2,2002-01-21,Ancona,Napoli,0,1,A,0,1,A,2.8,2.75,2.45,2.7,2.6,2.4,,,,2.7,2.6,2.6,IT,2001/2002
I2,2002-01-27,Napoli,Salernitana,1,1,D,0,0,D,1.75,2.9,4.75,1.7,2.8,4.3,,,,1.8,2.8,4.5,IT,2001/2002
I2,2002-01-02,Pistoiese,Palermo,0,2,A,0,0,D,2.06,2.7,3.65,,,,,,,2.1,2.65,3.5,IT,2001/2002
I2,2002-03-02,Bari,Cagliari,0,0,D,0,0,D,2.2,2.7,3.3,2.2,2.6,3.0,,,,2.25,2.7,3.1,IT,2001/2002
I2,2002-03-02,Cittadella,Vicenza,2,2,D,1,1,D,2.9,2.8,2.35,2.75,2.6,2.35,,,,2.8,2.85,2.35,IT,2001/2002
I2,2002-03-02,Como,Genoa,2,1,H,1,1,D,1.78,2.75,4.9,1.8,2.6,4.2,,,,1.75,2.75,5.0,IT,2001/2002
I2,2002-03-02,Crotone,Salernitana,3,3,D,3,0,H,2.95,2.75,2.35,2.9,2.7,2.2,,,,3.0,2.7,2.3,IT,2001/2002
I2,2002-03-02,Messina,Empoli,1,0,H,1,0,H,2.7,2.5,2.8,2.6,2.5,2.6,,,,2.7,2.6,2.65,IT,2001/2002
I2,2002-03-02,Napoli,Modena,1,0,H,1,0,H,1.95,2.7,4.1,2.0,2.5,3.6,,,,1.9,2.7,4.2,IT,2001/2002
I2,2002-03-02,Siena,Ancona,0,0,D,0,0,D,2.18,2.85,3.12,2.2,2.7,2.9,,,,2.2,2.85,3.0,IT,2001/2002
I2,2002-03-02,Ternana,Cosenza,2,2,D,0,1,A,1.95,2.7,4.1,1.9,2.6,3.8,,,,1.9,2.85,3.85,IT,2001/2002
I2,2002-04-02,Sampdoria,Reggina,0,0,D,0,0,D,2.18,2.7,3.35,2.1,2.5,3.3,,,,2.2,2.7,3.2,IT,2001/2002
I2,2002-08-02,Salernitana,Como,1,2,A,1,0,H,2.12,2.65,3.55,2.0,2.7,3.3,,,,2.0,2.8,3.6,IT,2001/2002
I2,2002-10-02,Ancona,Messina,1,1,D,1,0,H,2.2,2.6,3.45,2.2,2.7,2.9,,,,2.2,2.7,3.2,IT,2001/2002
I2,2002-10-02,Cagliari,Crotone,2,1,H,1,0,H,1.42,3.7,6.44,1.4,3.2,6.5,,,,1.35,3.8,7.5,IT,2001/2002
I2,2002-10-02,Cosenza,Pistoiese,1,2,A,0,1,A,1.75,2.8,5.0,1.75,2.8,4.0,,,,1.7,2.85,5.0,IT,2001/2002
I2,2002-10-02,Empoli,Sampdoria,2,0,H,0,0,D,1.82,2.8,4.5,1.9,2.7,3.6,,,,1.85,2.75,4.3,IT,2001/2002
I2,2002-10-02,Genoa,Siena,1,1,D,0,0,D,1.5,3.3,6.25,1.5,2.9,5.6,,,,1.45,3.3,7.0,IT,2001/2002
I2,2002-10-02,Modena,Ternana,2,0,H,1,0,H,1.58,3.05,6.0,1.55,2.9,5.2,,,,1.55,3.1,6.0,IT,2001/2002
I2,2002-10-02,Reggina,Cittadella,1,0,H,0,0,D,1.4,3.6,7.5,1.4,3.2,6.5,,,,1.3,4.0,8.5,IT,2001/2002
I2,2002-10-02,Vicenza,Napoli,2,1,H,1,1,D,2.22,2.6,3.42,2.3,2.65,2.75,,,,2.25,2.7,3.1,IT,2001/2002
I2,2002-11-02,Palermo,Bari,0,0,D,0,0,D,1.85,2.85,4.25,1.85,2.7,3.7,,,,1.8,2.75,4.6,IT,2001/2002
I2,2002-02-15,Ternana,Vicenza,3,1,H,1,0,H,2.33,2.8,2.95,2.3,2.7,2.7,,,,2.4,2.75,2.8,IT,2001/2002
I2,2002-02-17,Bari,Reggina,2,1,H,0,1,A,2.65,2.5,2.85,2.6,2.5,2.6,,,,2.5,2.55,2.9,IT,2001/2002
I2,2002-02-17,Cittadella,Palermo,2,2,D,1,1,D,2.4,2.65,3.0,2.3,2.6,2.8,,,,2.35,2.75,2.9,IT,2001/2002
I2,2002-02-17,Como,Cosenza,2,0,H,0,0,D,1.57,3.1,6.0,1.5,3.0,5.5,,,,1.5,3.2,6.5,IT,2001/2002
I2,2002-02-17,Crotone,Ancona,2,0,H,0,0,D,2.3,2.8,3.0,2.3,2.7,2.7,,,,2.3,2.9,2.8,IT,2001/2002
I2,2002-02-17,Messina,Genoa,0,0,D,0,0,D,1.95,2.6,4.35,2.0,2.6,3.5,,,,1.9,2.65,4.3,IT,2001/2002
I2,2002-02-17,Pistoiese,Salernitana,1,2,A,1,2,A,2.35,2.6,3.15,2.3,2.7,2.7,,,,2.3,2.7,3.0,IT,2001/2002
I2,2002-02-17,Sampdoria,Cagliari,3,3,D,2,0,H,2.0,2.65,4.0,2.0,2.7,3.3,,,,2.0,2.7,3.75,IT,2001/2002
I2,2002-02-17,Siena,Modena,0,1,A,0,0,D,3.0,2.8,2.3,2.85,2.75,2.2,,,,3.0,2.85,2.2,IT,2001/2002
I2,2002-02-18,Napoli,Empoli,0,0,D,0,0,D,2.0,2.8,3.65,2.0,2.6,3.5,,,,2.0,2.75,3.7,IT,2001/2002
I2,2002-02-22,Reggina,Cosenza,1,0,H,0,0,D,1.55,3.1,6.25,1.6,2.8,5.0,,,,1.6,2.9,6.0,IT,2001/2002
I2,2002-02-24,Ancona,Como,1,1,D,0,0,D,2.8,2.7,2.5,2.7,2.7,2.3,,,,2.9,2.85,2.25,IT,2001/2002
I2,2002-02-24,Cagliari,Napoli,1,1,D,0,1,A,2.4,2.7,2.95,2.3,2.7,2.7,,,,2.3,2.75,3.0,IT,2001/2002
I2,2002-02-24,Crotone,Bari,2,2,D,0,0,D,2.5,2.75,2.75,2.3,2.7,2.7,,,,2.4,2.85,2.7,IT,2001/2002
I2,2002-02-24,Empoli,Cittadella,0,0,D,0,0,D,1.4,3.6,7.25,1.45,3.2,5.7,,,,1.55,3.0,6.5,IT,2001/2002
I2,2002-02-24,Genoa,Ternana,0,2,A,0,1,A,1.9,2.65,4.5,2.0,2.5,3.7,,,,1.9,2.7,4.2,IT,2001/2002
I2,2002-02-24,Palermo,Sampdoria,2,0,H,0,0,D,2.2,2.6,3.45,2.1,2.5,3.5,,,,2.1,2.75,3.4,IT,2001/2002
I2,2002-02-24,Salernitana,Siena,1,0,H,0,0,D,1.41,3.8,6.5,1.4,3.4,6.0,,,,1.4,3.75,6.5,IT,2001/2002
I2,2002-02-24,Vicenza,Messina,2,2,D,2,0,H,1.7,2.8,5.5,1.65,2.8,4.6,,,,1.65,2.85,5.5,IT,2001/2002
I2,2002-02-25,Modena,Pistoiese,1,0,H,0,0,D,1.4,3.6,7.25,1.35,3.3,7.5,,,,1.35,3.8,7.5,IT,2001/2002
I2,2002-01-03,Bari,Sampdoria,1,1,D,1,0,H,2.15,2.4,4.05,2.1,2.6,3.3,,,,2.15,2.7,3.35,IT,2001/2002
I2,2002-03-03,Como,Modena,1,0,H,0,0,D,2.15,2.45,3.95,2.2,2.5,3.4,,,,2.2,2.5,3.6,IT,2001/2002
I2,2002-03-03,Cosenza,Vicenza,2,1,H,0,0,D,2.35,2.75,2.95,2.3,2.7,2.7,,,,2.4,2.8,2.8,IT,2001/2002
I2,2002-03-03,Genoa,Ancona,1,2,A,1,1,D,1.75,2.8,5.0,1.75,2.8,4.0,,,,1.7,2.75,5.5,IT,2001/2002
I2,2002-03-03,Messina,Salernitana,1,3,A,1,0,H,2.22,2.75,3.2,2.3,2.6,2.8,,,,2.25,2.7,3.15,IT,2001/2002
I2,2002-03-03,Napoli,Ternana,1,1,D,1,0,H,1.65,3.05,5.25,1.7,2.8,4.2,,,,1.7,2.9,5.0,IT,2001/2002
I2,2002-03-03,Palermo,Reggina,4,2,H,2,1,H,2.5,2.55,3.0,2.5,2.4,2.8,,,,2.5,2.55,2.9,IT,2001/2002
I2,2002-03-03,Pistoiese,Empoli,0,1,A,0,0,D,2.85,2.6,2.6,2.8,2.4,2.5,,,,2.8,2.65,2.5,IT,2001/2002
I2,2002-03-03,Siena,Cagliari,1,0,H,1,0,H,2.87,2.8,2.36,2.7,2.7,2.3,,,,2.85,2.8,2.35,IT,2001/2002
I2,2002-04-03,Cittadella,Crotone,3,2,H,2,1,H,1.8,2.9,4.4,1.8,2.8,3.7,,,,1.85,2.8,4.2,IT,2001/2002
I2,2002-08-03,Ternana,Como,0,0,D,0,0,D,2.5,2.5,3.05,2.5,2.5,2.7,,,,2.5,2.6,2.85,IT,2001/2002
I2,2002-10-03,Bari,Vicenza,2,1,H,0,1,A,2.12,2.6,3.65,2.1,2.5,3.5,,,,2.05,2.7,3.65,IT,2001/2002
