Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,Country,Season
E3,1995-12-08,Bradford,Bournemouth,1,0,H,EN,1995/1996
E3,1995-12-08,Bristol City,Blackpool,1,1,D,EN,1995/1996
E3,1995-12-08,Burnley,Rotherham,2,1,H,EN,1995/1996
E3,1995-12-08,Carlisle,Bristol Rvs,1,2,A,EN,1995/1996
E3,1995-12-08,Hull,Swindon,0,1,A,EN,1995/1996
E3,1995-12-08,Oxford,Chesterfield,1,0,H,EN,1995/1996
E3,1995-12-08,Peterboro,Brighton,3,1,H,EN,1995/1996
E3,1995-12-08,Swansea,Shrewsbury,3,1,H,EN,1995/1996
E3,1995-12-08,Walsall,Stockport,0,2,A,EN,1995/1996
E3,1995-12-08,Wrexham,Notts County,1,1,D,EN,1995/1996
E3,1995-12-08,Wycombe,Crewe,1,1,D,EN,1995/1996
E3,1995-12-08,York,Brentford,2,2,D,EN,1995/1996
E3,1995-08-19,Blackpool,Wrexham,2,0,H,EN,1995/1996
E3,1995-08-19,Bournemouth,Peterboro,3,0,H,EN,1995/1996
E3,1995-08-19,Brentford,Oxford,1,0,H,EN,1995/1996
E3,1995-08-19,Brighton,Bradford,0,0,D,EN,1995/1996
E3,1995-08-19,Bristol Rvs,Swansea,2,2,D,EN,1995/1996
E3,1995-08-19,Chesterfield,Carlisle,3,0,H,EN,1995/1996
E3,1995-08-19,Notts County,Wycombe,2,0,H,EN,1995/1996
E3,1995-08-19,Rotherham,Hull,1,1,D,EN,1995/1996
E3,1995-08-19,Shrewsbury,Walsall,0,2,A,EN,1995/1996
E3,1995-08-19,Stockport,Burnley,0,0,D,EN,1995/1996
E3,1995-08-19,Swindon,York,3,0,H,EN,1995/1996
E3,1995-08-26,Bradford,Shrewsbury,3,1,H,EN,1995/1996
E3,1995-08-26,Bristol City,Stockport,1,0,H,EN,1995/1996
E3,1995-08-26,Burnley,Brentford,1,0,H,EN,1995/1996
E3,1995-08-26,Carlisle,Swindon,0,1,A,EN,1995/1996
E3,1995-08-26,Hull,Blackpool,2,1,H,EN,1995/1996
E3,1995-08-26,Oxford,Rotherham,1,1,D,EN,1995/1996
E3,1995-08-26,Peterboro,Notts County,0,1,A,EN,1995/1996
E3,1995-08-26,Swansea,Chesterfield,3,2,H,EN,1995/1996
E3,1995-08-26,Walsall,Bristol Rvs,1,1,D,EN,1995/1996
E3,1995-08-26,Wrexham,Brighton,1,1,D,EN,1995/1996
E3,1995-08-26,Wycombe,Bournemouth,1,2,A,EN,1995/1996
E3,1995-08-26,York,Crewe,2,3,A,EN,1995/1996
E3,1995-08-29,Blackpool,Peterboro,2,1,H,EN,1995/1996
E3,1995-08-29,Bournemouth,Wrexham,1,1,D,EN,1995/1996
E3,1995-08-29,Brentford,Hull,1,0,H,EN,1995/1996
E3,1995-08-29,Brighton,Wycombe,1,2,A,EN,1995/1996
E3,1995-08-29,Bristol Rvs,Burnley,1,0,H,EN,1995/1996
E3,1995-08-29,Chesterfield,York,2,1,H,EN,1995/1996
E3,1995-08-29,Crewe,Walsall,1,0,H,EN,1995/1996
E3,1995-08-29,Notts County,Bradford,0,2,A,EN,1995/1996
E3,1995-08-29,Rotherham,Carlisle,2,2,D,EN,1995/1996
E3,1995-08-29,Shrewsbury,Bristol City,4,1,H,EN,1995/1996
E3,1995-08-29,Stockport,Swansea,2,0,H,EN,1995/1996
E3,1995-08-30,Swindon,Oxford,1,1,D,EN,1995/1996
E3,1995-01-09,Swansea,Carlisle,1,1,D,EN,1995/1996
E3,1995-02-09,Bournemouth,Rotherham,2,1,H,EN,1995/1996
E3,1995-02-09,Bradford,Wycombe,0,4,A,EN,1995/1996
E3,1995-02-09,Brentford,Swindon,0,2,A,EN,1995/1996
E3,1995-02-09,Brighton,Notts County,1,0,H,EN,1995/1996
E3,1995-02-09,Bristol Rvs,Wrexham,1,2,A,EN,1995/1996
E3,1995-02-09,Chesterfield,Hull,0,0,D,EN,1995/1996
E3,1995-02-09,Peterboro,Bristol City,1,1,D,EN,1995/1996
E3,1995-02-09,Shrewsbury,Blackpool,0,2,A,EN,1995/1996
E3,1995-02-09,Stockport,Crewe,1,1,D,EN,1995/1996
E3,1995-03-09,Oxford,York,2,0,H,EN,1995/1996
E3,1995-06-09,Burnley,Walsall,1,1,D,EN,1995/1996
E3,1995-09-09,Blackpool,Stockport,0,1,A,EN,1995/1996
E3,1995-09-09,Bristol City,Brighton,0,1,A,EN,1995/1996
E3,1995-09-09,Carlisle,Burnley,2,0,H,EN,1995/1996
E3,1995-09-09,Crewe,Shrewsbury,3,0,H,EN,1995/1996
E3,1995-09-09,Hull,Oxford,0,0,D,EN,1995/1996
E3,1995-09-09,Notts County,Bournemouth,2,0,H,EN,1995/1996
E3,1995-09-09,Rotherham,Brentford,1,0,H,EN,1995/1996
E3,1995-09-09,Swindon,Chesterfield,1,1,D,EN,1995/1996
E3,1995-09-09,Walsall,Swansea,4,1,H,EN,1995/1996
E3,1995-09-09,Wrexham,Bradford,1,2,A,EN,1995/1996
E3,1995-09-09,Wycombe,Peterboro,1,1,D,EN,1995/1996
E3,1995-09-09,York,Bristol Rvs,0,1,A,EN,1995/1996
E3,1995-12-09,Blackpool,Bournemouth,2,1,H,EN,1995/1996
E3,1995-12-09,Bristol City,Brentford,0,0,D,EN,1995/1996
E3,1995-12-09,Carlisle,Peterboro,1,1,D,EN,1995/1996
E3,1995-12-09,Crewe,Brighton,3,1,H,EN,1995/1996
E3,1995-12-09,Hull,Swansea,0,0,D,EN,1995/1996
E3,1995-12-09,Notts County,Stockport,1,0,H,EN,1995/1996
E3,1995-12-09,Rotherham,Bristol Rvs,1,0,H,EN,1995/1996
E3,1995-12-09,Walsall,Oxford,2,2,D,EN,1995/1996
