Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SOH,SOD,SOA,SBH,SBD,SBA,WHH,WHD,WHA,Country,Season
E4,2002-09-21,Oxford,Hull,0,0,D,0,0,D,R Beeby,9.0,10.0,6.0,6.0,9.0,15.0,4.0,10.0,0.0,1.0,0.0,0.0,2.2,3.25,2.8,2.25,3.35,2.8,2.3,3.0,2.4,2.2,3.25,2.75,2.25,3.2,2.8,2.25,3.2,2.8,2.25,3.2,2.75,EN,2002/2003
E4,2002-09-21,Rushden & D,Wrexham,2,2,D,1,1,D,A Penn,17.0,11.0,10.0,5.0,12.0,14.0,5.0,6.0,1.0,1.0,0.0,0.0,1.8,3.25,4.0,1.8,3.4,4.0,1.9,3.1,3.0,1.727,3.4,4.0,1.91,3.25,3.5,1.909,3.25,3.5,2.0,3.2,3.2,EN,2002/2003
E4,2002-09-21,Shrewsbury,Bristol Rvs,2,5,A,0,1,A,E Evans,8.0,14.0,5.0,7.0,10.0,9.0,5.0,5.0,2.0,1.0,0.0,0.0,1.909,3.25,3.5,1.85,3.4,3.8,1.8,3.1,3.4,1.909,3.25,3.4,1.95,3.25,3.4,1.95,3.25,3.4,1.8,3.3,3.75,EN,2002/2003
E4,2002-09-21,Swansea,Torquay,0,1,A,0,1,A,R Olivier,8.0,5.0,2.0,3.0,8.0,10.0,10.0,4.0,1.0,3.0,0.0,0.0,2.375,3.2,2.625,2.35,3.3,2.7,2.3,3.0,2.4,2.25,3.2,2.75,2.4,3.2,2.6,2.4,3.2,2.6,2.37,3.1,2.62,EN,2002/2003
E4,2002-09-24,Darlington,Wrexham,0,1,A,0,1,A,G Salisbury,8.0,6.0,4.0,6.0,10.0,12.0,2.0,7.0,2.0,1.0,0.0,0.0,2.5,3.2,2.5,2.5,3.3,2.5,2.35,3.0,2.35,,,,,,,2.6,3.2,2.4,,,,EN,2002/2003
E4,2002-09-28,Boston,Cambridge,1,3,A,1,2,A,C Boyeson,7.0,5.0,3.0,4.0,22.0,7.0,4.0,9.0,5.0,2.0,1.0,0.0,2.375,3.2,2.625,,,,2.3,3.0,2.4,2.38,3.2,2.6,2.38,3.2,2.63,2.5,3.2,2.5,2.3,3.25,2.62,EN,2002/2003
E4,2002-09-28,Bournemouth,Carlisle,3,1,H,0,0,D,L Cable,8.0,5.0,6.0,4.0,14.0,20.0,1.0,0.0,0.0,6.0,0.0,0.0,1.667,3.4,4.5,1.71,3.4,4.45,1.65,3.2,3.9,1.62,3.5,4.5,1.62,3.4,5.0,1.62,3.4,5.0,1.66,3.4,4.33,EN,2002/2003
E4,2002-09-28,Bristol Rvs,Kidderminster,1,2,A,0,1,A,M Ryan,9.0,7.0,4.0,4.0,15.0,10.0,8.0,4.0,1.0,1.0,0.0,0.0,1.8,3.25,4.0,1.87,3.3,3.85,1.85,3.1,3.2,1.8,3.25,3.75,1.91,3.25,3.5,2.0,3.2,3.6,1.9,3.2,3.5,EN,2002/2003
E4,2002-09-28,Hartlepool,Rushden & D,1,2,A,1,0,H,P Dowd,18.0,15.0,7.0,6.0,6.0,19.0,9.0,6.0,1.0,2.0,0.0,0.0,1.8,3.25,4.0,1.95,3.3,3.5,1.9,3.1,3.0,1.8,3.25,3.75,1.91,3.25,3.5,1.85,3.25,3.6,1.9,3.25,3.4,EN,2002/2003
E4,2002-09-28,Hull,Swansea,1,1,D,1,0,H,L Mason,11.0,12.0,5.0,6.0,12.0,15.0,6.0,5.0,2.0,2.0,0.0,0.0,1.571,3.4,5.5,1.62,3.45,5.2,1.55,3.4,4.3,1.5,3.4,6.0,1.53,3.5,6.0,1.53,3.5,5.5,1.61,3.3,5.0,EN,2002/2003
E4,2002-09-28,Leyton Orient,Darlington,2,1,H,0,1,A,G Hegley,6.0,8.0,5.0,4.0,14.0,9.0,8.0,6.0,4.0,1.0,0.0,0.0,2.0,3.25,3.25,2.0,3.3,3.35,2.0,3.0,2.9,2.0,3.2,3.2,2.0,3.25,3.25,2.0,3.25,3.25,2.0,3.2,3.2,EN,2002/2003
E4,2002-09-28,Rochdale,Macclesfield,3,1,H,1,1,D,M Clattenburg,10.0,12.0,7.0,5.0,16.0,13.0,6.0,8.0,1.0,0.0,0.0,0.0,1.615,3.4,5.0,1.62,3.5,5.2,1.6,3.3,4.0,1.62,3.25,5.0,1.57,3.4,5.5,1.615,3.4,5.0,1.7,3.1,4.5,EN,2002/2003
E4,2002-09-28,Scunthorpe,Shrewsbury,1,1,D,0,1,A,M Jones,17.0,9.0,10.0,6.0,17.0,20.0,6.0,6.0,1.0,1.0,0.0,0.0,1.8,3.25,4.0,1.83,3.4,3.9,1.85,3.1,3.2,2.1,3.2,3.0,1.83,3.25,3.75,1.83,3.25,3.75,1.83,3.3,3.6,EN,2002/2003
E4,2002-09-28,Southend,Exeter,1,0,H,1,0,H,P Prosser,14.0,6.0,4.0,3.0,11.0,18.0,3.0,9.0,0.0,3.0,0.0,0.0,1.833,3.25,3.75,1.9,3.3,3.85,1.9,3.1,3.0,1.91,3.25,3.4,1.83,3.25,3.75,1.83,3.25,3.75,1.9,3.25,3.4,EN,2002/2003
E4,2002-09-28,Torquay,Lincoln,0,0,D,0,0,D,C Penton,7.0,4.0,6.0,2.0,11.0,16.0,5.0,2.0,2.0,2.0,1.0,0.0,1.8,3.25,4.0,1.81,3.4,3.9,1.8,3.1,3.4,1.8,3.25,3.75,1.83,3.25,3.75,1.83,3.25,3.75,1.8,3.3,3.75,EN,2002/2003
E4,2002-09-28,Wrexham,Bury,2,2,D,2,1,H,M Cowburn,10.0,8.0,7.0,5.0,11.0,12.0,6.0,4.0,0.0,4.0,1.0,0.0,1.727,3.25,4.333,1.81,3.4,3.9,1.75,3.2,3.5,1.8,3.25,3.75,1.83,3.25,3.75,1.83,3.25,3.75,1.72,3.25,4.2,EN,2002/2003
E4,2002-09-28,York,Oxford,0,1,A,0,0,D,C Webster,11.0,7.0,10.0,6.0,15.0,12.0,9.0,7.0,0.0,0.0,0.0,0.0,2.0,3.25,3.25,2.08,3.3,3.2,2.0,3.0,2.9,2.2,3.2,2.8,2.0,3.25,3.25,2.0,3.25,3.25,2.1,3.2,3.0,EN,2002/2003
E4,2002-05-10,Bury,Southend,1,3,A,1,0,H,P Joslin,11.0,6.0,6.0,3.0,12.0,17.0,3.0,6.0,0.0,3.0,0.0,0.0,1.833,3.25,3.75,1.8,3.4,3.9,1.8,3.1,3.4,1.8,3.2,4.0,1.83,3.25,3.75,1.833,3.25,3.75,1.8,3.3,3.75,EN,2002/2003
E4,2002-05-10,Cambridge,Wrexham,2,2,D,0,1,A,C Penton,11.0,12.0,2.0,3.0,10.0,7.0,7.0,6.0,1.0,0.0,0.0,0.0,2.25,3.25,2.75,2.25,3.25,2.8,2.2,3.0,2.6,2.25,3.2,2.75,2.38,3.2,2.63,2.3,3.2,2.7,2.3,3.25,2.62,EN,2002/2003
E4,2002-05-10,Carlisle,Torquay,1,2,A,1,1,D,G Salisbury,15.0,10.0,6.0,6.0,11.0,11.0,4.0,2.0,1.0,2.0,0.0,0.0,2.6,3.2,2.4,2.4,3.25,2.65,2.35,3.0,2.35,2.6,3.2,2.38,2.63,3.2,2.38,2.6,3.2,2.4,2.37,3.1,2.62,EN,2002/2003
E4,2002-05-10,Darlington,Bristol Rvs,1,0,H,1,0,H,A Kaye,11.0,4.0,5.0,1.0,22.0,15.0,4.0,4.0,0.0,2.0,0.0,1.0,2.25,3.25,2.75,2.25,3.25,2.85,2.2,3.0,2.6,2.25,3.2,2.75,2.25,3.25,2.75,2.2,3.2,2.8,2.25,3.2,2.75,EN,2002/2003
E4,2002-05-10,Exeter,York,0,1,A,0,1,A,P Crossley,10.0,6.0,5.0,3.0,11.0,17.0,7.0,3.0,1.0,2.0,0.0,0.0,2.25,3.25,2.75,2.25,3.25,2.85,2.2,3.0,2.6,2.2,3.25,2.75,2.25,3.25,2.75,2.25,3.25,2.75,2.25,3.2,2.75,EN,2002/2003
E4,2002-05-10,Kidderminster,Hull,1,0,H,0,0,D,E Ilderton,19.0,8.0,12.0,2.0,22.0,12.0,11.0,7.0,6.0,0.0,0.0,0.0,2.1,3.25,3.0,2.25,3.25,2.85,2.1,3.0,2.8,2.25,3.2,2.75,2.25,3.25,2.75,2.1,3.25,3.0,2.25,3.0,2.87,EN,2002/2003
E4,2002-05-10,Lincoln,Bournemouth,1,2,A,1,1,D,C Boyeson,6.0,5.0,2.0,5.0,8.0,8.0,2.0,8.0,1.0,2.0,0.0,0.0,2.25,3.25,2.75,2.25,3.25,2.85,2.2,3.0,2.6,2.2,3.25,2.75,2.25,3.25,2.75,2.2,3.25,2.8,2.25,3.2,2.75,EN,2002/2003
E4,2002-05-10,Macclesfield,Boston,2,0,H,1,0,H,P Prosser,18.0,8.0,13.0,4.0,8.0,21.0,10.0,7.0,0.0,3.0,0.0,0.0,1.909,3.25,3.5,1.85,3.35,3.75,1.85,3.1,3.2,1.91,3.25,3.4,1.91,3.25,3.5,1.909,3.25,3.5,1.83,3.3,3.6,EN,2002/2003
E4,2002-05-10,Oxford,Scunthorpe,0,1,A,0,0,D,K Hill,7.0,8.0,2.0,4.0,11.0,14.0,4.0,2.0,1.0,2.0,0.0,0.0,1.8,3.25,4.0,1.8,3.4,3.85,1.8,3.1,3.4,1.73,3.4,4.0,1.8,3.25,4.0,1.85,3.25,3.75,1.8,3.3,3.75,EN,2002/2003
E4,2002-05-10,Rushden & D,Leyton Orient,2,0,H,0,0,D,E Evans,10.0,17.0,6.0,7.0,12.0,13.0,7.0,6.0,1.0,2.0,0.0,0.0,1.533,3.5,5.5,1.58,3.55,5.55,1.5,3.5,4.5,1.62,3.25,5.0,1.57,3.4,5.5,1.533,3.4,6.0,1.53,3.4,5.5,EN,2002/2003
E4,2002-05-10,Shrewsbury,Hartlepool,0,1,A,0,0,D,A Penn,11.0,11.0,6.0,4.0,13.0,11.0,7.0,6.0,2.0,3.0,0.0,0.0,2.75,3.25,2.25,2.65,3.4,2.3,2.4,3.0,2.3,2.6,3.2,2.38,2.75,3.25,2.25,2.75,3.25,2.25,2.62,3.1,2.37,EN,2002/2003
E4,2002-05-10,Swansea,Rochdale,1,1,D,1,0,H,R Styles,8.0,4.0,1.0,3.0,9.0,11.0,5.0,5.0,3.0,2.0,0.0,1.0,2.8,3.25,2.2,2.8,3.3,2.25,2.6,3.0,2.2,2.8,3.2,2.2,2.8,3.25,2.2,2.75,3.25,2.25,2.75,3.2,2.25,EN,2002/2003
E4,2002-12-10,Boston,Torquay,2,1,H,0,1,A,M Clattenburg,9.0,14.0,2.0,2.0,12.0,14.0,3.0,6.0,3.0,1.0,0.0,0.0,2.8,3.25,2.2,1.8,3.25,3.85,2.6,3.0,2.2,2.75,3.2,2.25,2.8,3.2,2.25,2.9,3.2,2.2,2.75,3.2,2.25,EN,2002/2003
E4,2002-12-10,Bristol Rvs,Lincoln,2,0,H,1,0,H,S Bennett,10.0,14.0,8.0,7.0,16.0,16.0,5.0,1.0,2.0,2.0,0.0,0.0,2.0,3.25,3.25,2.0,3.25,3.25,2.0,3.0,2.9,1.91,3.2,3.5,2.2,3.25,2.8,2.2,3.25,2.8,2.0,3.2,3.2,EN,2002/2003
E4,2002-12-10,Bury,Darlington,2,2,D,0,1,A,F Stretton,19.0,3.0,11.0,1.0,14.0,12.0,11.0,4.0,1.0,1.0,0.0,0.0,1.8,3.25,4.0,1.8,3.35,3.85,1.8,3.0,3.5,1.73,3.4,4.0,1.8,3.25,4.0,1.8,3.25,4.0,1.8,3.3,3.75,EN,2002/2003
E4,2002-12-10,Carlisle,Shrewsbury,1,2,A,0,1,A,S Mathieson,15.0,14.0,10.0,7.0,15.0,16.0,4.0,5.0,3.0,3.0,0.0,0.0,2.2,3.25,2.8,2.2,3.25,2.85,2.2,3.0,2.6,2.25,3.2,2.75,2.2,3.25,2.8,2.2,3.25,2.8,2.2,3.2,2.8,EN,2002/2003
E4,2002-12-10,Exeter,Rushden & D,1,1,D,1,1,D,R Oliver,14.0,13.0,9.0,8.0,18.0,11.0,8.0,6.0,2.0,2.0,0.0,0.0,2.8,3.25,2.2,2.7,3.2,2.3,2.4,3.0,2.3,2.75,3.2,2.25,2.75,3.25,2.25,2.75,3.25,2.25,2.62,3.1,2.37,EN,2002/2003
E4,2002-12-10,Hull,Rochdale,3,0,H,2,0,H,P Crossley,20.0,11.0,13.0,7.0,14.0,12.0,8.0,5.0,2.0,3.0,0.0,0.0,2.3,3.2,2.7,2.35,3.2,2.65,2.3,3.0,2.4,2.25,3.2,2.75,2.38,3.2,2.63,2.4,3.2,2.6,2.3,3.25,2.62,EN,2002/2003
E4,2002-12-10,Kidderminster,Macclesfield,0,2,A,0,1,A,C Boyeson,12.0,17.0,7.0,8.0,7.0,11.0,6.0,2.0,0.0,2.0,0.0,0.0,1.727,3.25,4.333,1.69,3.35,4.5,1.65,3.1,4.0,1.73,3.5,3.75,1.73,3.25,4.33,1.727,3.4,4.2,1.66,3.3,4.5,EN,2002/2003
E4,2002-12-10,Oxford,Swansea,1,0,H,0,0,D,P Taylor,9.0,12.0,4.0,5.0,15.0,13.0,6.0,4.0,0.0,1.0,0.0,0.0,1.615,3.4,5.0,1.65,3.4,4.7,1.65,3.1,4.0,1.67,3.4,4.33,1.62,3.4,5.0,1.615,3.4,5.0,1.66,3.3,4.5,EN,2002/2003
E4,2002-12-10,Scunthorpe,Cambridge,1,2,A,1,0,H,A Penn,19.0,13.0,12.0,7.0,5.0,7.0,8.0,8.0,0.0,0.0,0.0,0.0,1.909,3.25,3.5,2.0,3.3,3.2,2.0,3.0,2.9,2.1,3.2,3.0,2.0,3.25,3.25,2.0,3.25,3.25,2.1,3.2,3.0,EN,2002/2003
E4,2002-12-10,Southend,York,1,0,H,0,0,D,P Walton,12.0,11.0,9.0,5.0,10.0,11.0,5.0,7.0,0.0,3.0,0.0,0.0,2.0,3.25,3.25,2.2,3.25,2.85,2.1,3.0,2.8,1.91,3.4,3.25,2.1,3.25,3.0,2.1,3.25,3.0,2.2,3.2,2.8,EN,2002/2003
E4,2002-12-10,Wrexham,Leyton Orient,0,0,D,0,0,D,L Mason,10.0,7.0,2.0,1.0,8.0,20.0,6.0,5.0,1.0,4.0,0.0,0.0,1.533,3.4,6.0,1.55,3.45,5.8,1.5,3.4,4.7,1.62,3.25,5.0,1.53,3.5,5.5,1.533,3.5,5.5,1.53,3.4,5.5,EN,2002/2003
E4,2002-10-13,Bournemouth,Hartlepool,2,1,H,0,1,A,M Thorpe,16.0,4.0,10.0,3.0,13.0,6.0,4.0,1.0,2.0,0.0,0.0,1.0,2.375,3.2,2.625,2.3,3.3,2.65,2.3,3.0,2.4,2.38,3.2,2.6,2.38,3.2,2.63,2.3,3.2,2.7,2.37,3.1,2.62,EN,2002/2003
E4,2002-10-19,Cambridge,Oxford,1,1,D,1,0,H,R Pearson,9.0,14.0,4.0,6.0,11.0,15.0,3.0,5.0,1.0,4.0,1.0,0.0,2.1,3.25,3.0,2.15,3.25,2.9,2.1,3.0,2.8,2.2,3.25,2.75,2.2,3.2,2.8,2.2,3.25,2.8,2.1,3.2,3.0,EN,2002/2003
E4,2002-10-19,Darlington,Boston,2,3,A,0,1,A,S Baines,15.0,8.0,7.0,7.0,20.0,16.0,4.0,4.0,0.0,1.0,0.0,0.0,1.833,3.25,3.75,1.8,3.3,3.85,1.8,3.1,3.4,1.73,3.4,4.0,1.8,3.25,4.0,1.75,3.25,4.0,1.83,3.3,3.6,EN,2002/2003
E4,2002-10-19,Hartlepool,Wrexham,4,3,H,3,1,H,J P Robinson,12.0,10.0,7.0,8.0,12.0,10.0,3.0,6.0,2.0,2.0,0.0,0.0,1.8,3.25,4.0,1.85,3.2,3.75,1.8,3.1,3.4,1.8,3.25,3.75,1.8,3.25,4.0,1.8,3.25,4.0,1.83,3.3,3.6,EN,2002/2003
E4,2002-10-19,Leyton Orient,Bournemouth,0,0,D,0,0,D,P Danson,4.0,6.0,1.0,5.0,7.0,8.0,10.0,6.0,1.0,1.0,0.0,0.0,2.7,3.2,2.3,2.55,3.15,2.45,2.4,3.0,2.3,2.6,3.2,2.38,2.62,3.2,2.38,2.7,3.2,2.3,2.62,3.1,2.37,EN,2002/2003
E4,2002-10-19,Lincoln,Exeter,1,0,H,0,0,D,E Evans,14.0,4.0,5.0,1.0,13.0,11.0,4.0,3.0,2.0,2.0,0.0,0.0,1.833,3.25,3.75,1.75,3.3,4.1,1.8,3.1,3.4,2.0,3.4,3.0,1.91,3.25,3.5,1.8,3.25,4.0,1.8,3.3,3.75,EN,2002/2003
E4,2002-10-19,Macclesfield,Carlisle,2,2,D,1,1,D,G Hegley,9.0,15.0,5.0,10.0,10.0,18.0,6.0,5.0,6.0,2.0,0.0,0.0,1.727,3.25,4.333,1.75,3.3,4.1,1.7,3.2,3.7,1.67,3.6,4.0,1.73,3.25,4.33,1.727,3.4,4.2,1.8,3.3,3.75,EN,2002/2003
E4,2002-10-19,Rochdale,Scunthorpe,1,2,A,0,0,D,M Cowburn,11.0,12.0,2.0,8.0,15.0,15.0,5.0,5.0,5.0,2.0,0.0,1.0,1.8,3.25,4.0,1.75,3.3,4.1,1.75,3.2,3.5,1.73,3.2,4.33,1.83,3.25,3.75,1.75,3.4,4.0,1.8,3.3,3.75,EN,2002/2003
E4,2002-10-19,Rushden & D,Bury,0,1,A,0,1,A,M Thorpe,17.0,10.0,5.0,5.0,8.0,14.0,9.0,4.0,0.0,2.0,0.0,0.0,1.571,3.4,5.5,1.55,3.5,5.3,1.55,3.4,4.3,1.67,3.4,4.33,1.67,3.4,4.5,1.615,3.4,4.75,1.61,3.3,5.0,EN,2002/2003
E4,2002-10-19,Shrewsbury,Kidderminster,2,3,A,2,2,D,D Pugh,11.0,5.0,6.0,3.0,12.0,14.0,6.0,8.0,3.0,3.0,0.0,0.0,2.25,3.25,2.75,2.25,3.2,2.75,2.2,3.0,2.6,2.38,3.2,2.6,2.5,3.2,2.5,2.375,3.2,2.625,2.25,3.2,2.75,EN,2002/2003
E4,2002-10-19,Swansea,Southend,1,0,H,0,0,D,M Fletcher,7.0,7.0,5.0,3.0,14.0,17.0,4.0,4.0,2.0,5.0,0.0,0.0,2.7,3.2,2.3,2.7,3.2,2.3,2.4,3.0,2.3,2.6,3.2,2.38,2.5,3.2,2.5,2.7,3.2,2.3,2.5,3.1,2.5,EN,2002/2003
E4,2002-10-19,Torquay,Hull,1,4,A,0,1,A,J Ross,13.0,13.0,8.0,10.0,6.0,12.0,6.0,4.0,2.0,3.0,0.0,0.0,2.1,3.25,3.0,2.22,3.3,2.85,2.1,3.0,2.8,2.4,3.25,2.5,2.4,3.2,2.6,2.2,3.25,2.875,2.1,3.3,2.87,EN,2002/2003
E4,2002-10-19,York,Bristol Rvs,2,2,D,1,2,A,H Webb,18.0,7.0,11.0,3.0,8.0,16.0,4.0,3.0,1.0,3.0,0.0,0.0,1.909,3.25,3.5,1.9,3.25,3.5,2.0,3.0,2.9,2.2,3.25,2.75,2.2,3.4,2.75,1.909,3.25,3.5,2.0,3.2,3.2,EN,2002/2003
E4,2002-10-25,Southend,Hartlepool,0,1,A,0,1,A,K Hill,,,,,,,,,3.0,3.0,0.0,0.0,2.5,3.2,2.5,2.45,3.3,2.55,2.35,3.0,2.35,2.5,3.25,2.4,2.62,3.2,2.38,2.5,3.2,2.5,2.6,3.1,2.4,EN,2002/2003
E4,2002-10-26,Boston,Rochdale,3,1,H,1,0,H,B Curson,12.0,11.0,8.0,6.0,10.0,9.0,6.0,7.0,0.0,2.0,0.0,0.0,2.5,3.2,2.5,2.45,3.3,2.55,2.4,3.0,2.3,2.4,3.25,2.5,2.5,3.2,2.5,2.5,3.2,2.5,2.5,3.1,2.5,EN,2002/2003
E4,2002-10-26,Bournemouth,York,1,0,H,0,0,D,G Hegley,16.0,7.0,8.0,3.0,7.0,9.0,6.0,4.0,0.0,1.0,0.0,0.0,1.615,3.4,5.0,1.7,3.4,4.5,1.7,3.2,3.7,1.62,3.5,4.5,1.62,3.4,5.0,1.667,3.4,4.5,1.72,3.25,4.2,EN,2002/2003
E4,2002-10-26,Bristol Rvs,Leyton Orient,1,2,A,0,0,D,R Beeby,7.0,14.0,4.0,8.0,11.0,14.0,4.0,9.0,1.0,0.0,0.0,0.0,1.8,3.4,3.75,1.75,3.4,4.2,1.7,3.2,3.7,1.8,3.25,3.75,1.8,3.25,4.0,1.727,3.25,4.333,1.72,3.25,4.2,EN,2002/2003
E4,2002-10-26,Bury,Macclesfield,2,1,H,1,0,H,A Bates,12.0,7.0,8.0,3.0,13.0,6.0,12.0,4.0,1.0,1.0,0.0,0.0,1.833,3.25,3.75,1.85,3.4,3.7,1.8,3.0,3.5,1.91,3.25,3.4,1.91,3.25,3.6,1.833,3.4,3.6,1.8,3.3,3.75,EN,2002/2003
E4,2002-10-26,Carlisle,Swansea,2,2,D,1,1,D,G Laws,14.0,12.0,8.0,5.0,11.0,17.0,6.0,4.0,5.0,3.0,0.0,0.0,2.1,3.25,3.0,2.15,3.3,3.0,2.1,3.0,2.8,2.1,3.2,3.0,2.2,3.25,2.88,2.1,3.25,3.0,2.1,3.2,3.0,EN,2002/2003
E4,2002-10-26,Exeter,Darlington,0,4,A,0,2,A,P Rejer,8.0,7.0,5.0,4.0,8.0,14.0,12.0,6.0,1.0,2.0,0.0,0.0,2.1,3.25,3.0,2.1,3.3,3.1,2.0,3.0,2.9,2.1,3.2,3.0,2.0,3.25,3.25,2.1,3.25,3.0,2.1,3.2,3.0,EN,2002/2003
E4,2002-10-26,Hull,Rushden & D,1,1,D,1,1,D,P Dowd,12.0,11.0,6.0,4.0,14.0,20.0,6.0,2.0,2.0,1.0,0.0,0.0,2.0,3.25,3.25,2.0,3.4,3.2,2.0,3.0,2.9,1.83,3.2,3.75,2.0,3.25,3.25,2.0,3.25,3.25,2.0,3.2,3.2,EN,2002/2003
E4,2002-10-26,Kidderminster,Cambridge,2,1,H,2,1,H,A Butler,7.0,13.0,5.0,9.0,9.0,15.0,6.0,6.0,0.0,1.0,0.0,0.0,2.0,3.25,3.25,2.21,3.3,3.1,2.0,3.0,2.9,1.91,3.25,3.4,2.0,3.25,3.25,1.909,3.4,3.4,2.1,3.2,3.0,EN,2002/2003
E4,2002-10-26,Oxford,Shrewsbury,2,2,D,2,2,D,J Ross,12.0,11.0,8.0,7.0,18.0,15.0,6.0,6.0,1.0,3.0,1.0,0.0,1.727,3.5,4.0,1.7,3.4,4.5,1.7,3.2,3.7,1.67,3.4,4.33,1.73,3.25,4.33,1.7,3.4,4.333,1.72,3.25,4.2,EN,2002/2003
E4,2002-10-26,Scunthorpe,Torquay,5,1,H,2,1,H,E Ilderton,16.0,12.0,12.0,9.0,10.0,16.0,2.0,10.0,2.0,1.0,0.0,0.0,1.909,3.25,3.5,2.1,3.3,3.1,2.0,3.0,2.9,2.0,3.2,3.2,2.0,3.25,3.25,2.0,3.25,3.25,2.0,3.2,3.2,EN,2002/2003
E4,2002-10-26,Wrexham,Lincoln,0,2,A,0,0,D,M Fletcher,17.0,9.0,10.0,6.0,11.0,14.0,15.0,3.0,1.0,1.0,0.0,0.0,1.727,3.5,4.0,1.77,3.5,3.95,1.65,3.2,3.9,1.73,3.2,4.33,1.73,3.25,4.33,1.727,3.4,4.2,1.66,3.3,4.5,EN,2002/2003
E4,2002-10-29,Cambridge,Carlisle,2,1,H,1,1,D,R Oliver,19.0,10.0,17.0,10.0,10.0,15.0,5.0,4.0,2.0,2.0,0.0,0.0,1.615,3.4,5.0,1.62,3.45,5.0,1.6,3.3,4.0,1.67,3.25,4.5,1.62,3.4,5.0,1.615,3.4,5.0,1.5,3.4,6.0,EN,2002/2003
E4,2002-10-29,Darlington,Scunthorpe,1,1,D,1,1,D,M Ryan,14.0,11.0,6.0,8.0,22.0,12.0,4.0,7.0,3.0,1.0,0.0,1.0,2.3,3.2,2.7,2.35,3.25,2.68,2.3,3.0,2.4,2.37,3.2,2.6,2.25,3.25,2.75,2.3,3.2,2.7,2.37,3.1,2.62,EN,2002/2003
E4,2002-10-29,Hartlepool,Bristol Rvs,2,0,H,1,0,H,M Jones,21.0,9.0,9.0,2.0,11.0,12.0,8.0,3.0,0.0,1.0,0.0,0.0,1.571,3.6,5.0,1.55,3.55,5.55,1.5,3.5,4.5,1.53,3.5,5.5,1.5,3.5,6.0,1.55,3.5,5.5,1.57,3.5,5.0,EN,2002/2003
E4,2002-10-29,Leyton Orient,Southend,2,1,H,2,0,H,L Cable,10.0,7.0,6.0,3.0,15.0,13.0,3.0,2.0,2.0,4.0,0.0,1.0,2.25,3.25,2.75,2.22,3.25,2.85,2.2,3.0,2.6,2.1,3.2,3.0,2.25,3.25,2.75,2.25,3.2,2.8,2.2,3.2,2.8,EN,2002/2003
E4,2002-10-29,Lincoln,Bury,1,1,D,1,0,H,P Walton,9.0,11.0,6.0,5.0,9.0,10.0,3.0,10.0,0.0,2.0,0.0,0.0,2.25,3.25,2.75,2.12,3.25,3.05,2.1,3.0,2.8,2.2,3.2,2.8,2.2,3.2,2.88,2.2,3.2,2.9,2.1,3.2,3.0,EN,2002/2003
E4,2002-10-29,Macclesfield,Oxford,2,1,H,0,0,D,G Cain,19.0,16.0,7.0,11.0,7.0,16.0,3.0,5.0,1.0,2.0,0.0,0.0,2.375,3.2,2.625,2.5,3.2,2.52,2.3,3.0,2.4,2.25,3.4,2.62,2.5,3.2,2.5,2.5,3.2,2.5,2.5,3.1,2.5,EN,2002/2003
E4,2002-10-29,Rochdale,Exeter,3,3,D,1,1,D,C Webster,13.0,17.0,4.0,14.0,16.0,12.0,5.0,5.0,2.0,2.0,0.0,0.0,1.615,3.6,4.5,1.6,3.5,5.05,1.6,3.3,4.0,1.67,3.25,4.5,1.62,3.4,5.0,1.615,3.5,4.75,1.57,3.5,5.0,EN,2002/2003
E4,2002-10-29,Rushden & D,Boston,1,0,H,1,0,H,G Hegley,11.0,17.0,9.0,7.0,10.0,7.0,3.0,8.0,1.0,2.0,0.0,0.0,1.571,3.6,5.0,,,,1.6,3.3,4.0,1.61,3.5,4.5,1.57,3.6,5.0,1.571,3.6,5.0,1.61,3.5,4.5,EN,2002/2003
E4,2002-10-29,Shrewsbury,Hull,1,1,D,0,0,D,T Parkes,10.0,6.0,5.0,4.0,13.0,11.0,10.0,2.0,1.0,2.0,0.0,0.0,2.5,3.2,2.5,2.65,3.25,2.38,2.4,3.0,2.3,2.75,3.2,2.25,2.63,3.2,2.38,2.625,3.2,2.375,2.62,3.1,2.37,EN,2002/2003
E4,2002-10-29,Swansea,Kidderminster,0,4,A,0,1,A,B Curson,3.0,12.0,1.0,8.0,10.0,5.0,10.0,4.0,0.0,0.0,0.0,0.0,2.7,3.2,2.3,2.68,3.25,2.35,2.4,3.0,2.3,2.6,3.2,2.375,2.75,3.25,2.25,2.7,3.2,2.3,2.62,3.1,2.37,EN,2002/2003
E4,2002-10-29,Torquay,Bournemouth,4,0,H,2,0,H,B Knight,12.0,9.0,8.0,1.0,8.0,8.0,2.0,6.0,1.0,2.0,0.0,0.0,2.625,3.2,2.375,2.65,3.25,2.38,2.4,3.0,2.3,2.5,3.25,2.4,2.63,3.2,2.38,2.625,3.2,2.375,2.75,3.2,2.25,EN,2002/2003
