Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,Country,Season
D1,1994-08-19,Leverkusen,Kaiserslautern,0.0,1.0,A,DE,1994/1995
D1,1994-08-19,Schalke 04,M'gladbach,1.0,1.0,D,DE,1994/1995
D1,1994-08-19,Stuttgart,Hamburg,2.0,1.0,H,DE,1994/1995
D1,1994-08-20,Bayern Munich,Bochum,3.0,1.0,H,DE,1994/1995
D1,1994-08-20,Dortmund,Munich 1860,4.0,0.0,H,DE,1994/1995
D1,1994-08-20,Dresden,Werder Bremen,1.0,1.0,D,DE,1994/1995
D1,1994-08-20,Ein Frankfurt,FC Koln,0.0,0.0,D,DE,1994/1995
D1,1994-08-20,Karlsruhe,Freiburg,2.0,0.0,H,DE,1994/1995
D1,1994-08-20,Uerdingen,Duisburg,1.0,1.0,D,DE,1994/1995
D1,1994-08-23,Bochum,Dresden,2.0,0.0,H,DE,1994/1995
D1,1994-08-23,FC Koln,Dortmund,1.0,6.0,A,DE,1994/1995
D1,1994-08-23,Freiburg,Bayern Munich,5.0,1.0,H,DE,1994/1995
D1,1994-08-23,Kaiserslautern,Ein Frankfurt,1.0,1.0,D,DE,1994/1995
D1,1994-08-23,Munich 1860,Stuttgart,0.0,2.0,A,DE,1994/1995
D1,1994-08-24,Duisburg,Schalke 04,2.0,2.0,D,DE,1994/1995
D1,1994-08-24,Hamburg,Uerdingen,0.0,0.0,D,DE,1994/1995
D1,1994-08-24,M'gladbach,Karlsruhe,2.0,2.0,D,DE,1994/1995
D1,1994-08-24,Werder Bremen,Leverkusen,3.0,2.0,H,DE,1994/1995
D1,1994-08-26,Dortmund,Kaiserslautern,2.0,1.0,H,DE,1994/1995
D1,1994-08-26,Dresden,Freiburg,1.0,3.0,A,DE,1994/1995
D1,1994-08-27,Bayern Munich,M'gladbach,3.0,0.0,H,DE,1994/1995
D1,1994-08-27,Karlsruhe,Duisburg,4.0,1.0,H,DE,1994/1995
