Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,GBH,GBD,GBA,IWH,IWD,IWA,Country,Season
SP2,2001-01-20,U.Las Palmas,Albacete,1,0,H,0,0,D,3.1,2.8,2.15,,,,ES,2000/2001
SP2,2001-01-21,Badajoz,Levante,1,1,D,0,0,D,2.15,2.8,3.15,2.1,2.7,3.1,ES,2000/2001
SP2,2001-01-21,Betis,Jaen,1,0,H,0,0,D,1.37,3.6,6.7,1.45,3.5,5.0,ES,2000/2001
SP2,2001-01-21,Cordoba,Sp Gijon,2,0,H,0,0,D,2.05,2.9,3.25,2.1,2.9,2.9,ES,2000/2001
SP2,2001-01-21,Extremadura,Lleida,0,0,D,0,0,D,1.45,3.4,6.0,1.55,3.3,4.5,ES,2000/2001
SP2,2001-01-21,Murcia,Salamanca,1,2,A,0,0,D,2.3,2.9,2.65,2.3,2.8,2.6,ES,2000/2001
SP2,2001-01-21,Ferrol,Recreativo,1,0,H,1,0,H,2.75,2.9,2.25,2.6,2.8,2.3,ES,2000/2001
SP2,2001-01-21,Tenerife,Leganes,3,2,H,1,0,H,1.43,3.4,6.2,1.55,3.3,4.5,ES,2000/2001
SP2,2001-01-27,Ath Madrid,Levante,1,1,D,1,0,H,1.9,2.9,3.6,1.8,2.9,3.6,ES,2000/2001
SP2,2001-01-27,Betis,Compostela,2,0,H,1,0,H,1.4,3.6,7.1,1.45,3.5,5.0,ES,2000/2001
SP2,2001-01-28,Badajoz,Recreativo,1,1,D,1,0,H,2.15,2.8,3.25,1.9,3.0,3.1,ES,2000/2001
SP2,2001-01-28,Cordoba,Getafe,4,1,H,3,1,H,1.75,3.1,4.25,1.7,2.9,4.1,ES,2000/2001
SP2,2001-01-28,Eibar,Lleida,2,0,H,0,0,D,1.7,3.2,4.4,1.6,3.0,4.5,ES,2000/2001
SP2,2001-01-28,Extremadura,Leganes,0,3,A,0,3,A,1.85,3.0,3.85,1.75,2.9,3.8,ES,2000/2001
SP2,2001-01-28,Murcia,Sevilla,1,1,D,1,1,D,2.7,2.85,2.4,2.6,2.8,2.3,ES,2000/2001
SP2,2001-01-28,Ferrol,Jaen,1,1,D,0,0,D,2.12,3.0,3.05,1.9,3.0,3.1,ES,2000/2001
SP2,2001-01-28,Salamanca,Elche,2,0,H,0,0,D,1.65,3.2,4.7,1.6,3.0,4.5,ES,2000/2001
SP2,2001-01-28,Tenerife,Albacete,1,0,H,0,0,D,1.72,3.2,4.2,1.65,2.9,4.2,ES,2000/2001
SP2,2001-01-28,U.Las Palmas,Sp Gijon,0,2,A,0,1,A,2.85,2.8,2.35,2.4,2.8,2.5,ES,2000/2001
SP2,2001-03-02,Recreativo,Ath Madrid,1,1,D,0,0,D,2.2,2.7,3.3,2.1,2.8,3.0,ES,2000/2001
SP2,2001-04-02,Albacete,Extremadura,2,1,H,1,1,D,1.92,3.0,3.6,1.85,2.8,3.5,ES,2000/2001
SP2,2001-04-02,Compostela,Ferrol,0,5,A,0,0,D,2.0,2.8,3.6,1.8,2.9,3.6,ES,2000/2001
SP2,2001-04-02,Elche,Betis,1,1,D,1,0,H,3.15,2.8,2.2,3.0,2.8,2.1,ES,2000/2001
SP2,2001-04-02,Getafe,U.Las Palmas,0,0,D,0,0,D,1.83,2.95,4.0,1.85,2.8,3.5,ES,2000/2001
SP2,2001-04-02,Jaen,Badajoz,0,0,D,0,0,D,2.3,2.75,3.0,2.3,2.8,2.6,ES,2000/2001
SP2,2001-04-02,Leganes,Eibar,1,1,D,0,0,D,2.42,2.75,2.8,2.4,2.8,2.5,ES,2000/2001
SP2,2001-04-02,Levante,Cordoba,2,1,H,0,1,A,2.2,2.65,3.3,2.1,2.8,3.0,ES,2000/2001
SP2,2001-04-02,Lleida,Murcia,0,1,A,0,0,D,2.45,2.75,2.8,2.3,2.8,2.6,ES,2000/2001
SP2,2001-04-02,Sevilla,Salamanca,2,0,H,1,0,H,1.85,2.95,4.0,1.7,2.9,4.0,ES,2000/2001
SP2,2001-04-02,Sp Gijon,Tenerife,0,0,D,0,0,D,2.55,2.75,2.65,2.3,2.8,2.6,ES,2000/2001
SP2,2001-10-02,Sevilla,Elche,1,1,D,0,0,D,1.38,3.6,7.8,1.4,3.2,6.0,ES,2000/2001
SP2,2001-11-02,Ath Madrid,Jaen,5,0,H,1,0,H,1.66,3.1,5.0,1.6,3.0,4.5,ES,2000/2001
SP2,2001-11-02,Badajoz,Compostela,2,1,H,2,0,H,1.68,3.05,4.8,1.7,2.9,4.0,ES,2000/2001
SP2,2001-11-02,Cordoba,Recreativo,1,3,A,1,1,D,2.1,2.9,3.2,2.0,2.8,3.1,ES,2000/2001
SP2,2001-11-02,Eibar,Albacete,0,0,D,0,0,D,2.0,2.9,3.45,1.9,2.8,3.3,ES,2000/2001
SP2,2001-11-02,Extremadura,Sp Gijon,1,2,A,0,0,D,2.2,2.9,3.0,2.0,2.8,3.1,ES,2000/2001
SP2,2001-11-02,Murcia,Leganes,2,2,D,0,1,A,2.05,2.9,3.3,2.0,2.8,3.1,ES,2000/2001
SP2,2001-11-02,Ferrol,Betis,0,1,A,0,1,A,2.9,2.9,2.25,2.8,2.8,2.2,ES,2000/2001
SP2,2001-11-02,Salamanca,Lleida,2,0,H,1,0,H,1.44,3.4,6.8,1.45,3.2,5.5,ES,2000/2001
SP2,2001-11-02,Tenerife,Getafe,3,0,H,0,0,D,1.42,3.4,7.5,1.4,3.6,5.5,ES,2000/2001
SP2,2001-11-02,U.Las Palmas,Levante,2,2,D,2,0,H,2.65,2.8,2.5,2.5,2.7,2.5,ES,2000/2001
SP2,2001-02-17,Compostela,Ath Madrid,2,3,A,2,0,H,2.68,2.85,2.43,2.5,2.8,2.4,ES,2000/2001
SP2,2001-02-17,Jaen,Cordoba,0,0,D,0,0,D,2.2,2.85,3.05,2.3,2.8,2.6,ES,2000/2001
SP2,2001-02-17,Recreativo,U.Las Palmas,4,1,H,2,0,H,1.55,3.25,5.5,,,,ES,2000/2001
SP2,2001-02-18,Albacete,Murcia,2,1,H,1,0,H,2.03,2.9,3.37,1.85,2.8,3.5,ES,2000/2001
SP2,2001-02-18,Betis,Badajoz,1,1,D,0,1,A,1.5,3.25,6.3,1.45,3.2,5.5,ES,2000/2001
SP2,2001-02-18,Elche,Ferrol,2,0,H,1,0,H,2.22,3.0,2.85,2.2,2.8,2.8,ES,2000/2001
SP2,2001-02-18,Getafe,Extremadura,0,1,A,0,0,D,2.27,2.85,2.9,2.2,2.8,2.8,ES,2000/2001
SP2,2001-02-18,Leganes,Salamanca,0,1,A,0,0,D,2.77,2.8,2.4,2.4,2.9,2.4,ES,2000/2001
SP2,2001-02-18,Levante,Tenerife,2,0,H,0,0,D,2.62,2.8,2.52,2.4,2.8,2.4,ES,2000/2001
SP2,2001-02-18,Lleida,Sevilla,0,1,A,0,0,D,3.67,2.9,1.95,3.2,2.9,1.9,ES,2000/2001
SP2,2001-02-18,Sp Gijon,Eibar,0,0,D,0,0,D,1.95,2.9,3.6,1.85,2.8,3.5,ES,2000/2001
SP2,2001-02-21,Ferrol,Albacete,3,2,H,1,1,D,,,,,,,ES,2000/2001
SP2,2001-02-24,Eibar,Getafe,0,0,D,0,0,D,1.67,3.15,4.55,1.6,3.0,4.5,ES,2000/2001
SP2,2001-02-24,Lleida,Elche,1,1,D,1,0,H,2.25,2.95,2.85,2.3,2.8,2.8,ES,2000/2001
SP2,2001-02-24,Tenerife,Recreativo,1,1,D,0,1,A,1.72,3.0,4.55,1.7,2.9,4.0,ES,2000/2001
SP2,2001-02-25,Ath Madrid,Betis,2,1,H,1,1,D,2.2,2.92,2.95,2.3,2.8,2.6,ES,2000/2001
SP2,2001-02-25,Badajoz,Ferrol,1,0,H,0,0,D,1.77,3.0,4.25,1.8,2.8,3.7,ES,2000/2001
SP2,2001-02-25,Cordoba,Compostela,0,0,D,0,0,D,1.67,3.15,4.55,1.65,2.9,4.2,ES,2000/2001
SP2,2001-02-25,Extremadura,Levante,2,1,H,2,0,H,2.35,2.8,2.85,2.4,2.8,2.5,ES,2000/2001
SP2,2001-02-25,Murcia,Sp Gijon,5,0,H,0,0,D,2.25,2.95,2.85,2.3,2.8,2.6,ES,2000/2001
SP2,2001-02-25,Salamanca,Albacete,1,2,A,0,1,A,1.7,3.1,4.5,1.65,2.9,4.2,ES,2000/2001
SP2,2001-02-25,Sevilla,Leganes,4,2,H,3,2,H,1.4,3.6,7.0,1.35,3.8,6.2,ES,2000/2001
SP2,2001-02-25,U.Las Palmas,Jaen,0,0,D,0,0,D,2.22,2.95,2.9,2.3,2.8,2.6,ES,2000/2001
SP2,2001-03-03,Betis,Cordoba,1,1,D,1,0,H,1.45,3.45,6.5,1.4,3.3,6.0,ES,2000/2001
SP2,2001-03-03,Compostela,U.Las Palmas,0,0,D,0,0,D,1.75,3.1,4.15,1.8,2.7,4.0,ES,2000/2001
SP2,2001-03-03,Levante,Eibar,0,0,D,0,0,D,1.9,2.95,3.7,1.9,2.8,3.3,ES,2000/2001
SP2,2001-04-03,Albacete,Sevilla,2,1,H,1,1,D,2.45,2.85,2.66,2.5,2.8,2.4,ES,2000/2001
SP2,2001-04-03,Elche,Badajoz,0,0,D,0,0,D,2.3,2.8,2.8,2.4,2.8,2.5,ES,2000/2001
SP2,2001-04-03,Getafe,Murcia,4,0,H,2,0,H,2.35,2.85,2.8,2.4,2.8,2.5,ES,2000/2001
SP2,2001-04-03,Jaen,Tenerife,0,0,D,0,0,D,2.75,2.85,2.3,2.6,2.8,2.3,ES,2000/2001
SP2,2001-04-03,Leganes,Lleida,0,0,D,0,0,D,1.75,3.0,4.35,1.75,2.8,4.0,ES,2000/2001
SP2,2001-04-03,Ferrol,Ath Madrid,0,2,A,0,0,D,2.62,2.85,2.4,2.5,2.9,2.3,ES,2000/2001
SP2,2001-04-03,Recreativo,Extremadura,3,1,H,1,0,H,1.75,3.0,4.1,1.7,2.8,4.3,ES,2000/2001
SP2,2001-04-03,Sp Gijon,Salamanca,2,0,H,0,0,D,2.2,2.85,2.92,2.3,2.8,2.6,ES,2000/2001
SP2,2001-10-03,Ath Madrid,Badajoz,2,0,H,1,0,H,1.67,3.0,4.9,1.65,2.9,4.4,ES,2000/2001
SP2,2001-10-03,Sevilla,Sp Gijon,1,1,D,0,1,A,1.55,3.25,5.5,1.55,3.1,4.8,ES,2000/2001
SP2,2001-11-03,Cordoba,Ferrol,0,1,A,0,1,A,1.77,3.0,4.25,1.7,3.1,3.8,ES,2000/2001
SP2,2001-11-03,Eibar,Recreativo,2,1,H,1,1,D,2.45,2.7,2.8,2.3,2.6,2.8,ES,2000/2001
SP2,2001-11-03,Extremadura,Jaen,2,0,H,0,0,D,1.83,2.95,4.0,1.75,2.9,3.8,ES,2000/2001
SP2,2001-11-03,Leganes,Elche,2,0,H,1,0,H,2.3,2.75,2.97,2.3,2.6,2.8,ES,2000/2001
SP2,2001-11-03,Lleida,Albacete,1,2,A,1,1,D,2.8,2.85,2.35,2.7,2.7,2.3,ES,2000/2001
SP2,2001-11-03,Murcia,Levante,2,0,H,2,0,H,2.2,2.75,3.15,2.3,2.6,2.8,ES,2000/2001
SP2,2001-11-03,Salamanca,Getafe,4,2,H,2,1,H,1.47,3.4,6.2,1.5,3.3,4.8,ES,2000/2001
SP2,2001-11-03,Tenerife,Compostela,4,0,H,3,0,H,1.42,3.5,6.85,1.45,3.3,5.5,ES,2000/2001
SP2,2001-11-03,U.Las Palmas,Betis,1,1,D,0,0,D,3.7,2.95,1.9,3.2,2.7,2.0,ES,2000/2001
SP2,2001-03-17,Badajoz,Cordoba,0,0,D,0,0,D,1.75,3.25,4.0,1.8,2.7,3.9,ES,2000/2001
SP2,2001-03-17,Elche,Ath Madrid,2,1,H,1,0,H,3.1,2.85,2.2,2.8,2.8,2.2,ES,2000/2001
SP2,2001-03-18,Albacete,Leganes,0,0,D,0,0,D,1.55,3.25,5.5,1.6,2.9,4.7,ES,2000/2001
SP2,2001-03-18,Betis,Tenerife,0,2,A,0,1,A,2.0,3.0,3.35,1.85,2.8,3.5,ES,2000/2001
SP2,2001-03-18,Compostela,Extremadura,3,2,H,1,1,D,2.35,2.8,2.9,2.3,2.8,2.6,ES,2000/2001
SP2,2001-03-18,Getafe,Sevilla,0,1,A,0,1,A,3.35,3.0,2.0,3.1,2.8,2.0,ES,2000/2001
SP2,2001-03-18,Jaen,Eibar,1,0,H,1,0,H,2.3,2.8,3.0,2.3,2.8,2.6,ES,2000/2001
SP2,2001-03-18,Levante,Salamanca,2,0,H,0,0,D,2.35,2.8,2.9,2.3,2.8,2.6,ES,2000/2001
SP2,2001-03-18,Ferrol,U.Las Palmas,1,2,A,0,1,A,1.8,3.0,4.2,1.7,2.8,4.2,ES,2000/2001
SP2,2001-03-18,Recreativo,Murcia,4,1,H,1,1,D,1.75,3.1,4.25,1.8,2.8,3.8,ES,2000/2001
SP2,2001-03-18,Sp Gijon,Lleida,1,2,A,0,1,A,1.45,3.5,6.5,1.45,3.0,6.0,ES,2000/2001
SP2,2001-03-24,Cordoba,Ath Madrid,1,1,D,0,1,A,2.75,2.8,2.45,2.4,2.9,2.4,ES,2000/2001
SP2,2001-03-25,Albacete,Elche,2,0,H,0,0,D,1.6,3.0,5.85,1.6,3.0,4.5,ES,2000/2001
SP2,2001-03-25,Eibar,Compostela,0,0,D,0,0,D,1.65,3.0,5.25,1.65,3.0,4.2,ES,2000/2001
SP2,2001-03-25,Extremadura,Betis,1,0,H,1,0,H,2.7,2.6,2.65,2.45,2.8,2.45,ES,2000/2001
SP2,2001-03-25,Leganes,Sp Gijon,0,1,A,0,1,A,2.4,2.65,3.0,2.3,2.8,2.6,ES,2000/2001
SP2,2001-03-25,Lleida,Getafe,1,2,A,1,0,H,2.2,2.75,3.2,2.1,2.8,3.0,ES,2000/2001
SP2,2001-03-25,Murcia,Jaen,2,2,D,0,2,A,1.75,2.95,4.6,1.7,2.9,4.2,ES,2000/2001
SP2,2001-03-25,Salamanca,Recreativo,0,1,A,0,0,D,2.0,2.75,3.75,2.0,2.8,3.1,ES,2000/2001
SP2,2001-03-25,Sevilla,Levante,3,2,H,2,1,H,1.5,3.2,6.5,1.55,3.0,5.0,ES,2000/2001
SP2,2001-03-25,Tenerife,Ferrol,1,1,D,1,0,H,1.4,3.5,7.5,1.4,3.6,5.5,ES,2000/2001
SP2,2001-03-25,U.Las Palmas,Badajoz,1,1,D,1,0,H,2.65,2.6,2.72,2.45,2.8,2.45,ES,2000/2001
SP2,2001-03-31,Ath Madrid,U.Las Palmas,2,0,H,0,0,D,1.35,3.9,7.5,1.35,3.5,7.0,ES,2000/2001
SP2,2001-03-31,Elche,Cordoba,1,2,A,1,0,H,2.15,2.75,3.3,2.1,2.8,3.0,ES,2000/2001
SP2,2001-03-31,Getafe,Leganes,0,1,A,0,1,A,2.2,2.75,3.2,2.3,2.8,2.6,ES,2000/2001
SP2,2001-03-31,Ferrol,Extremadura,1,1,D,0,1,A,2.24,2.7,3.2,2.3,2.8,2.6,ES,2000/2001
SP2,2001-01-04,Badajoz,Tenerife,1,2,A,0,0,D,2.5,2.65,2.8,2.4,2.7,2.6,ES,2000/2001
SP2,2001-01-04,Betis,Eibar,1,0,H,1,0,H,1.55,3.3,5.5,1.55,3.0,5.0,ES,2000/2001
SP2,2001-01-04,Compostela,Murcia,2,0,H,1,0,H,2.25,2.75,3.15,2.2,2.8,2.8,ES,2000/2001
SP2,2001-01-04,Jaen,Salamanca,2,1,H,1,0,H,2.55,2.75,2.65,2.5,2.7,2.5,ES,2000/2001
SP2,2001-01-04,Levante,Lleida,3,2,H,2,1,H,1.5,3.5,5.5,1.55,3.0,5.0,ES,2000/2001
SP2,2001-01-04,Recreativo,Sevilla,1,1,D,0,0,D,2.45,2.65,2.9,2.4,2.7,2.6,ES,2000/2001
SP2,2001-01-04,Sp Gijon,Albacete,4,2,H,1,1,D,2.2,2.75,3.2,2.1,2.8,3.0,ES,2000/2001
SP2,2001-07-04,Lleida,Recreativo,0,0,D,0,0,D,3.25,2.9,2.1,3.0,2.8,2.1,ES,2000/2001
SP2,2001-07-04,Sevilla,Jaen,0,1,A,0,0,D,1.37,3.7,7.75,1.4,3.3,6.0,ES,2000/2001
SP2,2001-07-04,U.Las Palmas,Cordoba,0,2,A,0,1,A,2.57,2.62,2.8,2.45,2.8,2.45,ES,2000/2001
SP2,2001-08-04,Albacete,Getafe,2,1,H,0,1,A,1.47,3.4,6.5,1.5,3.2,5.0,ES,2000/2001
SP2,2001-08-04,Eibar,Ferrol,1,1,D,1,1,D,1.75,3.0,4.45,1.8,2.9,3.6,ES,2000/2001
SP2,2001-08-04,Extremadura,Badajoz,1,0,H,1,0,H,2.1,2.75,3.45,2.0,2.8,3.1,ES,2000/2001
SP2,2001-08-04,Leganes,Levante,1,0,H,0,0,D,2.55,2.5,2.95,2.3,2.7,2.7,ES,2000/2001
SP2,2001-08-04,Murcia,Betis,1,3,A,0,1,A,2.67,2.55,2.75,2.5,2.8,2.4,ES,2000/2001
SP2,2001-08-04,Salamanca,Compostela,1,2,A,1,0,H,1.55,3.3,5.55,1.6,3.0,4.5,ES,2000/2001
SP2,2001-08-04,Sp Gijon,Elche,2,1,H,1,0,H,1.65,3.1,5.0,1.6,3.0,4.5,ES,2000/2001
SP2,2001-08-04,Tenerife,Ath Madrid,1,2,A,0,1,A,2.0,2.9,3.55,2.1,2.8,3.0,ES,2000/2001
SP2,2001-04-14,Compostela,Sevilla,0,2,A,0,1,A,,,,,,,ES,2000/2001
SP2,2001-04-14,Cordoba,Tenerife,1,0,H,0,0,D,,,,,,,ES,2000/2001
SP2,2001-04-15,Ath Madrid,Extremadura,2,0,H,0,0,D,,,,,,,ES,2000/2001
SP2,2001-04-15,Badajoz,Eibar,1,0,H,0,0,D,,,,,,,ES,2000/2001
SP2,2001-04-15,Betis,Salamanca,2,1,H,1,1,D,,,,,,,ES,2000/2001
SP2,2001-04-15,Elche,U.Las Palmas,0,1,A,0,0,D,,,,,,,ES,2000/2001
SP2,2001-04-15,Getafe,Sp Gijon,3,1,H,2,0,H,,,,,,,ES,2000/2001
SP2,2001-04-15,Jaen,Lleida,2,1,H,1,0,H,,,,,,,ES,2000/2001
SP2,2001-04-15,Levante,Albacete,0,0,D,0,0,D,,,,,,,ES,2000/2001
SP2,2001-04-15,Ferrol,Murcia,1,1,D,0,1,A,,,,,,,ES,2000/2001
SP2,2001-04-15,Recreativo,Leganes,1,1,D,0,1,A,,,,,,,ES,2000/2001
SP2,2001-04-21,Leganes,Jaen,0,0,D,0,0,D,2.1,2.8,3.35,2.1,2.8,3.0,ES,2000/2001
SP2,2001-04-21,Tenerife,U.Las Palmas,2,0,H,0,0,D,1.37,3.75,7.25,1.4,3.6,5.5,ES,2000/2001
SP2,2001-04-22,Albacete,Recreativo,0,2,A,0,1,A,2.0,2.75,3.7,2.0,2.8,3.1,ES,2000/2001
SP2,2001-04-22,Eibar,Ath Madrid,2,1,H,2,0,H,3.15,2.7,2.25,3.0,2.8,2.1,ES,2000/2001
SP2,2001-04-22,Extremadura,Cordoba,1,0,H,0,0,D,2.2,2.65,3.3,2.2,2.8,2.8,ES,2000/2001
SP2,2001-04-22,Getafe,Elche,1,1,D,1,1,D,2.15,2.7,3.4,2.0,2.8,3.1,ES,2000/2001
SP2,2001-04-22,Lleida,Compostela,1,2,A,1,1,D,2.55,2.75,2.65,2.45,2.8,2.45,ES,2000/2001
SP2,2001-04-22,Murcia,Badajoz,0,0,D,0,0,D,2.2,2.65,3.3,2.2,2.8,2.8,ES,2000/2001
SP2,2001-04-22,Salamanca,Ferrol,1,1,D,1,1,D,1.75,3.0,4.4,1.8,3.0,3.5,ES,2000/2001
SP2,2001-04-22,Sevilla,Betis,1,1,D,1,0,H,2.2,2.8,3.1,2.4,2.8,2.5,ES,2000/2001
SP2,2001-04-22,Sp Gijon,Levante,1,2,A,1,0,H,1.85,2.8,4.25,1.8,3.0,3.5,ES,2000/2001
SP2,2001-04-28,Ath Madrid,Murcia,0,3,A,0,1,A,,,,,,,ES,2000/2001
SP2,2001-04-28,Badajoz,Salamanca,0,1,A,0,0,D,,,,,,,ES,2000/2001
SP2,2001-04-28,Betis,Lleida,4,1,H,2,1,H,,,,,,,ES,2000/2001
SP2,2001-04-28,Compostela,Leganes,1,1,D,0,1,A,,,,,,,ES,2000/2001
SP2,2001-04-29,Cordoba,Eibar,2,0,H,0,0,D,1.85,2.85,4.2,1.9,2.8,3.3,ES,2000/2001
SP2,2001-04-29,Elche,Tenerife,0,2,A,0,0,D,3.33,2.75,2.15,2.8,2.8,2.2,ES,2000/2001
SP2,2001-04-29,Jaen,Albacete,3,0,H,1,0,H,2.2,2.75,3.2,2.2,2.8,2.8,ES,2000/2001
SP2,2001-04-29,Levante,Getafe,3,3,D,1,2,A,1.7,3.0,4.8,1.65,2.9,4.2,ES,2000/2001
SP2,2001-04-29,Ferrol,Sevilla,1,1,D,1,0,H,3.45,2.7,2.12,3.1,2.8,2.0,ES,2000/2001
SP2,2001-04-29,Recreativo,Sp Gijon,1,1,D,0,1,A,,,,,,,ES,2000/2001
SP2,2001-04-29,U.Las Palmas,Extremadura,1,0,H,0,0,D,2.67,2.7,2.6,2.45,2.8,2.45,ES,2000/2001
SP2,2001-05-05,Eibar,U.Las Palmas,3,0,H,1,0,H,,,,,,,ES,2000/2001
SP2,2001-05-05,Getafe,Recreativo,0,1,A,0,0,D,,,,,,,ES,2000/2001
SP2,2001-05-05,Levante,Elche,3,3,D,1,1,D,,,,,,,ES,2000/2001
SP2,2001-05-05,Lleida,Ferrol,0,1,A,0,1,A,,,,,,,ES,2000/2001
SP2,2001-06-05,Albacete,Compostela,2,0,H,1,0,H,1.6,3.2,5.0,1.55,3.1,4.7,ES,2000/2001
SP2,2001-06-05,Extremadura,Tenerife,1,0,H,1,0,H,2.75,2.85,2.4,2.45,2.8,2.45,ES,2000/2001
SP2,2001-06-05,Leganes,Betis,1,1,D,1,0,H,3.0,2.9,2.2,3.1,2.7,2.1,ES,2000/2001
SP2,2001-06-05,Murcia,Cordoba,0,0,D,0,0,D,2.15,2.85,3.15,2.3,2.7,2.7,ES,2000/2001
SP2,2001-06-05,Salamanca,Ath Madrid,1,3,A,0,2,A,2.5,2.85,2.6,2.5,2.7,2.5,ES,2000/2001
SP2,2001-06-05,Sevilla,Badajoz,5,2,H,2,0,H,1.4,3.5,7.25,1.45,3.0,6.0,ES,2000/2001
SP2,2001-06-05,Sp Gijon,Jaen,1,0,H,0,0,D,1.75,3.1,4.15,1.75,2.9,3.8,ES,2000/2001
SP2,2001-12-05,Ath Madrid,Sevilla,2,0,H,0,0,D,2.1,2.8,3.3,2.2,2.8,2.8,ES,2000/2001
SP2,2001-05-13,Badajoz,Lleida,1,0,H,1,0,H,1.5,3.15,6.4,1.4,3.6,5.5,ES,2000/2001
SP2,2001-05-13,Betis,Albacete,1,2,A,0,1,A,1.58,3.1,5.5,1.6,3.2,4.2,ES,2000/2001
SP2,2001-05-13,Compostela,Sp Gijon,1,2,A,0,1,A,2.28,2.7,3.1,2.4,2.8,2.5,ES,2000/2001
SP2,2001-05-13,Cordoba,Salamanca,1,1,D,1,0,H,2.05,2.8,3.5,2.0,2.8,3.1,ES,2000/2001
SP2,2001-05-13,Elche,Extremadura,3,1,H,1,0,H,2.15,2.8,3.2,2.3,2.8,2.6,ES,2000/2001
SP2,2001-05-13,Jaen,Getafe,3,1,H,1,0,H,1.85,2.9,4.0,1.7,2.9,4.0,ES,2000/2001
SP2,2001-05-13,Ferrol,Leganes,1,0,H,0,0,D,2.25,2.6,3.3,2.1,2.8,3.0,ES,2000/2001
SP2,2001-05-13,Recreativo,Levante,1,1,D,1,1,D,1.7,2.8,5.2,1.75,2.7,4.2,ES,2000/2001
SP2,2001-05-13,Tenerife,Eibar,0,0,D,0,0,D,1.4,3.5,7.05,1.45,3.5,5.0,ES,2000/2001
SP2,2001-05-13,U.Las Palmas,Murcia,2,1,H,1,0,H,2.45,2.8,2.7,2.4,2.7,2.6,ES,2000/2001
SP2,2001-05-19,Getafe,Compostela,2,1,H,0,0,D,,,,,,,ES,2000/2001
SP2,2001-05-19,Murcia,Tenerife,0,1,A,0,0,D,,,,,,,ES,2000/2001
SP2,2001-05-19,Sp Gijon,Betis,1,2,A,1,1,D,,,,,,,ES,2000/2001
SP2,2001-05-20,Albacete,Ferrol,1,0,H,0,0,D,1.57,3.4,4.8,1.55,3.2,4.7,ES,2000/2001
SP2,2001-05-20,Eibar,Extremadura,0,0,D,0,0,D,2.0,2.55,4.0,1.9,2.8,3.3,ES,2000/2001
SP2,2001-05-20,Leganes,Badajoz,0,0,D,0,0,D,2.05,2.5,4.0,2.1,2.7,3.1,ES,2000/2001
SP2,2001-05-20,Levante,Jaen,2,2,D,1,2,A,1.95,2.8,3.7,1.9,2.8,3.3,ES,2000/2001
SP2,2001-05-20,Lleida,Ath Madrid,1,1,D,1,0,H,,,,4.7,3.4,1.5,ES,2000/2001
SP2,2001-05-20,Recreativo,Elche,0,0,D,0,0,D,1.52,3.3,5.5,1.45,3.0,6.0,ES,2000/2001
SP2,2001-05-20,Salamanca,U.Las Palmas,4,0,H,0,0,D,1.55,3.4,5.0,1.55,3.2,4.7,ES,2000/2001
SP2,2001-05-20,Sevilla,Cordoba,2,0,H,1,0,H,1.4,3.65,6.5,1.4,3.3,6.0,ES,2000/2001
SP2,2001-05-26,Elche,Eibar,2,0,H,1,0,H,1.9,2.8,3.85,,,,ES,2000/2001
SP2,2001-05-26,Jaen,Recreativo,3,1,H,1,1,D,2.75,2.7,2.45,2.5,2.8,2.4,ES,2000/2001
SP2,2001-05-26,Ferrol,Sp Gijon,2,3,A,0,1,A,2.2,3.0,2.85,2.2,2.8,2.8,ES,2000/2001
SP2,2001-05-26,U.Las Palmas,Sevilla,1,3,A,1,2,A,3.3,2.85,2.05,,,,ES,2000/2001
SP2,2001-05-27,Ath Madrid,Leganes,1,0,H,0,0,D,1.35,3.65,6.5,1.35,3.8,6.2,ES,2000/2001
SP2,2001-05-27,Badajoz,Albacete,0,0,D,0,0,D,2.63,2.75,2.5,,,,ES,2000/2001
SP2,2001-05-27,Betis,Getafe,1,0,H,0,0,D,1.35,3.8,7.25,1.35,3.8,6.2,ES,2000/2001
SP2,2001-05-27,Compostela,Levante,1,1,D,0,0,D,1.9,2.9,3.45,,,,ES,2000/2001
SP2,2001-05-27,Cordoba,Lleida,3,0,H,2,0,H,1.45,3.45,6.35,,,,ES,2000/2001
SP2,2001-05-27,Extremadura,Murcia,2,0,H,1,0,H,1.95,2.7,3.85,1.9,2.4,4.0,ES,2000/2001
SP2,2001-05-27,Tenerife,Salamanca,1,1,D,1,0,H,1.45,3.45,5.6,1.45,3.5,5.0,ES,2000/2001
SP2,2001-02-06,Levante,Betis,3,2,H,2,0,H,3.05,2.9,2.15,,,,ES,2000/2001
SP2,2001-03-06,Albacete,Ath Madrid,0,1,A,0,0,D,2.35,3.05,2.57,2.3,2.9,2.5,ES,2000/2001
SP2,2001-03-06,Getafe,Ferrol,1,2,A,0,0,D,2.17,2.85,3.02,,,,ES,2000/2001
SP2,2001-03-06,Jaen,Elche,3,1,H,0,1,A,2.17,3.2,2.62,,,,ES,2000/2001
SP2,2001-03-06,Leganes,Cordoba,4,0,H,2,0,H,1.82,2.95,3.95,,,,ES,2000/2001
SP2,2001-03-06,Lleida,U.Las Palmas,4,2,H,2,1,H,2.3,2.77,2.9,,,,ES,2000/2001
SP2,2001-03-06,Murcia,Eibar,1,0,H,0,0,D,1.85,2.95,3.8,1.8,2.9,3.6,ES,2000/2001
SP2,2001-03-06,Recreativo,Compostela,2,0,H,0,0,D,1.67,3.15,4.45,,,,ES,2000/2001
