Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,Country,Season
F2,1997-02-08,Beauvais,Nimes,5.0,3.0,H,FR,1997/1998
F2,1997-02-08,Caen,Amiens,1.0,3.0,A,FR,1997/1998
F2,1997-02-08,Laval,Gueugnon,0.0,0.0,D,FR,1997/1998
F2,1997-02-08,Louhans-Cuis.,Le Mans,1.0,0.0,H,FR,1997/1998
F2,1997-02-08,Nice,Red Star 93,1.0,1.0,D,FR,1997/1998
F2,1997-02-08,Niort,Valence,1.0,1.0,D,FR,1997/1998
F2,1997-02-08,Sochaux,Martigues,4.0,1.0,H,FR,1997/1998
F2,1997-02-08,St Etienne,Lille,2.0,2.0,D,FR,1997/1998
F2,1997-02-08,Toulon,Lorient,0.0,1.0,A,FR,1997/1998
F2,1997-02-08,Troyes,Nancy,4.0,2.0,H,FR,1997/1998
F2,1997-02-08,Wasquehal,Mulhouse,2.0,1.0,H,FR,1997/1998
F2,1997-09-08,Amiens,Laval,2.0,0.0,H,FR,1997/1998
F2,1997-09-08,Gueugnon,Niort,0.0,0.0,D,FR,1997/1998
F2,1997-09-08,Le Mans,Beauvais,1.0,1.0,D,FR,1997/1998
F2,1997-09-08,Lille,Martigues,7.0,3.0,H,FR,1997/1998
F2,1997-09-08,Mulhouse,Caen,4.0,2.0,H,FR,1997/1998
F2,1997-09-08,Nancy,Wasquehal,2.0,1.0,H,FR,1997/1998
F2,1997-09-08,Nimes,St Etienne,3.0,0.0,H,FR,1997/1998
F2,1997-09-08,Red Star 93,Louhans-Cuis.,1.0,0.0,H,FR,1997/1998
F2,1997-09-08,Troyes,Toulon,1.0,0.0,H,FR,1997/1998
F2,1997-09-08,Valence,Sochaux,1.0,2.0,A,FR,1997/1998
F2,1997-11-08,Lorient,Nice,1.0,1.0,D,FR,1997/1998
F2,1997-08-15,Toulon,Gueugnon,1.0,3.0,A,FR,1997/1998
F2,1997-08-16,Beauvais,Red Star 93,2.0,1.0,H,FR,1997/1998
F2,1997-08-16,Caen,Nancy,2.0,2.0,D,FR,1997/1998
F2,1997-08-16,Laval,Mulhouse,3.0,0.0,H,FR,1997/1998
F2,1997-08-16,Louhans-Cuis.,Lorient,1.0,3.0,A,FR,1997/1998
F2,1997-08-16,Martigues,Nimes,0.0,0.0,D,FR,1997/1998
F2,1997-08-16,Nice,Valence,0.0,0.0,D,FR,1997/1998
F2,1997-08-16,Niort,Amiens,0.0,0.0,D,FR,1997/1998
F2,1997-08-16,Sochaux,Lille,0.0,0.0,D,FR,1997/1998
F2,1997-08-16,St Etienne,Le Mans,1.0,2.0,A,FR,1997/1998
F2,1997-08-16,Wasquehal,Troyes,0.0,4.0,A,FR,1997/1998
F2,1997-08-20,Amiens,Louhans-Cuis.,1.0,1.0,D,FR,1997/1998
