Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Country,Season
F1,1996-11-08,Bastia,Rennes,2.0,0.0,H,1.0,0.0,H,FR,1996/1997
F1,1996-11-08,Bordeaux,Le Havre,1.0,0.0,H,1.0,0.0,H,FR,1996/1997
F1,1996-11-08,Caen,Lens,0.0,2.0,A,0.0,1.0,A,FR,1996/1997
F1,1996-11-08,Guingamp,Montpellier,0.0,0.0,D,0.0,0.0,D,FR,1996/1997
F1,1996-11-08,Lille,Metz,1.0,0.0,H,0.0,0.0,D,FR,1996/1997
F1,1996-11-08,Marseille,Lyon,3.0,1.0,H,1.0,1.0,D,FR,1996/1997
F1,1996-11-08,Nancy,Cannes,1.0,2.0,A,0.0,1.0,A,FR,1996/1997
F1,1996-11-08,Nantes,Monaco,1.0,3.0,A,0.0,1.0,A,FR,1996/1997
F1,1996-11-08,Nice,Auxerre,0.0,1.0,A,0.0,1.0,A,FR,1996/1997
F1,1996-11-08,Strasbourg,Paris SG,0.0,1.0,A,0.0,1.0,A,FR,1996/1997
F1,1996-08-17,Auxerre,Lille,2.0,0.0,H,0.0,0.0,D,FR,1996/1997
F1,1996-08-17,Bastia,Guingamp,1.0,0.0,H,1.0,0.0,H,FR,1996/1997
F1,1996-08-17,Cannes,Nantes,1.0,1.0,D,1.0,0.0,H,FR,1996/1997
F1,1996-08-17,Le Havre,Marseille,1.0,1.0,D,0.0,1.0,A,FR,1996/1997
F1,1996-08-17,Lens,Nancy,3.0,1.0,H,0.0,1.0,A,FR,1996/1997
F1,1996-08-17,Lyon,Strasbourg,2.0,0.0,H,1.0,0.0,H,FR,1996/1997
F1,1996-08-17,Metz,Bordeaux,1.0,1.0,D,0.0,0.0,D,FR,1996/1997
F1,1996-08-17,Monaco,Montpellier,1.0,1.0,D,1.0,1.0,D,FR,1996/1997
F1,1996-08-17,Paris SG,Caen,2.0,0.0,H,0.0,0.0,D,FR,1996/1997
F1,1996-08-17,Rennes,Nice,3.0,1.0,H,1.0,0.0,H,FR,1996/1997
F1,1996-08-23,Nancy,Paris SG,0.0,0.0,D,0.0,0.0,D,FR,1996/1997
F1,1996-08-24,Bordeaux,Auxerre,0.0,0.0,D,0.0,0.0,D,FR,1996/1997
F1,1996-08-24,Caen,Lyon,1.0,1.0,D,0.0,0.0,D,FR,1996/1997
F1,1996-08-24,Guingamp,Monaco,2.0,1.0,H,2.0,1.0,H,FR,1996/1997
F1,1996-08-24,Lille,Rennes,3.0,1.0,H,0.0,0.0,D,FR,1996/1997
F1,1996-08-24,Marseille,Metz,1.0,2.0,A,1.0,0.0,H,FR,1996/1997
F1,1996-08-24,Montpellier,Cannes,0.0,1.0,A,0.0,1.0,A,FR,1996/1997
F1,1996-08-24,Nantes,Lens,0.0,1.0,A,0.0,0.0,D,FR,1996/1997
F1,1996-08-24,Nice,Bastia,1.0,1.0,D,1.0,0.0,H,FR,1996/1997
F1,1996-08-24,Strasbourg,Le Havre,1.0,0.0,H,0.0,0.0,D,FR,1996/1997
F1,1996-08-27,Auxerre,Marseille,0.0,0.0,D,0.0,0.0,D,FR,1996/1997
F1,1996-08-28,Bastia,Lille,0.0,0.0,D,0.0,0.0,D,FR,1996/1997
F1,1996-08-28,Cannes,Monaco,0.0,2.0,A,0.0,1.0,A,FR,1996/1997
F1,1996-08-28,Le Havre,Caen,1.0,1.0,D,1.0,1.0,D,FR,1996/1997
F1,1996-08-28,Lens,Montpellier,3.0,2.0,H,1.0,2.0,A,FR,1996/1997
