Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,GBH,GBD,GBA,IWH,IWD,IWA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5,Country,Season
SP2,2002-12-21,Compostela,Albacete,3,3,D,1,2,A,2.6,2.8,2.6,2.65,2.7,2.6,2.6,2.6,2.5,2.6,2.75,2.6,2.7,2.6,2.65,2.15,1.55,ES,2002/2003
SP2,2002-12-21,Ferrol,Poli Ejido,1,1,D,0,0,D,2.2,2.75,3.25,2.1,2.8,3.3,2.1,2.6,3.3,2.1,2.75,3.4,2.15,2.7,3.3,2.15,1.55,ES,2002/2003
SP2,2002-12-21,Murcia,Cordoba,1,0,H,1,0,H,1.667,2.875,5.5,1.65,3.05,5.0,1.65,2.8,4.6,1.667,3.0,5.0,1.7,2.9,5.0,2.25,1.5,ES,2002/2003
SP2,2002-12-21,Oviedo,Leganes,1,1,D,0,1,A,2.2,2.75,3.25,2.2,2.7,3.2,2.2,2.6,3.0,2.2,2.75,3.2,2.2,2.7,3.2,2.25,1.5,ES,2002/2003
SP2,2002-12-21,Tenerife,Salamanca,0,0,D,0,0,D,2.2,2.75,3.25,2.25,2.7,3.1,2.2,2.6,3.0,2.25,2.75,3.1,2.3,2.6,3.2,2.15,1.55,ES,2002/2003
SP2,2002-12-21,Terrassa,Badajoz,1,0,H,1,0,H,1.909,2.875,4.0,2.0,2.75,3.7,2.1,2.6,3.3,2.0,2.8,3.6,2.15,2.65,3.4,2.25,1.5,ES,2002/2003
SP2,2002-12-22,Eibar,Numancia,1,2,A,1,0,H,1.909,2.875,4.0,1.9,2.85,3.85,1.9,2.7,3.6,1.85,2.875,4.0,2.1,2.65,3.5,2.25,1.5,ES,2002/2003
SP2,2002-12-22,Getafe,Sp Gijon,0,1,A,0,1,A,2.1,2.8,3.4,2.1,2.75,3.4,2.1,2.7,3.1,2.1,2.75,3.4,2.2,2.7,3.25,2.05,1.6,ES,2002/2003
SP2,2002-12-22,Levante,Las Palmas,1,1,D,0,0,D,1.727,2.875,5.0,1.75,2.85,4.75,1.75,2.7,4.2,1.75,2.875,4.6,1.85,2.75,4.4,1.95,1.65,ES,2002/2003
SP2,2002-12-22,Zaragoza,Xerez,1,0,H,0,0,D,1.833,2.875,4.333,1.9,2.85,3.85,1.8,2.75,3.8,1.833,2.875,4.2,1.85,2.85,4.1,2.15,1.55,ES,2002/2003
SP2,2003-04-01,Cordoba,Tenerife,1,1,D,0,0,D,2.5,2.875,2.625,2.65,2.75,2.56,2.7,2.7,2.3,2.6,2.75,2.6,2.6,2.7,2.6,2.15,1.55,ES,2002/2003
SP2,2003-04-01,Elche,Eibar,0,0,D,0,0,D,1.8,3.0,4.2,1.75,2.95,4.45,1.75,2.8,4.0,1.75,3.0,4.333,1.85,2.85,4.1,1.95,1.65,ES,2002/2003
SP2,2003-04-01,Las Palmas,Badajoz,2,0,H,0,0,D,1.833,3.0,4.0,1.85,2.9,4.0,1.8,2.8,3.7,1.8,3.0,4.0,1.9,2.8,4.0,1.95,1.65,ES,2002/2003
SP2,2003-04-01,Numancia,Terrassa,1,1,D,0,0,D,2.375,2.8,2.875,2.3,2.8,2.9,2.2,2.6,3.0,2.3,2.75,3.0,2.35,2.75,2.9,2.15,1.55,ES,2002/2003
SP2,2003-04-01,Sp Gijon,Zaragoza,1,1,D,0,0,D,2.5,2.75,2.75,2.6,2.75,2.6,2.5,2.7,2.5,2.6,2.75,2.6,2.5,2.7,2.75,2.15,1.55,ES,2002/2003
SP2,2003-04-01,Xerez,Almeria,1,2,A,0,1,A,1.8,3.0,4.2,1.8,2.95,4.15,1.9,2.7,3.5,1.833,2.875,4.2,1.9,2.8,4.0,2.15,1.55,ES,2002/2003
SP2,2003-05-01,Albacete,Oviedo,0,1,A,0,0,D,1.667,3.1,5.0,1.65,3.05,5.0,1.65,2.9,4.4,1.667,3.0,5.0,1.7,3.0,4.6,2.05,1.6,ES,2002/2003
SP2,2003-05-01,Leganes,Getafe,2,1,H,1,0,H,2.375,2.8,2.875,2.4,2.75,2.85,2.4,2.5,2.8,2.375,2.75,2.875,2.4,2.7,2.85,2.05,1.6,ES,2002/2003
SP2,2003-05-01,Levante,Murcia,0,0,D,0,0,D,2.1,2.8,3.4,2.1,2.75,3.4,2.1,2.6,3.2,2.0,2.875,3.5,2.05,2.75,3.5,2.05,1.6,ES,2002/2003
SP2,2003-05-01,Poli Ejido,Compostela,0,2,A,0,2,A,1.909,3.0,3.75,2.0,2.8,3.61,2.0,2.6,3.4,2.0,2.875,3.5,2.0,2.9,3.4,2.05,1.6,ES,2002/2003
SP2,2003-05-01,Salamanca,Ferrol,0,0,D,0,0,D,2.0,2.875,3.6,1.9,2.85,3.85,1.85,2.8,3.5,1.909,2.875,3.75,2.05,2.75,3.5,2.15,1.55,ES,2002/2003
SP2,2003-11-01,Almeria,Sp Gijon,1,0,H,1,0,H,2.25,2.75,3.2,2.35,2.8,3.0,2.3,2.7,2.7,2.3,2.7,3.0,2.35,2.7,2.95,1.9,1.7,ES,2002/2003
SP2,2003-11-01,Ferrol,Cordoba,0,0,D,0,0,D,1.8,2.875,4.5,1.85,3.0,4.15,1.8,2.7,3.9,1.8,3.0,4.0,1.85,2.8,4.25,2.5,1.4,ES,2002/2003
SP2,2003-11-01,Murcia,Las Palmas,6,1,H,2,0,H,2.0,2.75,3.5,2.05,2.8,3.65,2.0,2.6,3.5,2.0,2.8,3.6,2.05,2.8,3.5,2.15,1.55,ES,2002/2003
SP2,2003-11-01,Oviedo,Poli Ejido,0,3,A,0,0,D,2.4,2.75,2.9,2.4,2.8,2.95,2.3,2.6,2.8,2.3,2.7,3.0,2.35,2.6,3.1,2.05,1.6,ES,2002/2003
SP2,2003-11-01,Terrassa,Elche,1,1,D,1,1,D,2.375,2.625,3.1,2.35,2.8,3.0,2.3,2.6,2.8,2.4,2.625,3.0,2.3,2.6,3.2,2.35,1.45,ES,2002/2003
SP2,2003-12-01,Badajoz,Numancia,1,1,D,1,0,H,2.1,2.75,3.5,2.25,2.8,3.2,2.1,2.7,3.1,2.2,2.7,3.25,2.3,2.6,3.2,2.35,1.45,ES,2002/2003
SP2,2003-12-01,Compostela,Salamanca,0,0,D,0,0,D,2.4,2.75,2.9,2.6,2.7,2.8,2.4,2.7,2.6,2.4,2.7,2.875,2.5,2.55,2.9,2.35,1.45,ES,2002/2003
SP2,2003-12-01,Eibar,Xerez,1,0,H,0,0,D,2.375,2.8,2.875,2.4,2.8,2.95,2.4,2.7,2.6,2.375,2.7,2.9,2.35,2.65,3.0,2.35,1.45,ES,2002/2003
SP2,2003-12-01,Getafe,Albacete,1,2,A,0,0,D,2.4,2.75,2.9,2.55,2.75,2.8,2.4,2.7,2.6,2.5,2.7,2.75,2.55,2.6,2.8,2.05,1.6,ES,2002/2003
SP2,2003-12-01,Tenerife,Levante,0,0,D,0,0,D,2.4,2.625,3.0,2.5,2.8,2.8,2.5,2.5,2.7,2.4,2.625,3.0,,,,2.25,1.5,ES,2002/2003
SP2,2003-12-01,Zaragoza,Leganes,2,2,D,1,0,H,1.5,3.25,6.5,1.65,3.25,5.0,1.55,2.9,5.2,1.571,3.2,5.5,1.6,3.25,5.0,2.5,1.4,ES,2002/2003
SP2,2003-01-18,Albacete,Zaragoza,0,0,D,0,0,D,2.25,2.75,3.2,2.45,2.7,2.8,2.4,2.5,2.8,2.3,2.75,3.0,2.45,2.75,2.75,2.25,1.5,ES,2002/2003
SP2,2003-01-18,Las Palmas,Numancia,0,0,D,0,0,D,1.8,2.9,4.5,1.85,2.75,4.35,1.8,2.7,3.9,1.833,2.875,4.2,2.0,2.8,3.6,2.1,1.55,ES,2002/2003
SP2,2003-01-18,Poli Ejido,Getafe,1,1,D,0,1,A,1.909,2.875,4.0,2.1,2.75,3.4,2.1,2.7,3.1,2.0,2.875,3.5,2.1,2.8,3.3,2.1,1.55,ES,2002/2003
SP2,2003-01-18,Xerez,Terrassa,2,2,D,1,2,A,2.1,2.75,3.5,2.2,2.7,3.25,2.1,2.5,3.3,2.1,2.7,3.5,2.25,2.8,3.0,2.35,1.45,ES,2002/2003
SP2,2003-01-19,Cordoba,Compostela,0,0,D,0,0,D,2.25,2.75,3.2,2.35,2.7,2.95,2.5,2.5,2.7,2.3,2.75,3.0,2.35,2.85,2.8,2.1,1.55,ES,2002/2003
SP2,2003-01-19,Elche,Badajoz,0,1,A,0,0,D,1.727,3.1,4.5,1.8,2.85,4.35,1.7,2.8,4.3,1.75,3.0,4.333,1.8,2.95,4.1,2.25,1.5,ES,2002/2003
SP2,2003-01-19,Leganes,Almeria,5,2,H,3,1,H,2.3,2.7,3.1,2.4,2.7,2.9,2.4,2.5,2.8,2.375,2.625,3.0,2.55,2.85,2.55,2.25,1.5,ES,2002/2003
SP2,2003-01-19,Levante,Ferrol,1,0,H,0,0,D,1.727,2.875,5.0,1.85,2.75,4.35,1.85,2.7,3.7,1.8,2.875,4.333,1.9,2.9,3.85,1.65,1.95,ES,2002/2003
SP2,2003-01-19,Murcia,Tenerife,2,0,H,2,0,H,1.8,2.9,4.5,1.95,2.75,3.85,2.0,2.5,3.6,1.909,2.8,4.0,2.0,2.8,3.6,2.25,1.5,ES,2002/2003
SP2,2003-01-19,Salamanca,Oviedo,0,0,D,0,0,D,1.727,2.875,5.0,1.85,2.8,4.2,1.8,2.7,3.9,1.727,3.0,4.5,1.85,2.9,4.0,2.75,1.33,ES,2002/2003
SP2,2003-01-19,Sp Gijon,Eibar,1,0,H,0,0,D,2.0,2.75,3.8,1.95,2.75,3.85,1.85,2.7,3.7,2.0,2.8,3.6,2.2,2.8,3.1,2.5,1.4,ES,2002/2003
SP2,2003-01-25,Las Palmas,Tenerife,1,0,H,0,0,D,2.25,2.62,3.4,2.15,2.6,3.5,2.2,2.3,3.5,2.2,2.6,3.4,2.1,2.65,3.6,2.35,1.45,ES,2002/2003
SP2,2003-01-26,Almeria,Albacete,1,1,D,0,0,D,2.5,2.5,3.1,2.45,2.6,2.95,2.5,2.3,2.9,2.4,2.62,3.0,2.5,2.7,2.75,1.8,1.8,ES,2002/2003
SP2,2003-01-26,Badajoz,Xerez,0,1,A,0,1,A,2.4,2.75,2.87,2.4,2.65,2.95,2.4,2.4,2.9,2.4,2.7,2.9,2.55,2.8,2.6,2.25,1.5,ES,2002/2003
SP2,2003-01-26,Compostela,Levante,3,1,H,2,0,H,2.6,2.75,2.6,2.65,2.6,2.7,2.7,2.3,2.7,2.6,2.75,2.6,2.55,2.8,2.6,2.25,1.5,ES,2002/2003
SP2,2003-01-26,Eibar,Leganes,0,1,A,0,1,A,2.25,2.75,3.1,2.25,2.65,3.2,2.3,2.3,3.1,2.2,2.75,3.2,2.35,2.75,2.9,2.5,1.4,ES,2002/2003
SP2,2003-01-26,Ferrol,Murcia,0,3,A,0,2,A,2.5,2.75,2.75,2.6,2.6,2.75,2.8,2.4,2.5,2.5,2.6,2.88,2.55,2.8,2.6,2.35,1.45,ES,2002/2003
SP2,2003-01-26,Getafe,Salamanca,1,0,H,0,0,D,2.5,2.75,2.75,2.6,2.6,2.75,2.7,2.3,2.7,2.5,2.75,2.75,2.45,2.7,2.8,2.25,1.5,ES,2002/2003
SP2,2003-01-26,Numancia,Elche,1,0,H,0,0,D,2.6,2.6,2.8,2.65,2.55,2.75,2.6,2.3,2.8,2.62,2.7,2.62,2.45,2.7,2.8,2.25,1.5,ES,2002/2003
SP2,2003-01-26,Oviedo,Cordoba,1,0,H,0,0,D,2.1,2.75,3.4,2.15,2.6,3.5,2.1,2.3,3.6,2.1,2.7,3.5,2.35,2.55,3.1,1.85,1.75,ES,2002/2003
SP2,2003-01-26,Terrassa,Sp Gijon,0,0,D,0,0,D,2.2,2.62,3.5,2.2,2.6,3.4,2.3,2.3,3.1,2.2,2.6,3.4,2.3,2.8,2.9,2.25,1.5,ES,2002/2003
SP2,2003-01-26,Zaragoza,Poli Ejido,0,0,D,0,0,D,1.72,3.0,4.5,1.7,3.0,4.7,1.65,2.9,4.4,1.67,3.0,5.0,1.75,3.1,4.1,2.25,1.5,ES,2002/2003
SP2,2003-01-02,Leganes,Terrassa,1,1,D,1,1,D,2.25,2.75,3.2,2.3,2.6,3.15,2.4,2.3,3.0,2.38,2.62,3.0,2.3,2.65,3.1,1.95,1.65,ES,2002/2003
SP2,2003-01-02,Levante,Oviedo,1,0,H,1,0,H,1.66,3.1,5.0,1.7,2.9,5.0,1.7,2.7,4.4,1.7,3.0,4.75,1.8,3.0,4.1,2.5,1.4,ES,2002/2003
SP2,2003-01-02,Tenerife,Ferrol,4,0,H,0,0,D,2.2,2.62,3.4,2.0,2.65,3.9,1.85,2.6,3.9,2.1,2.62,3.6,2.35,2.6,3.1,2.25,1.5,ES,2002/2003
SP2,2003-02-02,Albacete,Eibar,1,1,D,1,1,D,1.72,3.1,4.5,1.8,2.7,4.75,1.7,2.7,4.4,1.75,3.0,4.33,1.9,3.0,3.6,2.5,1.4,ES,2002/2003
SP2,2003-02-02,Cordoba,Getafe,3,0,H,2,0,H,2.5,2.62,2.87,2.55,2.6,2.8,2.6,2.3,2.8,2.5,2.6,2.88,2.55,2.7,2.7,1.85,1.75,ES,2002/2003
SP2,2003-02-02,Elche,Las Palmas,3,2,H,1,2,A,2.25,2.75,3.2,2.3,2.55,3.25,2.3,2.3,3.3,2.25,2.6,3.25,2.3,2.65,3.1,2.1,1.55,ES,2002/2003
SP2,2003-02-02,Murcia,Compostela,2,0,H,1,0,H,1.72,3.1,4.5,1.75,2.8,4.8,1.75,2.7,4.2,1.7,3.1,4.5,1.8,3.0,4.1,1.95,1.65,ES,2002/2003
SP2,2003-02-02,Poli Ejido,Almeria,2,0,H,2,0,H,2.25,2.75,3.2,2.3,2.6,3.15,2.3,2.4,3.0,2.1,2.62,3.6,2.3,2.7,3.0,2.5,1.4,ES,2002/2003
SP2,2003-02-02,Salamanca,Zaragoza,0,1,A,0,0,D,2.62,2.75,2.62,2.65,2.6,2.7,2.7,2.3,2.7,2.62,2.6,2.7,2.7,2.55,2.7,2.25,1.5,ES,2002/2003
SP2,2003-02-02,Sp Gijon,Badajoz,4,0,H,2,0,H,1.72,2.87,5.0,1.7,2.85,5.0,1.7,2.7,4.4,1.67,2.9,5.25,1.8,2.8,4.5,2.35,1.45,ES,2002/2003
SP2,2003-02-02,Xerez,Numancia,2,2,D,1,2,A,1.9,2.87,4.0,1.9,2.7,4.25,1.9,2.6,3.8,1.91,2.8,4.0,2.0,2.7,3.75,2.1,1.55,ES,2002/2003
SP2,2003-08-02,Cordoba,Zaragoza,2,1,H,0,0,D,3.2,2.75,2.25,3.15,2.65,2.28,3.0,2.6,2.4,3.1,2.75,2.25,3.2,2.65,2.25,2.25,1.5,ES,2002/2003
SP2,2003-08-02,Ferrol,Las Palmas,1,2,A,1,1,D,,,,,,,2.7,2.4,2.9,2.4,2.6,3.1,2.6,2.5,2.85,,,ES,2002/2003
SP2,2003-09-02,Albacete,Terrassa,1,0,H,1,0,H,2.0,2.625,4.0,2.05,2.7,3.6,2.0,2.5,4.0,2.1,2.5,4.0,2.1,2.55,3.75,2.35,1.45,ES,2002/2003
SP2,2003-09-02,Leganes,Badajoz,1,3,A,0,2,A,2.0,2.625,4.0,1.98,2.75,3.75,1.85,2.6,4.0,1.909,2.8,4.0,2.05,2.65,3.7,1.8,1.8,ES,2002/2003
SP2,2003-09-02,Levante,Getafe,1,0,H,0,0,D,1.727,3.1,4.5,1.82,2.85,4.25,1.6,3.0,5.0,1.7,3.0,5.0,1.9,2.7,4.2,1.65,1.95,ES,2002/2003
SP2,2003-09-02,Murcia,Oviedo,0,1,A,0,0,D,1.444,3.4,7.0,1.5,3.45,5.55,1.4,3.7,6.4,1.444,3.4,7.0,1.45,3.4,6.5,1.75,1.85,ES,2002/2003
SP2,2003-09-02,Poli Ejido,Eibar,0,0,D,0,0,D,1.909,2.875,4.0,1.96,2.75,3.8,1.8,2.8,4.3,1.85,2.8,4.333,2.0,2.7,3.8,2.25,1.5,ES,2002/2003
SP2,2003-09-02,Salamanca,Almeria,2,1,H,2,1,H,2.1,2.75,3.5,2.15,2.65,3.4,2.0,2.5,4.0,2.1,2.625,3.75,2.25,2.55,3.3,2.5,1.4,ES,2002/2003
SP2,2003-09-02,Sp Gijon,Numancia,1,2,A,1,2,A,1.833,2.875,4.333,1.82,2.75,4.5,1.7,2.8,4.8,1.8,2.875,4.5,1.85,2.7,4.5,2.35,1.45,ES,2002/2003
SP2,2003-09-02,Tenerife,Compostela,5,1,H,1,1,D,2.0,2.75,3.8,1.95,2.75,3.85,2.0,2.5,4.0,2.0,2.625,4.0,2.0,2.7,3.8,2.25,1.5,ES,2002/2003
SP2,2003-09-02,Xerez,Elche,2,1,H,1,0,H,2.25,2.75,3.2,2.3,2.65,3.1,2.6,2.4,3.0,2.25,2.7,3.2,2.4,2.7,2.9,2.35,1.45,ES,2002/2003
SP2,2003-02-15,Almeria,Cordoba,1,3,A,0,1,A,2.0,2.875,3.6,2.05,2.75,3.65,2.2,2.6,3.3,2.0,2.7,3.75,2.25,2.65,3.15,,,ES,2002/2003
SP2,2003-02-15,Compostela,Ferrol,1,1,D,1,1,D,2.2,2.75,3.25,2.05,2.75,3.6,1.8,2.8,4.3,2.1,2.75,3.4,2.2,2.7,3.25,2.35,1.45,ES,2002/2003
SP2,2003-02-15,Getafe,Murcia,3,1,H,1,0,H,2.75,2.8,2.5,2.85,2.7,2.45,3.1,2.5,2.4,2.8,2.75,2.4,2.5,2.7,2.75,,,ES,2002/2003
SP2,2003-02-15,Las Palmas,Xerez,4,0,H,2,0,H,2.2,2.875,3.1,2.15,2.8,3.25,2.1,2.6,3.6,2.2,2.75,3.2,2.3,2.7,3.0,2.25,1.5,ES,2002/2003
SP2,2003-02-15,Oviedo,Tenerife,0,2,A,0,2,A,2.3,2.7,3.1,2.5,2.65,2.85,2.4,2.6,3.0,2.5,2.6,2.875,2.25,2.75,3.1,,,ES,2002/2003
SP2,2003-02-16,Badajoz,Albacete,0,3,A,0,1,A,2.625,2.875,2.5,2.75,2.7,2.55,2.9,2.5,2.6,2.625,2.8,2.5,2.6,2.8,2.55,,,ES,2002/2003
SP2,2003-02-16,Eibar,Salamanca,1,1,D,0,1,A,2.375,2.8,2.875,2.4,2.65,3.0,2.5,2.5,3.0,2.4,2.7,2.875,2.45,2.7,2.8,,,ES,2002/2003
SP2,2003-02-16,Elche,Sp Gijon,1,1,D,0,1,A,2.2,2.75,3.25,2.15,2.7,3.4,2.1,2.7,3.4,2.25,2.7,3.1,2.3,2.7,3.0,,,ES,2002/2003
SP2,2003-02-16,Numancia,Leganes,2,1,H,2,1,H,2.1,2.8,3.4,2.15,2.7,3.4,2.2,2.5,3.4,2.2,2.7,3.25,2.1,2.8,3.3,,,ES,2002/2003
SP2,2003-02-16,Terrassa,Poli Ejido,2,0,H,1,0,H,2.25,2.75,3.2,2.25,2.75,3.15,2.3,2.4,3.3,2.375,2.6,3.0,2.3,2.8,2.9,,,ES,2002/2003
SP2,2003-02-16,Zaragoza,Levante,1,0,H,1,0,H,1.909,2.875,4.0,1.95,2.75,4.0,2.0,2.5,4.0,2.0,2.7,3.8,2.05,2.75,3.5,,,ES,2002/2003
SP2,2003-02-22,Sp Gijon,Xerez,1,1,D,0,0,D,2.0,2.875,3.6,2.15,2.75,3.35,2.2,2.7,3.2,2.1,2.75,3.4,2.15,2.75,3.25,2.25,1.5,ES,2002/2003
SP2,2003-02-23,Albacete,Numancia,3,1,H,1,1,D,1.833,2.875,4.333,1.85,2.9,4.3,1.85,2.6,4.4,1.75,3.0,4.333,2.0,2.8,3.6,2.35,1.45,ES,2002/2003
