Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Country,Season
D2,1997-07-25,Ein Frankfurt,Dusseldorf,3,2,H,1,1,D,DE,1997/1998
D2,1997-07-26,CZ Jena,Wattenscheid,1,1,D,0,1,A,DE,1997/1998
D2,1997-07-26,Meppen,Zwickau,2,1,H,2,0,H,DE,1997/1998
D2,1997-07-27,Freiburg,Cottbus,2,0,H,0,0,D,DE,1997/1998
D2,1997-07-27,Greuther Furth,St Pauli,0,0,D,0,0,D,DE,1997/1998
D2,1997-07-27,Gutersloh,Nurnberg,4,2,H,1,0,H,DE,1997/1998
D2,1997-07-27,Leipzig,Stuttgarter K,3,1,H,1,1,D,DE,1997/1998
D2,1997-07-27,Uerdingen,F Koln,2,0,H,2,0,H,DE,1997/1998
D2,1997-07-27,Unterhaching,Mainz,3,2,H,3,0,H,DE,1997/1998
D2,1997-01-08,Dusseldorf,Uerdingen,1,1,D,0,0,D,DE,1997/1998
D2,1997-01-08,F Koln,Meppen,2,2,D,1,1,D,DE,1997/1998
D2,1997-01-08,St Pauli,Gutersloh,0,0,D,0,0,D,DE,1997/1998
D2,1997-03-08,Cottbus,Leipzig,1,1,D,1,1,D,DE,1997/1998
D2,1997-03-08,Mainz,Greuther Furth,4,1,H,4,0,H,DE,1997/1998
D2,1997-03-08,Stuttgarter K,CZ Jena,2,1,H,1,1,D,DE,1997/1998
D2,1997-03-08,Wattenscheid,Ein Frankfurt,0,1,A,0,1,A,DE,1997/1998
D2,1997-03-08,Zwickau,Unterhaching,0,4,A,0,2,A,DE,1997/1998
D2,1997-04-08,Nurnberg,Freiburg,4,1,H,1,1,D,DE,1997/1998
D2,1997-08-08,Meppen,Dusseldorf,2,2,D,1,1,D,DE,1997/1998
D2,1997-08-08,Uerdingen,Wattenscheid,2,1,H,2,1,H,DE,1997/1998
D2,1997-08-08,Unterhaching,F Koln,0,1,A,0,0,D,DE,1997/1998
D2,1997-10-08,CZ Jena,Cottbus,0,3,A,0,2,A,DE,1997/1998
D2,1997-10-08,Ein Frankfurt,Stuttgarter K,1,0,H,1,0,H,DE,1997/1998
D2,1997-10-08,Greuther Furth,Zwickau,1,0,H,1,0,H,DE,1997/1998
D2,1997-10-08,Gutersloh,Freiburg,1,2,A,0,2,A,DE,1997/1998
D2,1997-10-08,Leipzig,Nurnberg,2,1,H,1,1,D,DE,1997/1998
D2,1997-11-08,St Pauli,Mainz,2,0,H,1,0,H,DE,1997/1998
D2,1997-08-22,Cottbus,Ein Frankfurt,0,1,A,0,1,A,DE,1997/1998
D2,1997-08-22,F Koln,Greuther Furth,1,1,D,1,1,D,DE,1997/1998
D2,1997-08-22,Mainz,Gutersloh,1,1,D,0,1,A,DE,1997/1998
D2,1997-08-23,Stuttgarter K,Uerdingen,2,2,D,1,1,D,DE,1997/1998
D2,1997-08-24,Dusseldorf,Unterhaching,1,1,D,1,0,H,DE,1997/1998
D2,1997-08-24,Freiburg,Leipzig,5,2,H,3,1,H,DE,1997/1998
D2,1997-08-24,Nurnberg,CZ Jena,1,3,A,1,1,D,DE,1997/1998
D2,1997-08-24,Wattenscheid,Meppen,1,1,D,0,0,D,DE,1997/1998
D2,1997-08-24,Zwickau,St Pauli,4,0,H,3,0,H,DE,1997/1998
D2,1997-08-29,Mainz,Zwickau,2,2,D,0,0,D,DE,1997/1998
D2,1997-08-29,Uerdingen,Cottbus,2,1,H,2,1,H,DE,1997/1998
D2,1997-08-29,Unterhaching,Wattenscheid,0,0,D,0,0,D,DE,1997/1998
D2,1997-08-30,Gutersloh,Leipzig,1,0,H,1,0,H,DE,1997/1998
D2,1997-08-31,CZ Jena,Freiburg,1,4,A,0,2,A,DE,1997/1998
D2,1997-08-31,Ein Frankfurt,Nurnberg,4,1,H,3,0,H,DE,1997/1998
D2,1997-08-31,Greuther Furth,Dusseldorf,2,2,D,0,0,D,DE,1997/1998
D2,1997-08-31,Meppen,Stuttgarter K,1,1,D,0,1,A,DE,1997/1998
D2,1997-08-31,St Pauli,F Koln,1,1,D,0,0,D,DE,1997/1998
D2,1997-12-09,Freiburg,Ein Frankfurt,0,0,D,0,0,D,DE,1997/1998
D2,1997-12-09,Nurnberg,Uerdingen,0,0,D,0,0,D,DE,1997/1998
D2,1997-09-13,Zwickau,Gutersloh,2,2,D,0,1,A,DE,1997/1998
D2,1997-09-14,Cottbus,Meppen,1,0,H,1,0,H,DE,1997/1998
D2,1997-09-14,F Koln,Mainz,2,1,H,1,0,H,DE,1997/1998
D2,1997-09-14,Leipzig,CZ Jena,0,0,D,0,0,D,DE,1997/1998
D2,1997-09-14,Stuttgarter K,Unterhaching,2,3,A,2,2,D,DE,1997/1998
D2,1997-09-14,Wattenscheid,Greuther Furth,2,1,H,0,0,D,DE,1997/1998
D2,1997-09-15,Dusseldorf,St Pauli,1,3,A,0,1,A,DE,1997/1998
