Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,Country,Season
SP1,1993-05-09,Ath Bilbao,Albacete,4.0,1.0,H,ES,1993/1994
SP1,1993-05-09,Ath Madrid,Logrones,1.0,0.0,H,ES,1993/1994
SP1,1993-05-09,Barcelona,Sociedad,3.0,0.0,H,ES,1993/1994
SP1,1993-05-09,La Coruna,Celta,0.0,0.0,D,ES,1993/1994
SP1,1993-05-09,Osasuna,Real Madrid,1.0,4.0,A,ES,1993/1994
SP1,1993-05-09,Oviedo,Valencia,0.0,3.0,A,ES,1993/1994
SP1,1993-05-09,Santander,Vallecano,1.0,0.0,H,ES,1993/1994
SP1,1993-05-09,Tenerife,Lerida,1.0,0.0,H,ES,1993/1994
SP1,1993-05-09,Valladolid,Sp Gijon,0.0,1.0,A,ES,1993/1994
SP1,1993-05-09,Zaragoza,Sevilla,1.0,2.0,A,ES,1993/1994
SP1,1993-12-09,Albacete,Barcelona,0.0,0.0,D,ES,1993/1994
SP1,1993-12-09,Celta,Oviedo,1.0,1.0,D,ES,1993/1994
SP1,1993-12-09,Lerida,Ath Bilbao,1.0,2.0,A,ES,1993/1994
SP1,1993-12-09,Logrones,Santander,0.0,1.0,A,ES,1993/1994
SP1,1993-12-09,Real Madrid,Valladolid,1.0,3.0,A,ES,1993/1994
SP1,1993-12-09,Sevilla,Osasuna,1.0,1.0,D,ES,1993/1994
SP1,1993-12-09,Sociedad,Zaragoza,2.0,2.0,D,ES,1993/1994
SP1,1993-12-09,Sp Gijon,La Coruna,0.0,2.0,A,ES,1993/1994
SP1,1993-12-09,Valencia,Ath Madrid,2.0,2.0,D,ES,1993/1994
SP1,1993-12-09,Vallecano,Tenerife,4.0,3.0,H,ES,1993/1994
SP1,1993-09-19,Ath Bilbao,Barcelona,0.0,0.0,D,ES,1993/1994
SP1,1993-09-19,Ath Madrid,Celta,3.0,2.0,H,ES,1993/1994
SP1,1993-09-19,La Coruna,Real Madrid,4.0,0.0,H,ES,1993/1994
SP1,1993-09-19,Lerida,Vallecano,0.0,1.0,A,ES,1993/1994
SP1,1993-09-19,Osasuna,Sociedad,0.0,2.0,A,ES,1993/1994
SP1,1993-09-19,Oviedo,Sp Gijon,0.0,1.0,A,ES,1993/1994
SP1,1993-09-19,Santander,Valencia,0.0,1.0,A,ES,1993/1994
