Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SOH,SOD,SOA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5,GBAHH,GBAHA,GBAH,B365AHH,B365AHA,B365AH,Country,Season
E4,2003-09-13,Oxford,Mansfield,1,1,D,0,0,D,D Crick,14,12,7,5,7,12,5,4,0,2,0,0,1.66,3.4,4.5,1.7,3.45,4.5,1.7,3.2,3.7,1.615,3.5,4.5,1.67,3.4,4.5,1.66,3.4,4.5,1.72,3.4,4.0,1.71,2.0,,,,,,,EN,2003/2004
E4,2003-09-13,Scunthorpe,Swansea,2,2,D,1,1,D,P Prosser,4,4,3,3,22,17,12,5,6,2,0,1,2.25,3.25,2.75,2.25,3.3,2.85,2.2,3.0,2.6,2.25,3.2,2.75,2.25,3.25,2.75,2.25,3.25,2.75,2.2,3.2,2.8,1.71,2.0,,,,,,,EN,2003/2004
E4,2003-09-13,Yeovil,York,3,0,H,2,0,H,T Kettle,14,6,8,4,11,9,8,7,2,1,0,0,1.83,3.25,3.75,1.9,3.3,3.7,1.9,3.1,3.0,1.909,3.25,3.4,1.91,3.25,3.5,1.9,3.25,3.5,1.9,3.25,3.4,1.95,1.75,,,,,,,EN,2003/2004
E4,2003-09-16,Cheltenham,Oxford,0,0,D,0,0,D,A Hall,11,11,4,5,12,23,2,4,2,1,1,0,2.37,3.2,2.62,2.4,3.25,2.67,2.3,3.0,2.4,2.25,3.2,2.75,2.3,3.2,2.7,2.3,3.2,2.7,2.3,3.2,2.62,1.79,1.9,,,,,,,EN,2003/2004
E4,2003-09-16,Doncaster,Yeovil,0,1,A,0,1,A,K Wright,12,9,3,5,12,14,11,4,1,3,1,0,2.37,3.2,2.62,2.33,3.2,2.8,2.3,3.0,2.4,2.38,3.2,2.6,2.3,3.2,2.7,2.3,3.2,2.7,2.3,3.2,2.62,2.15,1.6,,,,,,,EN,2003/2004
E4,2003-09-16,Kidderminster,Scunthorpe,0,2,A,0,0,D,A Marriner,6,9,3,7,11,14,6,4,1,3,0,0,2.25,3.25,2.75,2.3,3.2,2.85,2.2,3.0,2.6,2.2,3.25,2.75,2.25,3.25,2.75,2.25,3.25,2.75,2.3,3.2,2.62,2.0,1.71,,,,,,,EN,2003/2004
E4,2003-09-16,Leyton Orient,Hull,1,1,D,1,1,D,K Hill,10,7,6,5,14,15,11,6,2,2,0,0,3.0,3.25,2.1,3.2,3.2,2.1,2.9,3.0,2.0,3.0,3.2,2.1,3.25,3.25,2.0,3.25,3.25,2.0,3.0,3.2,2.1,1.71,2.0,,,,,,,EN,2003/2004
E4,2003-09-16,Mansfield,Bury,5,3,H,3,1,H,M Atkinson,16,12,12,10,10,11,1,4,0,1,0,0,1.8,3.25,4.0,1.8,3.3,4.15,1.75,3.2,3.5,1.91,3.25,3.4,1.83,3.25,3.75,1.83,3.25,3.75,1.72,3.4,4.0,1.65,2.05,,,,,,,EN,2003/2004
E4,2003-09-16,Northampton,Carlisle,2,0,H,0,0,D,G Hegley,3,4,2,2,7,8,6,7,0,0,0,0,1.53,3.5,5.5,1.53,3.5,6.25,1.5,3.4,4.7,1.5,3.4,6.0,1.44,3.75,6.5,1.44,3.75,6.5,1.5,3.4,6.0,1.95,1.75,,,,,,,EN,2003/2004
E4,2003-09-16,Rochdale,Huddersfield,1,1,D,1,1,D,Howard Webb,10,17,7,9,14,14,6,7,4,1,0,0,2.25,3.25,2.75,2.35,3.2,2.77,2.2,3.0,2.6,2.25,3.2,2.75,2.25,3.25,2.75,2.25,3.25,2.75,2.3,3.2,2.62,1.95,1.75,,,,,,,EN,2003/2004
E4,2003-09-16,Southend,Lincoln,0,2,A,0,1,A,M Thorpe,8,13,6,5,7,12,7,4,0,1,0,0,2.1,3.25,3.0,2.15,3.25,3.05,2.1,3.0,2.8,2.25,3.2,2.75,2.1,3.25,3.0,2.1,3.25,3.0,2.1,3.2,3.0,2.25,1.55,,,,,,,EN,2003/2004
E4,2003-09-16,Swansea,Macclesfield,3,0,H,2,0,H,R Beeby,19,5,10,1,11,10,6,4,1,3,0,0,1.66,3.4,4.5,1.67,3.45,4.75,1.6,3.2,4.2,1.67,3.4,4.33,1.67,3.4,4.5,1.67,3.4,4.5,1.66,3.4,4.33,1.65,2.05,,,,,,,EN,2003/2004
E4,2003-09-16,Torquay,Bristol Rvs,2,1,H,2,0,H,P Armstrong,17,16,13,6,12,21,8,4,2,2,0,0,2.3,3.2,2.7,2.4,3.2,2.7,2.3,3.0,2.4,2.2,3.25,2.75,2.3,3.2,2.7,2.3,3.2,2.7,2.37,3.1,2.62,2.0,1.71,,,,,,,EN,2003/2004
E4,2003-09-16,York,Darlington,1,1,D,1,1,D,G Salisbury,16,10,8,6,7,10,8,9,1,3,0,1,1.9,3.25,3.5,2.0,3.25,3.45,2.0,3.1,2.8,1.91,3.2,3.5,1.91,3.25,3.5,1.91,3.25,3.5,2.1,3.2,3.0,1.95,1.75,,,,,,,EN,2003/2004
E4,2003-09-17,Boston,Cambridge,1,2,A,0,1,A,C Boyeson,15,8,5,2,18,11,11,3,4,2,0,0,2.2,3.25,2.8,2.27,3.2,2.85,2.2,3.0,2.6,2.25,3.2,2.75,2.25,3.2,2.8,2.25,3.2,2.8,2.25,3.2,2.75,1.71,2.0,,,,,,,EN,2003/2004
E4,2003-09-20,Boston,Bury,1,0,H,0,0,D,R Pearson,7,11,5,3,8,13,4,5,2,1,0,0,2.37,3.2,2.62,2.35,3.2,2.7,2.2,3.0,2.6,2.25,3.2,2.75,2.38,3.2,2.62,2.37,3.2,2.62,2.25,3.2,2.75,1.85,1.85,,,,,,,EN,2003/2004
E4,2003-09-20,Cheltenham,Cambridge,0,3,A,0,1,A,L Probert,19,8,10,6,12,15,6,4,4,0,0,0,1.8,3.4,3.75,1.83,3.3,3.9,1.75,3.2,3.5,1.667,3.4,4.333,1.73,3.25,4.33,1.72,3.25,4.33,1.72,3.4,4.0,1.71,2.0,,,,,,,EN,2003/2004
E4,2003-09-20,Doncaster,Oxford,2,0,H,1,0,H,M Pike,21,4,7,1,10,10,12,4,1,1,0,1,2.62,3.2,2.37,2.7,3.15,2.4,2.4,3.0,2.3,2.75,3.0,2.375,2.62,3.2,2.38,2.62,3.2,2.37,2.62,3.1,2.37,1.95,1.75,,,,,,,EN,2003/2004
E4,2003-09-20,Kidderminster,Lincoln,1,2,A,1,2,A,S Mathieson,12,12,5,3,14,7,6,4,0,1,0,0,2.1,3.25,3.0,2.15,3.2,3.0,2.1,3.0,2.8,2.1,3.2,3.0,2.1,3.25,3.0,2.1,3.25,3.0,2.2,3.2,2.8,1.95,1.75,,,,,,,EN,2003/2004
E4,2003-09-20,Leyton Orient,Scunthorpe,1,1,D,0,1,A,S Tomlin,5,5,3,5,10,10,6,3,1,1,0,0,2.37,3.2,2.62,2.45,3.15,2.65,2.3,3.0,2.4,2.375,3.2,2.6,2.38,3.2,2.62,2.37,3.2,2.62,2.4,3.1,2.6,1.85,1.85,,,,,,,EN,2003/2004
E4,2003-09-20,Mansfield,Yeovil,0,1,A,0,1,A,K Friend,9,16,6,12,8,8,6,4,2,1,0,0,2.2,3.25,2.8,2.05,3.2,3.3,2.0,3.0,2.9,2.1,3.2,3.0,2.1,3.25,3.0,2.1,3.25,3.0,2.0,3.2,3.2,,,,,,,,,EN,2003/2004
E4,2003-09-20,Northampton,Macclesfield,0,0,D,0,0,D,A Butler,7,3,4,3,11,8,8,4,0,3,0,0,1.53,3.5,5.5,1.6,3.45,5.2,1.6,3.3,4.0,1.667,3.25,4.5,1.57,3.4,5.5,1.57,3.4,5.5,1.57,3.5,5.0,1.71,2.0,,,,,,,EN,2003/2004
E4,2003-09-20,Rochdale,Hull,0,2,A,0,0,D,A Kaye,6,14,0,6,9,6,13,6,1,1,0,0,2.62,3.2,2.37,2.6,3.15,2.45,2.4,3.0,2.3,2.5,3.25,2.4,2.62,3.2,2.38,2.62,3.2,2.37,2.62,3.1,2.37,1.85,1.85,,,,,,,EN,2003/2004
E4,2003-09-20,Southend,Carlisle,2,2,D,2,0,H,T Kettle,18,9,8,8,13,21,5,5,0,2,0,0,1.9,3.25,3.5,1.85,3.3,3.8,1.9,3.1,3.0,1.8,3.4,3.6,1.91,3.25,3.5,1.9,3.25,3.5,1.9,3.25,3.4,1.9,1.79,,,,,,,EN,2003/2004
E4,2003-09-20,Swansea,Huddersfield,2,0,H,1,0,H,S Tanner,13,13,10,5,10,16,6,2,2,3,0,2,1.83,3.25,3.75,1.9,3.35,3.55,1.9,3.1,3.0,1.909,3.25,3.4,1.91,3.25,3.5,1.9,3.25,3.5,2.0,3.3,3.1,1.71,2.0,,,,,,,EN,2003/2004
E4,2003-09-20,Torquay,Darlington,2,2,D,2,1,H,M Fletcher,16,11,9,6,10,23,6,4,0,3,0,1,1.9,3.25,3.5,1.95,3.3,3.5,1.9,3.1,3.0,1.8,3.25,3.75,1.83,3.25,3.75,1.85,3.25,3.75,2.0,3.2,3.2,1.85,1.85,,,,,,,EN,2003/2004
E4,2003-09-20,York,Bristol Rvs,2,1,H,2,1,H,T Parkes,12,7,5,5,14,18,4,3,3,1,0,1,2.37,3.2,2.62,2.45,3.2,2.6,2.35,3.0,2.35,2.2,3.25,2.75,2.38,3.2,2.62,2.3,3.2,2.7,2.5,3.1,2.5,1.85,1.85,,,,,,,EN,2003/2004
E4,2003-09-27,Bristol Rvs,Cheltenham,2,0,H,1,0,H,P Walton,6,8,4,2,12,17,4,2,0,2,0,0,1.9,3.25,3.5,2.1,3.25,3.15,2.0,3.0,2.9,2.1,3.2,3.0,1.91,3.25,3.5,1.9,3.25,3.5,2.1,3.2,3.0,1.79,1.9,,,,,,,EN,2003/2004
E4,2003-09-27,Bury,Doncaster,1,3,A,1,2,A,A Hall,10,13,6,9,15,11,3,9,1,0,0,0,2.2,3.25,2.8,2.25,3.25,2.85,2.2,3.0,2.6,2.2,3.25,2.75,2.2,3.2,2.88,2.2,3.2,2.87,2.2,3.2,2.8,1.79,1.9,,,,,,,EN,2003/2004
E4,2003-09-27,Cambridge,Mansfield,1,2,A,0,1,A,L Cable,16,5,8,2,23,11,9,2,2,4,1,2,2.1,3.25,3.0,2.25,3.25,2.85,2.2,3.0,2.6,2.1,3.2,3.0,2.2,3.2,2.88,2.2,3.2,2.87,2.25,3.2,2.75,1.65,2.05,,,,,,,EN,2003/2004
E4,2003-09-27,Carlisle,Swansea,1,2,A,1,0,H,A Kaye,15,8,3,5,21,8,9,4,3,4,0,0,3.0,3.25,2.1,2.8,3.3,2.25,2.6,3.0,2.2,2.75,3.25,2.2,2.88,3.2,2.2,2.87,3.2,2.2,2.75,3.2,2.25,1.75,1.95,,,,,,,EN,2003/2004
E4,2003-09-27,Darlington,Boston,3,0,H,0,0,D,G Cain,15,9,7,4,7,11,6,10,0,1,0,0,1.83,3.25,3.75,1.88,3.25,3.8,1.85,3.1,3.2,1.8,3.25,3.75,1.83,3.25,3.75,1.85,3.25,3.75,1.9,3.2,3.5,2.05,1.65,,,,,,,EN,2003/2004
E4,2003-09-27,Huddersfield,Leyton Orient,3,0,H,1,0,H,K Wright,11,15,8,5,8,18,7,3,2,0,0,0,1.72,3.5,4.0,1.72,3.5,4.25,1.7,3.2,3.7,1.727,3.4,4.0,1.73,3.4,4.2,1.72,3.4,4.2,1.72,3.2,4.33,1.9,1.79,,,,,,,EN,2003/2004
E4,2003-09-27,Hull,Kidderminster,6,1,H,2,1,H,J Ross,12,7,8,2,9,13,2,6,0,2,0,0,1.44,3.75,6.5,1.45,3.75,6.55,1.45,3.6,4.8,1.4,3.75,7.0,1.44,3.75,6.5,1.44,3.75,6.5,1.44,3.6,6.5,1.65,2.05,,,,,,,EN,2003/2004
E4,2003-09-27,Lincoln,Rochdale,1,1,D,1,1,D,E Ilderton,10,4,3,2,11,13,9,4,2,2,0,1,1.9,3.25,3.5,2.1,3.25,3.1,2.0,3.0,2.9,2.0,3.4,3.0,2.0,3.25,3.25,2.0,3.25,3.25,2.1,3.2,3.0,2.05,1.65,,,,,,,EN,2003/2004
E4,2003-09-27,Macclesfield,York,0,0,D,0,0,D,A Marriner,9,14,3,6,8,10,9,10,0,2,0,0,2.37,3.2,2.62,2.35,3.25,2.68,2.3,3.0,2.4,2.25,3.2,2.75,2.25,3.25,2.75,2.25,3.25,2.75,2.3,3.2,2.62,1.95,1.75,,,,,,,EN,2003/2004
E4,2003-09-27,Oxford,Northampton,3,0,H,3,0,H,N Miller,18,7,11,2,13,5,8,0,2,1,0,0,1.9,3.25,3.5,1.92,3.3,3.55,1.85,3.1,3.2,1.909,3.25,3.4,1.91,3.25,3.5,1.9,3.25,3.5,1.9,3.25,3.4,1.95,1.75,,,,,,,EN,2003/2004
E4,2003-09-27,Scunthorpe,Southend,1,1,D,1,0,H,M Atkinson,8,10,3,5,22,14,4,7,0,2,0,0,1.61,3.4,5.0,1.7,3.4,4.5,1.7,3.2,3.7,1.571,3.5,5.0,1.62,3.4,5.0,1.61,3.4,5.0,1.72,3.4,4.0,1.65,2.05,,,,,,,EN,2003/2004
E4,2003-09-27,Yeovil,Torquay,0,2,A,0,1,A,I Williamson,18,14,11,8,12,11,7,3,0,0,0,0,1.8,3.25,4.0,1.75,3.4,4.25,1.75,3.2,3.5,1.727,3.4,4.0,1.8,3.25,4.0,1.8,3.25,4.0,1.72,3.4,4.0,,,,,,,,,EN,2003/2004
E4,2003-09-30,Bristol Rvs,Mansfield,1,3,A,0,3,A,I Williamson,9,11,4,6,14,14,6,3,2,1,0,0,2.1,3.25,3.0,2.15,3.25,3.1,2.1,3.0,2.8,2.2,3.25,2.75,2.2,3.25,2.8,2.2,3.25,2.8,2.2,3.2,2.8,1.79,1.9,,,,,,,EN,2003/2004
E4,2003-09-30,Bury,York,2,0,H,1,0,H,A Penn,12,4,8,1,10,15,6,1,2,2,0,0,2.3,3.2,2.7,2.35,3.2,2.75,2.2,3.0,2.6,2.38,3.2,2.6,2.38,3.2,2.62,2.3,3.2,2.7,2.3,3.2,2.62,1.85,1.85,,,,,,,EN,2003/2004
E4,2003-09-30,Cambridge,Doncaster,3,3,D,2,0,H,S Tomlin,13,19,11,13,16,14,3,10,1,3,0,0,2.2,3.25,2.8,2.05,3.25,3.3,2.0,3.0,2.9,2.0,3.2,3.2,2.1,3.25,3.0,2.1,3.25,3.0,2.0,3.2,3.2,1.79,1.9,,,,,,,EN,2003/2004
E4,2003-09-30,Carlisle,Leyton Orient,0,1,A,0,0,D,G Cain,11,8,5,4,9,12,3,9,1,1,0,0,2.2,3.25,2.8,2.2,3.2,3.0,2.1,3.0,2.8,2.25,3.2,2.75,2.2,3.2,2.88,2.2,3.2,2.88,2.1,3.2,3.0,1.79,1.9,,,,,,,EN,2003/2004
E4,2003-09-30,Darlington,Southend,0,0,D,0,0,D,M Pike,4,10,1,5,14,6,3,3,1,0,0,0,1.66,3.4,4.5,1.75,3.3,4.4,1.75,3.2,3.5,1.67,3.4,4.33,1.73,3.4,4.2,1.73,3.4,4.2,1.8,3.3,3.75,1.95,1.75,,,,,,,EN,2003/2004
E4,2003-09-30,Huddersfield,Kidderminster,1,0,H,1,0,H,K Friend,17,7,12,1,12,16,4,5,2,3,0,0,1.61,3.6,4.5,1.6,3.6,5.0,1.55,3.4,4.3,1.57,3.5,5.0,1.57,3.5,5.0,1.57,3.6,5.0,1.57,3.5,5.0,1.85,1.85,,,,,,,EN,2003/2004
E4,2003-09-30,Hull,Swansea,1,0,H,1,0,H,L Mason,17,11,9,5,11,12,8,4,0,5,0,1,1.72,3.5,4.0,1.8,3.4,4.0,1.75,3.2,3.5,1.73,3.4,4.0,1.8,3.25,4.0,1.8,3.25,4.0,1.8,3.3,3.75,1.55,2.25,,,,,,,EN,2003/2004
E4,2003-09-30,Lincoln,Northampton,0,0,D,0,0,D,B Curson,13,5,5,2,12,14,11,4,0,3,0,0,2.25,3.25,2.75,2.25,3.25,2.85,2.3,3.0,2.4,2.2,3.25,2.75,2.25,3.25,2.75,2.25,3.25,2.75,2.3,3.2,2.62,2.0,1.71,,,,,,,EN,2003/2004
E4,2003-09-30,Macclesfield,Rochdale,2,1,H,0,0,D,L Probert,19,8,11,5,12,15,7,5,1,3,0,0,2.2,3.25,2.8,2.25,3.25,2.85,2.2,3.0,2.6,2.25,3.2,2.75,2.25,3.25,2.75,2.25,3.2,2.8,2.2,3.2,2.8,1.85,1.85,,,,,,,EN,2003/2004
E4,2003-09-30,Scunthorpe,Cheltenham,5,2,H,2,1,H,P Joslin,10,9,10,8,5,10,6,12,0,2,0,0,2.0,3.25,3.25,1.95,3.25,3.6,2.0,3.0,2.9,1.91,3.25,3.4,2.0,3.25,3.25,2.0,3.25,3.25,2.0,3.2,3.2,1.79,1.9,,,,,,,EN,2003/2004
E4,2003-09-30,Yeovil,Boston,2,0,H,2,0,H,S Tanner,14,9,8,4,13,14,3,3,3,5,0,0,1.53,3.5,5.5,1.57,3.45,5.5,1.55,3.4,4.3,1.57,3.5,5.0,1.57,3.4,5.5,1.57,3.4,5.5,1.53,3.4,5.5,1.85,1.85,,,,,,,EN,2003/2004
E4,2003-01-10,Oxford,Torquay,1,0,H,0,0,D,L Cable,17,6,6,3,19,11,3,4,3,3,0,0,1.72,3.5,4.0,1.75,3.4,4.25,1.7,3.2,3.7,1.73,3.4,4.0,1.73,3.25,4.33,1.73,3.25,4.33,1.66,3.4,4.33,1.75,1.95,,,,,,,EN,2003/2004
E4,2003-04-10,Boston,Oxford,1,1,D,1,0,H,K Friend,9,12,6,5,13,7,3,11,3,3,0,0,2.75,3.25,2.25,2.8,3.25,2.3,2.6,3.0,2.2,2.75,3.25,2.2,2.8,3.25,2.2,2.8,3.25,2.2,2.8,3.2,2.2,1.9,1.79,,,,,,,EN,2003/2004
E4,2003-04-10,Cheltenham,Yeovil,3,1,H,2,1,H,A Marriner,9,10,5,6,9,9,2,11,1,2,0,0,2.6,3.2,2.4,2.4,3.25,2.6,2.35,3.0,2.35,2.375,3.2,2.6,2.5,3.2,2.5,2.5,3.2,2.5,2.5,3.25,2.4,1.71,2.0,,,,,,,EN,2003/2004
E4,2003-04-10,Doncaster,Bristol Rvs,5,1,H,3,0,H,E Ilderton,20,5,7,3,6,9,9,0,0,3,0,1,2.1,3.25,3.0,2.1,3.3,3.1,2.0,3.0,2.9,2.1,3.2,3.0,2.0,3.25,3.25,2.0,3.25,3.25,2.1,3.2,3.0,1.85,1.85,,,,,,,EN,2003/2004
E4,2003-04-10,Kidderminster,Carlisle,2,1,H,0,0,D,C Webster,13,9,9,4,14,10,7,3,4,1,0,0,1.9,3.25,3.5,1.9,3.25,3.75,1.9,3.1,3.0,2.1,3.2,3.0,1.91,3.25,3.5,1.9,3.25,3.5,1.9,3.25,3.4,1.85,1.85,,,,,,,EN,2003/2004
E4,2003-04-10,Leyton Orient,Macclesfield,2,0,H,2,0,H,T Parkes,10,6,3,2,23,7,8,4,3,3,0,0,2.1,3.25,3.0,2.1,3.25,3.2,2.1,3.0,2.8,2.1,3.2,3.0,2.1,3.25,3.0,2.1,3.25,3.0,2.2,3.1,2.87,1.75,1.95,,,,,,,EN,2003/2004
E4,2003-04-10,Mansfield,Darlington,3,1,H,1,1,D,T Kettle,18,5,10,2,14,26,11,1,0,7,0,1,1.8,3.25,4.0,1.72,3.4,4.5,1.7,3.2,3.7,1.667,3.4,4.333,1.67,3.4,4.5,1.66,3.4,4.5,1.72,3.4,4.0,1.9,1.79,,,,,,,EN,2003/2004
E4,2003-04-10,Northampton,Hull,1,5,A,0,2,A,M Atkinson,12,11,3,9,13,12,5,7,2,1,1,0,2.6,3.2,2.4,2.65,3.2,2.45,2.4,3.0,2.3,2.6,3.2,2.375,2.62,3.2,2.38,2.62,3.2,2.37,2.75,3.2,2.25,1.79,1.9,,,,,,,EN,2003/2004
E4,2003-04-10,Rochdale,Scunthorpe,2,0,H,0,0,D,K Wright,9,9,6,4,17,10,7,7,0,3,0,1,2.3,3.2,2.7,2.35,3.25,2.7,2.35,3.0,2.35,2.1,3.2,3.0,2.38,3.2,2.62,2.37,3.2,2.62,2.5,3.1,2.5,1.79,1.9,,,,,,,EN,2003/2004
E4,2003-04-10,Southend,Huddersfield,1,2,A,1,1,D,L Probert,19,9,13,6,12,18,10,4,0,4,0,0,2.5,3.2,2.5,2.6,3.2,2.45,2.4,3.0,2.3,2.625,3.4,2.25,2.62,3.2,2.38,2.62,3.2,2.37,2.62,3.1,2.37,1.75,1.95,,,,,,,EN,2003/2004
E4,2003-04-10,Swansea,Lincoln,2,2,D,1,2,A,M Evans,13,9,3,2,10,20,5,4,1,4,0,1,1.66,3.4,4.5,1.62,3.5,5.0,1.6,3.3,4.0,1.667,3.4,4.333,1.62,3.4,5.0,1.61,3.4,5.0,1.61,3.3,5.0,1.85,1.85,,,,,,,EN,2003/2004
E4,2003-04-10,Torquay,Bury,3,1,H,1,1,D,M Warren,21,5,10,2,14,18,12,4,0,3,0,1,1.66,3.4,4.5,1.66,3.5,4.7,1.65,3.2,3.9,1.615,3.5,4.5,1.67,3.4,4.5,1.66,3.4,4.5,1.66,3.4,4.33,1.71,2.0,,,,,,,EN,2003/2004
E4,2003-04-10,York,Cambridge,2,0,H,1,0,H,A Bates,10,16,7,6,15,10,2,7,0,1,0,0,2.1,3.25,3.0,2.15,3.25,3.1,2.1,3.0,2.8,2.1,3.2,3.0,2.2,3.2,2.88,2.2,3.2,2.87,2.2,3.2,2.8,1.79,1.9,,,,,,,EN,2003/2004
E4,2003-11-10,Boston,Cheltenham,3,1,H,2,1,H,L Mason,5,11,4,5,14,8,8,9,2,1,1,1,2.3,3.2,2.7,2.3,3.25,2.8,2.3,3.0,2.4,2.38,3.2,2.6,2.38,3.2,2.62,2.38,3.2,2.62,2.3,3.2,2.62,,,,,,,,,EN,2003/2004
E4,2003-11-10,Cambridge,Bury,1,2,A,0,2,A,P Crossley,13,10,4,7,12,15,6,6,1,3,0,0,1.83,3.25,3.75,1.83,3.25,3.95,1.8,3.1,3.4,1.91,3.2,3.5,1.91,3.25,3.5,1.91,3.25,3.5,1.83,3.2,3.75,,,,,,,,,EN,2003/2004
E4,2003-11-10,Darlington,Bristol Rvs,0,4,A,0,1,A,M Cowburn,12,11,6,9,7,17,7,6,0,0,0,0,2.1,3.25,3.0,2.05,3.25,3.25,2.0,3.0,2.9,1.91,3.4,3.25,2.1,3.25,3.0,2.1,3.25,3.0,2.0,3.2,3.2,,,,,,,,,EN,2003/2004
E4,2003-11-10,Huddersfield,Torquay,1,0,H,0,0,D,C Boyeson,22,6,16,0,17,12,5,2,2,2,0,0,1.9,3.25,3.5,1.85,3.25,3.95,1.8,3.1,3.4,1.8,3.25,3.75,1.91,3.25,3.5,1.91,3.25,3.5,1.83,3.2,3.75,,,,,,,,,EN,2003/2004
E4,2003-11-10,Kidderminster,Southend,1,2,A,0,1,A,A Hall,9,9,4,3,14,14,10,3,1,3,0,0,1.9,3.25,3.5,2.0,3.25,3.4,2.0,3.0,2.9,2.1,3.2,3.0,1.91,3.25,3.5,2.0,3.25,3.25,2.0,3.2,3.2,,,,,,,,,EN,2003/2004
E4,2003-11-10,Leyton Orient,Swansea,1,2,A,0,2,A,P Armstrong,5,2,2,2,11,10,8,2,1,2,0,0,2.5,3.2,2.5,2.65,3.2,2.4,2.4,3.0,2.3,2.38,3.2,2.6,2.62,3.25,2.38,2.6,3.2,2.4,2.62,3.1,2.37,,,,,,,,,EN,2003/2004
E4,2003-11-10,Macclesfield,Doncaster,1,3,A,1,1,D,S Tanner,11,7,5,3,11,11,17,3,1,4,1,0,2.4,3.2,2.6,2.5,3.2,2.55,2.35,3.0,2.35,2.38,3.2,2.6,2.5,3.2,2.5,2.5,3.2,2.5,2.5,3.1,2.5,,,,,,,,,EN,2003/2004
E4,2003-11-10,Mansfield,York,2,0,H,1,0,H,N Miller,17,7,9,4,13,12,9,7,0,3,0,0,1.8,3.25,4.0,1.73,3.4,4.3,1.7,3.2,3.7,1.62,3.5,4.5,1.73,3.25,4.33,1.73,3.25,4.33,1.72,3.4,4.0,,,,,,,,,EN,2003/2004
E4,2003-11-10,Oxford,Yeovil,1,0,H,1,0,H,F Stretton,9,8,4,5,18,10,2,5,0,1,0,0,1.83,3.25,3.75,1.85,3.25,3.95,1.85,3.1,3.2,1.8,3.4,3.6,1.83,3.5,3.5,1.83,3.4,3.6,1.9,3.25,3.4,,,,,,,,,EN,2003/2004
E4,2003-11-10,Rochdale,Northampton,1,1,D,0,0,D,C Webster,13,7,7,2,11,11,8,6,1,2,0,0,2.2,3.25,2.8,2.2,3.25,2.9,2.1,3.0,2.8,2.0,3.4,3.0,2.1,3.25,3.0,2.1,3.25,3.0,2.2,3.2,2.8,,,,,,,,,EN,2003/2004
E4,2003-11-10,Scunthorpe,Lincoln,1,3,A,0,2,A,J Winter,24,8,20,8,11,12,11,2,3,4,0,1,2.0,3.25,3.25,2.0,3.25,3.45,1.9,3.1,3.0,2.1,3.2,3.0,1.91,3.25,3.5,1.91,3.25,3.5,2.0,3.0,3.4,,,,,,,,,EN,2003/2004
E4,2003-12-10,Hull,Carlisle,2,1,H,1,0,H,M Fletcher,17,6,7,3,11,13,5,9,1,5,0,1,1.28,4.5,9.0,1.25,4.75,10.0,1.25,4.2,8.0,1.22,5.0,10.0,1.25,5.0,8.5,1.25,5.0,8.5,1.25,4.5,10.0,,,,,,,,,EN,2003/2004
E4,2003-10-17,Northampton,Scunthorpe,1,1,D,1,0,H,L Cable,4,11,3,11,24,16,4,12,2,5,0,0,2.0,3.25,3.25,2.0,3.25,3.4,2.1,3.0,2.8,2.0,3.2,3.2,2.0,3.25,3.25,2.1,3.25,3.0,2.1,3.2,3.0,,,,,,,,,EN,2003/2004
E4,2003-10-18,Bristol Rvs,Cambridge,0,2,A,0,0,D,M Fletcher,7,6,2,5,14,15,5,6,2,3,0,0,1.8,3.25,4.0,1.83,3.35,3.9,1.8,3.1,3.4,1.833,3.4,3.5,1.8,3.25,4.0,1.8,3.25,4.0,1.83,3.3,3.6,1.6,2.15,,,,,,,EN,2003/2004
E4,2003-10-18,Bury,Oxford,0,4,A,0,1,A,A Kaye,9,15,3,12,16,12,5,4,3,0,0,0,2.6,3.2,2.4,2.7,3.2,2.4,2.4,3.0,2.3,2.75,3.2,2.25,2.62,3.2,2.38,2.62,3.2,2.37,2.62,3.1,2.37,1.79,1.9,,,,,,,EN,2003/2004
E4,2003-10-18,Carlisle,Macclesfield,0,1,A,0,0,D,R Pearson,17,11,10,6,15,14,7,3,3,2,0,0,2.37,3.2,2.62,2.4,3.25,2.65,2.3,3.0,2.4,2.25,3.2,2.75,2.38,3.2,2.62,2.37,3.2,2.62,2.37,3.1,2.62,1.75,1.95,,,,,,,EN,2003/2004
E4,2003-10-18,Cheltenham,Rochdale,0,2,A,0,1,A,F Stretton,13,7,4,5,16,9,7,6,2,0,0,0,2.1,3.25,3.0,2.1,3.2,3.2,1.9,3.1,3.0,2.1,3.2,3.0,2.2,3.25,2.8,2.2,3.2,2.87,1.9,3.25,3.4,1.6,2.15,,,,,,,EN,2003/2004
E4,2003-10-18,Doncaster,Mansfield,4,2,H,1,1,D,M Halsey,15,9,9,5,9,8,11,7,0,0,0,0,2.25,3.25,2.75,2.25,3.2,2.9,2.2,3.0,2.6,2.2,3.25,2.75,2.2,3.25,2.8,2.2,3.2,2.87,2.3,3.2,2.62,1.71,2.0,,,,,,,EN,2003/2004
