Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,Country,Season
E4,1994-08-13,Barnet,Scunthorpe,1.0,2.0,A,EN,1994/1995
E4,1994-08-13,Bury,Rochdale,0.0,1.0,A,EN,1994/1995
E4,1994-08-13,Carlisle,Wigan,2.0,1.0,H,EN,1994/1995
E4,1994-08-13,Chesterfield,Scarborough,0.0,1.0,A,EN,1994/1995
E4,1994-08-13,Colchester,Torquay,1.0,3.0,A,EN,1994/1995
E4,1994-08-13,Darlington,Preston,0.0,0.0,D,EN,1994/1995
E4,1994-08-13,Fulham,Walsall,1.0,1.0,D,EN,1994/1995
E4,1994-08-13,Gillingham,Hartlepool,0.0,0.0,D,EN,1994/1995
E4,1994-08-13,Hereford,Doncaster,0.0,1.0,A,EN,1994/1995
E4,1994-08-13,Lincoln,Exeter,2.0,0.0,H,EN,1994/1995
E4,1994-08-20,Doncaster,Northampton,1.0,0.0,H,EN,1994/1995
E4,1994-08-20,Exeter,Bury,0.0,4.0,A,EN,1994/1995
E4,1994-08-20,Hartlepool,Darlington,1.0,0.0,H,EN,1994/1995
E4,1994-08-20,Hereford,Preston,0.0,2.0,A,EN,1994/1995
E4,1994-08-20,Mansfield,Colchester,2.0,0.0,H,EN,1994/1995
E4,1994-08-20,Rochdale,Chesterfield,4.0,1.0,H,EN,1994/1995
E4,1994-08-20,Scarborough,Barnet,0.0,1.0,A,EN,1994/1995
E4,1994-08-20,Scunthorpe,Fulham,1.0,2.0,A,EN,1994/1995
E4,1994-08-20,Torquay,Carlisle,1.0,1.0,D,EN,1994/1995
E4,1994-08-20,Walsall,Lincoln,2.0,1.0,H,EN,1994/1995
E4,1994-08-20,Wigan,Gillingham,0.0,3.0,A,EN,1994/1995
E4,1994-08-27,Barnet,Preston,2.0,1.0,H,EN,1994/1995
E4,1994-08-27,Bury,Hartlepool,2.0,0.0,H,EN,1994/1995
E4,1994-08-27,Carlisle,Scarborough,2.0,0.0,H,EN,1994/1995
E4,1994-08-27,Chesterfield,Mansfield,0.0,1.0,A,EN,1994/1995
E4,1994-08-27,Colchester,Doncaster,0.0,3.0,A,EN,1994/1995
E4,1994-08-27,Darlington,Exeter,2.0,0.0,H,EN,1994/1995
E4,1994-08-27,Fulham,Wigan,2.0,0.0,H,EN,1994/1995
E4,1994-08-27,Gillingham,Rochdale,1.0,1.0,D,EN,1994/1995
E4,1994-08-27,Hereford,Walsall,0.0,0.0,D,EN,1994/1995
E4,1994-08-27,Lincoln,Torquay,1.0,2.0,A,EN,1994/1995
E4,1994-08-27,Scunthorpe,Northampton,1.0,1.0,D,EN,1994/1995
E4,1994-08-30,Bury,Preston,0.0,0.0,D,EN,1994/1995
E4,1994-08-30,Doncaster,Fulham,0.0,0.0,D,EN,1994/1995
E4,1994-08-30,Exeter,Colchester,1.0,0.0,H,EN,1994/1995
