Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Country,Season
I1,1999-08-28,Bologna,Torino,0.0,0.0,D,0.0,0.0,D,IT,1999/2000
I1,1999-08-29,Fiorentina,Bari,1.0,0.0,H,0.0,0.0,D,IT,1999/2000
I1,1999-08-29,Inter,Verona,3.0,0.0,H,1.0,0.0,H,IT,1999/2000
I1,1999-08-29,Juventus,Reggina,1.0,1.0,D,1.0,0.0,H,IT,1999/2000
I1,1999-08-29,Lecce,Milan,2.0,2.0,D,0.0,0.0,D,IT,1999/2000
I1,1999-08-29,Perugia,Parma,1.0,1.0,D,0.0,0.0,D,IT,1999/2000
I1,1999-08-29,Piacenza,Roma,1.0,1.0,D,0.0,1.0,A,IT,1999/2000
I1,1999-08-29,Venezia,Udinese,1.0,1.0,D,0.0,0.0,D,IT,1999/2000
I1,1999-08-30,Lazio,Cagliari,2.0,1.0,H,1.0,0.0,H,IT,1999/2000
I1,1999-11-09,Bari,Lazio,0.0,0.0,D,0.0,0.0,D,IT,1999/2000
I1,1999-11-09,Reggina,Fiorentina,2.0,2.0,D,1.0,2.0,A,IT,1999/2000
I1,1999-11-09,Udinese,Piacenza,3.0,0.0,H,1.0,0.0,H,IT,1999/2000
I1,1999-12-09,Cagliari,Juventus,0.0,1.0,A,0.0,0.0,D,IT,1999/2000
I1,1999-12-09,Milan,Perugia,3.0,1.0,H,1.0,1.0,D,IT,1999/2000
I1,1999-12-09,Parma,Bologna,1.0,1.0,D,0.0,0.0,D,IT,1999/2000
I1,1999-12-09,Roma,Inter,0.0,0.0,D,0.0,0.0,D,IT,1999/2000
I1,1999-12-09,Torino,Venezia,2.0,1.0,H,0.0,1.0,A,IT,1999/2000
I1,1999-12-09,Verona,Lecce,2.0,0.0,H,2.0,0.0,H,IT,1999/2000
I1,1999-09-18,Bari,Milan,1.0,1.0,D,1.0,1.0,D,IT,1999/2000
I1,1999-09-18,Perugia,Cagliari,3.0,0.0,H,3.0,0.0,H,IT,1999/2000
I1,1999-09-19,Bologna,Reggina,0.0,1.0,A,0.0,0.0,D,IT,1999/2000
I1,1999-09-19,Fiorentina,Verona,4.0,1.0,H,2.0,0.0,H,IT,1999/2000
I1,1999-09-19,Inter,Parma,5.0,1.0,H,3.0,1.0,H,IT,1999/2000
I1,1999-09-19,Juventus,Udinese,4.0,1.0,H,3.0,0.0,H,IT,1999/2000
I1,1999-09-19,Lazio,Torino,3.0,0.0,H,2.0,0.0,H,IT,1999/2000
I1,1999-09-19,Piacenza,Lecce,1.0,1.0,D,1.0,1.0,D,IT,1999/2000
