Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Country,Season
D1,1997-01-08,Schalke 04,Leverkusen,2,1,H,0,1,A,DE,1997/1998
D1,1997-01-08,Stuttgart,Munich 1860,1,1,D,1,0,H,DE,1997/1998
D1,1997-02-08,Bayern Munich,Kaiserslautern,0,1,A,0,0,D,DE,1997/1998
D1,1997-02-08,Bochum,Bielefeld,1,0,H,0,0,D,DE,1997/1998
D1,1997-02-08,FC Koln,Duisburg,3,2,H,1,1,D,DE,1997/1998
D1,1997-02-08,Hansa Rostock,Wolfsburg,0,1,A,0,0,D,DE,1997/1998
D1,1997-02-08,Karlsruhe,Werder Bremen,3,1,H,1,0,H,DE,1997/1998
D1,1997-03-08,Hamburg,M'gladbach,2,2,D,0,1,A,DE,1997/1998
D1,1997-03-08,Hertha,Dortmund,1,1,D,1,1,D,DE,1997/1998
D1,1997-05-08,Bielefeld,Stuttgart,2,1,H,0,1,A,DE,1997/1998
D1,1997-05-08,Duisburg,Schalke 04,1,0,H,0,0,D,DE,1997/1998
D1,1997-05-08,Leverkusen,Bochum,3,2,H,0,1,A,DE,1997/1998
D1,1997-05-08,Munich 1860,Karlsruhe,2,2,D,1,1,D,DE,1997/1998
D1,1997-05-08,Werder Bremen,Hansa Rostock,1,1,D,1,0,H,DE,1997/1998
D1,1997-06-08,Dortmund,FC Koln,3,0,H,2,0,H,DE,1997/1998
D1,1997-06-08,Kaiserslautern,Hertha,1,0,H,0,0,D,DE,1997/1998
D1,1997-06-08,M'gladbach,Bayern Munich,1,1,D,1,0,H,DE,1997/1998
D1,1997-06-08,Wolfsburg,Hamburg,1,1,D,1,1,D,DE,1997/1998
D1,1997-08-08,Bochum,Duisburg,0,0,D,0,0,D,DE,1997/1998
D1,1997-08-08,Stuttgart,Leverkusen,1,0,H,1,0,H,DE,1997/1998
D1,1997-09-08,Bayern Munich,Wolfsburg,5,2,H,3,1,H,DE,1997/1998
D1,1997-09-08,FC Koln,Kaiserslautern,0,0,D,0,0,D,DE,1997/1998
D1,1997-09-08,Hansa Rostock,Hamburg,2,1,H,2,0,H,DE,1997/1998
D1,1997-09-08,Karlsruhe,Bielefeld,3,1,H,1,0,H,DE,1997/1998
