Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SOH,SOD,SOA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5,B365>2.5,B365<2.5,Country,Season
E2,2003-01-11,Leicester,Stoke,0,0,D,0,0,D,J P Robinson,11,13,3,7,12,22,9,4,2,3,1,1,1.4,3.75,7.5,1.4,4.0,7.0,1.45,3.6,5.8,1.4,3.75,7.0,1.44,3.75,6.5,1.444,3.75,6.5,1.44,3.6,6.5,1.65,1.95,1.72,2.0,EN,2002/2003
E2,2003-01-11,Millwall,Watford,4,0,H,2,0,H,P Taylor,16,8,9,3,15,20,6,6,2,3,0,0,2.1,3.25,3.0,2.05,3.25,3.2,2.0,3.1,3.2,2.0,3.2,3.2,2.1,3.25,3.0,2.1,3.25,3.0,2.1,3.2,3.0,1.75,1.85,1.9,1.8,EN,2002/2003
E2,2003-01-11,Norwich,Rotherham,1,1,D,0,1,A,C Webster,12,8,4,3,14,14,5,1,1,3,0,0,1.667,3.5,4.333,1.7,3.4,4.4,1.65,3.4,4.2,1.62,3.5,4.5,1.67,3.4,4.5,1.667,3.4,4.5,1.66,3.3,4.5,1.8,1.8,1.72,2.0,EN,2002/2003
E2,2003-01-11,Sheffield Weds,Reading,3,2,H,0,2,A,A Penn,9,8,4,5,8,5,3,10,1,1,0,0,2.5,3.2,2.5,2.5,3.2,2.5,2.6,3.1,2.3,2.5,3.25,2.4,2.5,3.2,2.5,2.5,3.2,2.5,2.62,3.1,2.37,1.9,1.7,2.0,1.72,EN,2002/2003
E2,2003-01-11,Walsall,Wolves,0,1,A,0,0,D,P Dowd,6,10,2,3,15,14,3,5,2,3,0,0,2.6,3.2,2.4,2.65,3.25,2.35,2.6,3.1,2.3,2.6,3.2,2.38,2.75,3.25,2.25,2.7,3.2,2.3,2.62,3.1,2.37,1.8,1.8,1.8,1.9,EN,2002/2003
E2,2003-01-11,Wimbledon,Grimsby,3,3,D,0,1,A,M Thorpe,16,10,9,6,7,11,11,2,1,0,0,0,1.727,3.5,4.0,1.75,3.4,4.1,1.75,3.2,4.0,1.62,3.25,5.0,1.73,3.4,4.2,1.727,3.4,4.2,1.8,3.3,3.75,1.7,1.9,1.8,1.9,EN,2002/2003
E2,2003-01-13,Portsmouth,Sheffield United,1,2,A,0,1,A,C Wilkes,18,8,8,7,13,14,6,4,0,2,0,0,1.727,3.25,4.333,1.8,3.3,4.0,1.9,3.0,3.6,1.73,3.4,4.0,1.8,3.25,4.0,1.8,3.25,4.0,1.8,3.1,4.0,1.8,1.8,1.72,2.0,EN,2002/2003
E2,2003-01-17,Sheffield United,Sheffield Weds,3,1,H,0,0,D,R Styles,22,14,16,8,14,19,8,2,2,3,0,0,1.667,3.4,4.5,1.7,3.3,4.5,1.7,3.2,4.2,1.67,3.25,4.5,1.62,3.4,5.0,1.571,3.4,5.5,1.61,3.3,5.0,1.9,1.7,1.9,1.8,EN,2002/2003
E2,2003-01-18,Brighton,Portsmouth,1,1,D,0,0,D,M Messias,10,7,3,2,10,9,5,7,1,2,0,0,3.5,3.25,1.909,3.25,3.4,2.0,3.2,3.1,2.0,4.0,3.2,1.8,3.25,3.25,2.0,3.25,3.25,2.0,3.75,3.3,1.8,1.75,1.85,1.8,1.9,EN,2002/2003
E2,2003-01-18,Crystal Palace,Burnley,1,1,D,0,1,A,M Cooper,16,6,9,4,12,18,13,5,1,4,0,0,1.727,3.25,4.333,1.8,3.25,4.2,1.85,3.1,3.6,1.67,3.4,4.33,1.73,3.25,4.33,1.727,3.25,4.333,1.8,3.25,3.8,1.75,1.85,1.72,2.0,EN,2002/2003
E2,2003-01-18,Gillingham,Leicester,3,2,H,2,0,H,R Olivier,15,9,11,5,13,18,3,5,1,2,0,0,2.75,3.25,2.25,2.85,3.4,2.2,2.8,3.1,2.2,2.75,3.2,2.25,2.88,3.2,2.2,2.875,3.2,2.2,2.87,3.1,2.2,1.85,1.75,2.0,1.72,EN,2002/2003
E2,2003-01-18,Grimsby,Millwall,0,2,A,0,1,A,E Ilderton,11,15,6,11,17,8,6,6,1,0,0,0,2.4,3.2,2.6,2.4,3.4,2.55,2.3,3.1,2.6,2.38,3.2,2.6,2.38,3.2,2.63,2.375,3.2,2.625,2.4,3.1,2.6,1.75,1.85,1.8,1.9,EN,2002/2003
E2,2003-01-18,Ipswich,Preston,3,0,H,1,0,H,C Boyeson,19,11,12,5,12,21,3,3,1,2,0,0,1.5,3.5,6.0,1.55,3.5,5.75,1.55,3.4,5.0,1.44,3.6,6.5,1.57,3.4,5.5,1.571,3.4,5.5,1.57,3.3,5.5,1.65,1.95,1.66,2.1,EN,2002/2003
E2,2003-01-18,Nott'm Forest,Coventry,1,1,D,1,0,H,T Parkes,15,5,8,3,6,8,10,3,0,1,0,1,2.1,3.25,3.0,2.0,3.4,3.25,2.1,3.1,3.0,2.0,3.4,3.0,2.1,3.25,3.0,2.1,3.25,3.0,2.2,3.2,2.8,1.75,1.85,1.8,1.9,EN,2002/2003
E2,2003-01-18,Reading,Walsall,0,0,D,0,0,D,P Joslin,15,10,4,4,14,13,6,2,2,3,0,0,1.727,3.5,4.0,1.66,3.5,4.7,1.7,3.2,4.2,1.67,3.4,4.33,1.67,3.4,4.5,1.667,3.4,4.5,1.66,3.4,4.33,1.8,1.8,2.0,1.72,EN,2002/2003
E2,2003-01-18,Rotherham,Bradford,3,2,H,1,1,D,A Leake,17,12,13,9,10,16,10,8,1,4,0,1,1.833,3.25,3.75,1.9,3.4,3.6,2.1,3.1,3.0,1.83,3.4,3.5,1.83,3.25,3.75,1.85,3.25,3.75,1.9,3.25,3.4,1.8,1.8,1.9,1.8,EN,2002/2003
E2,2003-01-18,Stoke,Derby,1,3,A,0,0,D,A Kaye,16,11,12,9,9,13,4,3,0,0,0,0,2.25,3.25,2.75,2.3,3.4,2.7,2.2,3.1,2.8,2.1,3.2,3.0,2.25,3.2,2.8,2.25,3.2,2.8,2.3,3.2,2.62,1.75,1.85,2.0,1.72,EN,2002/2003
E2,2003-01-18,Wolves,Wimbledon,1,1,D,1,0,H,S Tomlin,10,4,4,2,8,9,9,1,0,3,0,0,1.667,3.5,4.333,1.66,3.5,4.7,1.7,3.2,4.2,1.73,3.4,4.0,1.73,3.25,4.33,1.7,3.4,4.333,1.72,3.25,4.2,1.65,1.95,1.8,1.9,EN,2002/2003
E2,2003-01-19,Watford,Norwich,2,1,H,1,0,H,A Wiley,13,7,6,2,15,12,7,2,3,1,0,0,2.1,3.25,3.0,2.15,3.2,3.0,2.1,3.1,3.0,2.1,3.2,3.0,2.2,3.25,2.8,2.2,3.25,2.8,2.0,3.2,3.2,1.85,1.75,1.8,1.9,EN,2002/2003
E2,2003-01-25,Grimsby,Bradford,1,2,A,1,0,H,M Clattenburg,6,20,1,12,12,14,1,13,2,2,1,1,2.1,3.25,3.0,2.1,3.3,3.1,2.1,3.1,3.0,2.2,3.25,2.75,2.1,3.25,3.0,2.1,3.25,3.0,2.0,3.2,3.2,1.75,1.85,1.8,1.9,EN,2002/2003
E2,2003-01-25,Preston,Nott'm Forest,1,1,D,1,1,D,G Laws,14,16,9,9,16,20,5,7,2,2,0,0,2.5,3.2,2.5,2.6,3.2,2.45,2.5,3.0,2.5,2.4,3.25,2.5,2.62,3.2,2.38,2.62,3.2,2.38,2.5,3.1,2.5,1.8,1.8,1.83,1.83,EN,2002/2003
E2,2003-01-28,Reading,Leicester,1,3,A,0,3,A,M Warren,9,6,4,4,18,16,2,1,4,3,0,0,2.6,3.2,2.4,2.55,3.1,2.55,2.5,3.0,2.5,2.5,3.25,2.4,2.6,3.2,2.4,2.6,3.2,2.4,2.5,3.1,2.5,1.75,1.85,,,EN,2002/2003
E2,2003-02-01,Bradford,Ipswich,2,0,H,0,0,D,C Wilkes,18,8,12,3,12,13,6,4,1,1,0,1,2.75,3.25,2.25,3.0,3.25,2.15,2.8,3.1,2.2,3.0,3.4,2.0,2.8,3.2,2.25,2.8,3.2,2.25,3.5,3.4,1.83,1.65,1.95,,,EN,2002/2003
E2,2003-02-01,Burnley,Reading,2,5,A,0,2,A,R Pearson,12,10,8,7,10,16,5,4,1,3,0,0,2.0,3.25,3.25,2.1,3.25,3.1,2.0,3.2,3.1,1.91,3.4,3.25,2.0,3.25,3.25,2.0,3.25,3.25,2.0,3.2,3.2,1.85,1.75,,,EN,2002/2003
E2,2003-02-01,Coventry,Watford,0,1,A,0,0,D,T Parkes,10,15,6,8,10,8,8,1,1,1,1,0,1.9,3.25,3.5,1.85,3.35,3.75,1.8,3.1,3.8,1.8,3.25,3.75,1.91,3.25,3.5,1.91,3.25,3.5,1.9,3.2,3.5,1.7,1.9,,,EN,2002/2003
E2,2003-02-01,Derby,Rotherham,3,0,H,2,0,H,S Dunn,20,4,9,1,8,7,4,3,1,1,0,1,2.0,3.25,3.25,2.0,3.25,3.35,2.0,3.2,3.1,2.0,3.4,3.0,2.0,3.25,3.25,2.0,3.25,3.25,2.0,3.2,3.2,1.7,1.9,,,EN,2002/2003
E2,2003-02-01,Leicester,Crystal Palace,1,0,H,0,0,D,S Mathieson,11,5,4,3,11,10,8,5,2,1,0,0,1.72,3.5,4.0,1.75,3.35,4.25,1.75,3.2,4.0,1.67,3.4,4.33,1.73,3.25,4.33,1.73,3.25,4.33,1.72,3.2,4.33,1.7,1.9,,,EN,2002/2003
E2,2003-02-01,Millwall,Sheffield United,1,0,H,0,0,D,B Curson,9,7,2,4,14,15,5,3,4,0,0,0,2.4,3.2,2.6,2.55,3.3,2.45,2.5,3.0,2.5,2.75,3.2,2.25,2.6,3.2,2.4,2.6,3.2,2.4,2.37,3.1,2.62,1.7,1.9,,,EN,2002/2003
E2,2003-02-01,Norwich,Stoke,2,2,D,2,0,H,R Olivier,11,12,6,8,6,13,3,8,1,2,0,0,1.61,3.6,4.5,1.6,3.5,5.2,1.6,3.4,4.6,1.62,3.25,5.0,1.62,3.4,5.0,1.62,3.4,5.0,1.57,3.5,5.0,1.75,1.85,,,EN,2002/2003
E2,2003-02-01,Portsmouth,Grimsby,3,0,H,1,0,H,A Bates,19,7,11,3,10,11,9,6,0,1,0,0,1.4,3.75,7.5,1.4,3.8,7.75,1.4,3.7,6.5,1.36,3.75,8.0,1.4,3.75,7.5,1.4,3.75,7.5,1.4,3.75,7.0,1.6,2.05,,,EN,2002/2003
E2,2003-02-01,Preston,Gillingham,3,0,H,2,0,H,E Ilderton,11,12,5,5,12,6,2,9,1,1,0,0,2.25,3.25,2.75,2.25,3.3,2.8,2.3,3.0,2.7,2.25,3.2,2.75,2.3,3.2,2.7,2.3,3.2,2.7,2.2,3.1,2.87,1.7,1.9,,,EN,2002/2003
E2,2003-02-01,Sheffield Weds,Wolves,0,4,A,0,2,A,J Winter,12,15,5,8,12,9,6,3,0,1,0,0,2.62,3.2,2.37,2.8,3.3,2.25,2.7,3.0,2.3,2.88,3.4,2.1,2.7,3.2,2.3,2.7,3.2,2.3,2.8,3.2,2.2,1.9,1.7,,,EN,2002/2003
E2,2003-02-01,Walsall,Brighton,1,0,H,1,0,H,M Jones,8,10,7,6,14,15,3,15,1,1,0,0,1.83,3.25,3.75,1.85,3.35,3.75,1.9,3.2,3.4,1.8,3.25,3.75,1.85,3.25,3.75,1.85,3.25,3.75,1.83,3.3,3.6,1.9,1.7,,,EN,2002/2003
E2,2003-02-01,Wimbledon,Nott'm Forest,2,3,A,0,2,A,K Hill,10,14,5,10,11,14,4,4,0,0,0,0,2.37,3.2,2.62,2.45,3.3,2.55,2.4,3.0,2.6,2.25,3.2,2.75,2.5,3.2,2.5,2.5,3.2,2.5,2.4,3.1,2.6,1.9,1.7,,,EN,2002/2003
E2,2003-02-04,Brighton,Wimbledon,2,3,A,1,1,D,J Ross,11,12,5,6,22,15,5,3,2,3,1,0,2.375,3.2,2.625,2.37,3.33,2.62,2.3,3.0,2.7,2.25,3.2,2.75,2.38,3.2,2.62,2.25,3.2,2.75,2.5,3.1,2.5,1.75,1.85,,,EN,2002/2003
E2,2003-02-08,Brighton,Wolves,4,1,H,2,0,H,P Walton,11,12,8,6,9,16,4,7,0,2,0,0,3.0,3.25,2.1,3.25,3.25,2.05,2.9,3.0,2.2,2.75,3.25,2.2,2.88,3.2,2.2,3.1,3.2,2.1,3.5,3.2,1.9,1.65,1.95,1.8,1.9,EN,2002/2003
E2,2003-02-08,Coventry,Burnley,0,1,A,0,1,A,G Cain,21,9,10,5,7,9,12,6,1,1,0,0,1.8,3.4,3.75,1.8,3.25,3.95,1.75,3.2,4.0,1.73,3.4,4.0,1.73,3.4,4.0,1.75,3.4,4.0,1.72,3.4,4.0,1.8,1.8,1.83,1.83,EN,2002/2003
E2,2003-02-08,Grimsby,Stoke,2,0,H,2,0,H,C Wilkes,10,11,7,5,13,12,1,5,0,4,0,1,2.2,3.25,2.8,2.2,3.2,2.85,2.0,3.1,3.2,2.25,3.2,2.75,2.25,3.25,2.75,2.25,3.2,2.8,2.25,3.2,2.75,1.75,1.85,1.8,1.9,EN,2002/2003
E2,2003-02-08,Ipswich,Sheffield United,3,2,H,0,1,A,R Beeby,8,11,5,8,10,15,5,1,2,2,1,0,2.0,3.25,3.25,2.15,3.25,3.0,2.2,3.0,2.9,2.2,3.2,2.8,2.1,3.25,3.0,2.1,3.25,3.0,2.0,3.2,3.2,1.8,1.8,1.72,2.0,EN,2002/2003
E2,2003-02-08,Nott'm Forest,Crystal Palace,2,1,H,1,0,H,G Poll,10,6,4,2,14,10,11,12,2,0,0,0,1.909,3.25,3.5,1.95,3.25,3.55,2.0,3.1,3.2,1.91,3.2,3.5,1.91,3.25,3.5,1.909,3.25,3.5,1.9,3.25,3.4,1.7,1.9,1.83,1.83,EN,2002/2003
E2,2003-02-08,Portsmouth,Derby,6,2,H,3,0,H,C Penton,13,8,8,5,13,14,4,3,2,2,0,0,1.5,3.4,6.5,1.65,3.45,4.5,1.6,3.4,4.6,1.53,3.5,5.5,1.5,3.5,6.0,1.571,3.4,5.5,1.53,3.4,5.5,1.65,1.95,1.72,2.0,EN,2002/2003
E2,2003-02-08,Preston,Millwall,2,1,H,2,0,H,P Joslin,16,4,9,2,11,15,5,0,1,2,0,0,2.3,3.2,2.7,2.45,3.15,2.55,2.4,3.0,2.6,2.25,3.2,2.75,2.38,3.2,2.62,2.4,3.2,2.6,2.5,3.1,2.5,1.7,1.9,1.83,1.83,EN,2002/2003
E2,2003-02-08,Sheffield Weds,Norwich,2,2,D,0,2,A,M Cowburn,14,7,8,4,10,19,9,4,1,1,0,0,2.6,3.2,2.4,2.5,3.15,2.5,2.7,3.0,2.3,2.6,3.2,2.38,2.5,3.2,2.5,2.5,3.2,2.5,2.5,3.1,2.5,1.75,1.85,2.0,1.72,EN,2002/2003
E2,2003-02-08,Walsall,Leicester,1,4,A,0,2,A,U Rennie,12,9,6,6,17,16,7,2,1,0,0,0,3.0,3.25,2.1,3.15,3.2,2.05,3.2,3.1,2.0,3.0,3.4,2.0,3.0,3.25,2.1,3.0,3.25,2.1,3.0,3.2,2.1,1.75,1.85,1.8,1.9,EN,2002/2003
E2,2003-02-08,Watford,Rotherham,1,2,A,0,0,D,C Boyeson,9,10,6,6,14,18,5,9,2,2,0,0,1.727,3.25,4.333,1.8,3.3,3.85,1.8,3.1,3.8,1.67,3.4,4.33,1.73,3.25,4.33,1.727,3.25,4.333,1.66,3.3,4.5,1.7,1.9,1.72,2.0,EN,2002/2003
E2,2003-02-08,Wimbledon,Bradford,2,2,D,0,1,A,G Hegley,13,8,6,5,8,7,12,5,0,0,0,0,1.909,3.25,3.5,2.0,3.25,3.25,1.9,3.1,3.5,1.91,3.4,3.25,1.91,3.25,3.5,1.909,3.25,3.5,2.0,3.2,3.2,1.6,2.05,1.72,2.0,EN,2002/2003
E2,2003-02-10,Reading,Gillingham,2,1,H,1,1,D,P Rejer,14,12,3,6,8,9,5,5,0,2,0,0,1.727,3.25,4.333,1.9,3.3,3.65,1.8,3.1,3.8,2.0,3.4,3.0,1.8,3.25,4.0,1.8,3.25,4.0,1.83,3.2,3.75,1.85,1.75,2.0,1.72,EN,2002/2003
E2,2003-02-15,Bradford,Brighton,0,1,A,0,1,A,G Salisbury,13,16,7,10,9,9,6,6,4,2,0,0,1.8,3.25,4.0,1.87,3.25,3.8,1.8,3.2,3.7,1.8,3.25,3.75,1.83,3.25,3.75,1.833,3.25,3.75,1.8,3.3,3.75,1.7,1.9,1.83,1.83,EN,2002/2003
E2,2003-02-22,Reading,Rotherham,3,0,H,3,0,H,M Thorpe,14,10,8,4,12,15,6,4,1,1,0,0,1.727,3.25,4.333,1.9,3.25,3.7,1.8,3.2,3.7,1.73,3.5,3.75,1.73,3.4,4.0,1.833,3.25,3.8,1.83,3.2,3.75,1.75,1.85,1.83,1.83,EN,2002/2003
E2,2003-02-22,Sheffield United,Norwich,0,1,A,0,0,D,N Ryan,11,12,5,10,13,14,2,4,3,2,2,0,1.8,3.25,4.0,1.75,3.4,4.2,1.7,3.2,4.2,1.67,3.4,4.33,1.67,3.4,4.5,1.8,3.25,4.0,1.72,3.25,4.2,1.7,1.9,1.9,1.8,EN,2002/2003
E2,2003-02-22,Walsall,Watford,2,0,H,1,0,H,P Crossley,11,12,9,6,11,11,9,5,2,1,0,0,2.5,3.2,2.5,2.5,3.2,2.55,2.4,3.2,2.4,2.5,3.2,2.5,2.5,3.2,2.5,2.4,3.2,2.6,2.4,3.1,2.6,1.75,1.85,1.9,1.8,EN,2002/2003
E2,2003-02-25,Gillingham,Norwich,1,0,H,0,0,D,C Penton,14,7,9,4,13,14,5,4,2,1,0,0,2.25,3.25,2.75,2.25,3.25,2.75,2.2,3.2,2.8,,,,,,,,,,,,,1.8,1.8,1.9,1.8,EN,2002/2003
E2,2003-02-25,Wolves,Watford,0,0,D,0,0,D,A Kaye,11,6,4,3,7,15,5,4,0,1,0,0,1.67,3.4,4.5,1.667,3.4,4.5,1.72,3.25,4.2,,,,,,,,,,,,,1.7,1.9,1.8,1.9,EN,2002/2003
E2,2003-02-26,Stoke,Walsall,1,0,H,1,0,H,P Armstrong,14,8,8,4,9,16,7,0,0,3,0,0,2.25,3.25,2.75,2.25,3.25,2.75,2.25,3.2,2.75,,,,,,,,,,,,,1.75,1.85,1.83,1.83,EN,2002/2003
E2,2003-02-28,Rotherham,Sheffield United,1,2,A,0,1,A,A Kaye,5,6,1,1,21,18,5,4,7,2,0,0,2.375,3.2,2.625,2.5,3.3,2.55,2.3,3.0,2.7,2.5,3.25,2.4,2.38,3.2,2.63,2.4,3.2,2.6,2.5,3.1,2.5,1.8,1.8,1.83,1.83,EN,2002/2003
E2,2003-03-01,Bradford,Walsall,1,2,A,0,0,D,R Pearson,12,7,7,4,12,16,15,3,3,2,0,0,1.909,3.25,3.5,1.92,3.3,3.65,1.85,3.2,3.5,1.8,3.25,3.75,1.91,3.25,3.5,1.909,3.25,3.5,1.9,3.25,3.4,1.7,1.9,1.8,1.9,EN,2002/2003
E2,2003-03-01,Derby,Leicester,1,1,D,0,1,A,A D'Urso,13,9,8,5,14,13,4,6,0,1,0,0,2.8,3.25,2.2,2.85,3.3,2.25,2.9,3.0,2.2,2.75,3.2,2.25,2.8,3.25,2.2,2.8,3.25,2.2,2.8,3.2,2.2,1.65,1.95,1.8,1.9,EN,2002/2003
E2,2003-03-01,Gillingham,Brighton,3,0,H,0,0,D,P Walton,9,12,8,6,8,8,5,8,1,2,0,0,1.909,3.25,3.5,1.88,3.35,3.75,1.8,3.2,3.7,1.73,3.4,4.0,1.91,3.25,3.5,1.909,3.25,3.5,1.83,3.3,3.6,1.75,1.85,2.0,1.72,EN,2002/2003
E2,2003-03-01,Grimsby,Coventry,0,2,A,0,1,A,K Hill,5,10,2,4,14,21,6,4,0,2,0,0,2.3,3.2,2.7,2.47,3.2,2.62,2.4,3.1,2.5,2.2,3.25,2.75,2.38,3.2,2.63,2.375,3.2,2.625,2.3,3.2,2.62,1.8,1.8,1.9,1.8,EN,2002/2003
E2,2003-03-01,Millwall,Portsmouth,0,5,A,0,4,A,H Webb,12,11,4,7,8,6,7,2,3,2,0,0,2.8,3.25,2.2,2.85,3.3,2.25,2.7,3.0,2.3,2.75,3.25,2.2,2.8,3.25,2.2,2.875,3.2,2.2,2.75,3.2,2.25,1.8,1.8,1.83,1.83,EN,2002/2003
E2,2003-03-01,Sheffield Weds,Preston,0,1,A,0,0,D,M Halsey,12,16,4,10,11,20,6,6,2,2,0,0,2.375,3.2,2.625,2.4,3.2,2.7,2.4,3.0,2.6,2.25,3.2,2.75,2.25,3.25,2.75,2.25,3.25,2.75,2.37,3.1,2.62,1.75,1.85,1.83,1.83,EN,2002/2003
E2,2003-03-01,Stoke,Burnley,0,1,A,0,0,D,P Joslin,6,5,3,2,11,15,9,2,0,0,0,0,2.6,3.2,2.4,2.6,3.2,2.5,2.5,3.1,2.4,2.5,3.25,2.4,2.63,3.2,2.38,2.6,3.2,2.4,2.5,3.25,2.4,1.8,1.8,1.8,1.9,EN,2002/2003
E2,2003-03-01,Watford,Nott'm Forest,1,1,D,1,0,H,A Hall,13,12,8,9,16,15,3,6,4,1,0,0,2.375,3.2,2.625,2.4,3.2,2.7,2.4,3.0,2.6,2.25,3.4,2.62,2.38,3.2,2.63,2.4,3.2,2.6,2.3,3.2,2.62,1.75,1.85,1.9,1.8,EN,2002/2003
E2,2003-03-01,Wimbledon,Reading,2,0,H,1,0,H,T Parkes,14,10,8,4,10,8,4,3,0,0,0,0,2.7,3.2,2.3,2.7,3.3,2.35,2.6,3.1,2.3,2.75,3.25,2.2,2.75,3.25,2.25,2.75,3.2,2.3,2.8,3.2,2.2,1.65,1.95,1.83,1.83,EN,2002/2003
E2,2003-03-01,Wolves,Crystal Palace,4,0,H,1,0,H,J P Robinson,15,4,8,4,9,12,5,4,1,0,0,0,1.727,3.5,4.0,1.73,3.5,4.25,1.75,3.2,4.0,1.67,3.4,4.33,1.73,3.25,4.33,1.75,3.2,4.333,1.72,3.2,4.33,1.8,1.8,1.8,1.9,EN,2002/2003
E2,2003-03-02,Norwich,Ipswich,0,2,A,0,0,D,G Laws,12,10,5,5,13,16,8,6,2,0,0,0,2.375,3.2,2.625,2.35,3.3,2.7,2.4,3.0,2.6,2.25,3.2,2.75,2.38,3.2,2.63,2.375,3.2,2.625,2.37,3.1,2.62,1.85,1.75,1.9,1.8,EN,2002/2003
E2,2003-03-04,Bradford,Leicester,0,0,D,0,0,D,G Cain,8,15,4,7,9,12,1,9,1,2,0,0,3.25,3.25,2.0,3.3,3.25,2.03,3.5,3.1,1.9,3.4,3.25,1.91,3.5,3.25,1.91,3.5,3.25,1.91,3.4,3.25,1.9,1.75,1.85,1.8,1.9,EN,2002/2003
E2,2003-03-04,Gillingham,Nott'm Forest,1,4,A,0,2,A,S Bennett,14,9,6,6,11,14,6,3,1,1,0,0,2.37,3.2,2.62,2.4,3.15,2.7,2.3,3.1,2.6,2.2,3.25,2.75,2.38,3.2,2.62,2.3,3.2,2.7,2.3,3.2,2.62,1.8,1.8,1.9,1.8,EN,2002/2003
E2,2003-03-04,Grimsby,Sheffield United,1,4,A,1,3,A,P Dowd,9,22,6,15,12,12,4,9,4,2,1,0,2.75,3.25,2.25,3.0,3.2,2.2,2.9,3.0,2.2,3.0,3.4,2.0,3.0,3.25,2.1,3.0,3.25,2.1,2.8,3.2,2.2,1.75,1.85,1.83,1.83,EN,2002/2003
E2,2003-03-04,Millwall,Burnley,1,1,D,0,1,A,M Cooper,15,7,8,5,8,18,8,5,0,7,0,0,2.25,3.25,2.75,2.3,3.2,2.8,2.2,3.1,2.8,2.38,3.2,2.6,2.25,3.25,2.75,2.25,3.25,2.75,2.2,3.25,2.75,1.7,1.9,1.83,1.83,EN,2002/2003
E2,2003-03-04,Rotherham,Walsall,0,0,D,0,0,D,G Salisbury,8,4,6,1,3,8,9,2,0,2,0,0,1.8,3.25,4.0,1.9,3.3,3.65,1.8,3.2,3.7,1.91,3.2,3.5,1.83,3.25,3.75,1.83,3.25,3.75,1.83,3.2,3.75,1.8,1.8,1.9,1.8,EN,2002/2003
E2,2003-03-04,Watford,Preston,0,1,A,0,1,A,J Ross,9,7,4,4,15,19,8,9,2,0,1,0,1.83,3.25,3.75,2.0,3.3,3.35,1.8,3.2,3.7,1.8,3.25,3.75,1.83,3.25,3.75,1.85,3.25,3.75,1.83,3.3,3.6,1.75,1.85,1.83,1.83,EN,2002/2003
E2,2003-03-04,Wimbledon,Portsmouth,2,1,H,0,1,A,P Walton,7,7,4,6,7,14,4,5,0,2,0,0,3.25,3.25,2.0,3.5,3.25,1.97,3.5,3.1,1.9,3.5,3.2,1.91,3.25,3.25,2.0,3.25,3.25,2.0,3.4,3.25,1.9,1.65,1.95,1.72,2.0,EN,2002/2003
E2,2003-03-05,Derby,Crystal Palace,0,1,A,0,0,D,A Leake,11,7,6,4,23,7,5,6,2,0,0,0,2.2,3.25,2.8,2.2,3.2,3.0,2.1,3.1,3.0,2.2,3.25,2.75,2.2,3.25,2.8,2.2,3.25,2.8,2.1,3.2,3.0,1.75,1.85,1.83,1.83,EN,2002/2003
E2,2003-03-05,Norwich,Reading,0,1,A,0,0,D,S Baines,10,13,3,6,13,6,7,5,2,0,0,0,2.3,3.2,2.7,2.3,3.15,2.85,2.3,3.1,2.6,2.2,3.25,2.75,2.25,3.25,2.75,2.25,3.25,2.75,2.25,3.3,2.62,1.8,1.8,2.0,1.72,EN,2002/2003
E2,2003-03-05,Sheffield Weds,Coventry,5,1,H,1,0,H,M Warren,14,5,6,1,11,10,5,7,0,1,0,0,2.5,3.2,2.5,2.55,3.2,2.5,2.5,3.0,2.5,2.5,3.25,2.4,2.5,3.2,2.5,2.5,3.2,2.5,2.5,3.25,2.4,1.85,1.75,2.0,1.72,EN,2002/2003
E2,2003-03-05,Stoke,Brighton,1,0,H,0,0,D,M Messias,11,5,4,3,9,17,8,3,2,1,0,0,2.25,3.25,2.75,2.2,3.2,3.0,2.2,3.1,2.8,2.25,3.2,2.75,2.25,3.25,2.75,2.25,3.25,2.75,2.2,3.2,2.8,1.9,1.7,2.0,1.72,EN,2002/2003
E2,2003-03-05,Wolves,Ipswich,1,1,D,0,0,D,M Jones,10,2,4,2,7,8,7,1,0,2,0,0,1.9,3.25,3.5,1.9,3.3,3.65,1.9,3.1,3.5,1.8,3.4,3.6,1.91,3.25,3.5,1.91,3.25,3.5,1.9,3.4,3.25,1.75,1.85,1.8,1.9,EN,2002/2003
E2,2003-03-08,Bradford,Crystal Palace,2,1,H,0,1,A,E Evans,16,10,8,8,15,14,9,3,1,3,0,0,2.3,3.2,2.7,2.32,3.25,2.75,2.4,3.2,2.4,2.25,3.2,2.75,2.25,3.25,2.75,2.25,3.2,2.8,2.3,3.2,2.62,1.75,1.85,1.83,1.83,EN,2002/2003
E2,2003-03-08,Brighton,Rotherham,2,0,H,0,0,D,M Warren,12,9,4,6,18,19,8,6,2,4,0,0,2.25,3.25,2.75,2.4,3.4,2.55,2.2,3.2,2.7,2.1,3.4,2.8,2.38,3.2,2.62,2.3,3.2,2.7,2.3,3.2,2.62,1.7,1.9,1.83,1.83,EN,2002/2003
E2,2003-03-08,Coventry,Wimbledon,2,2,D,1,1,D,J P Robinson,9,16,3,10,15,12,6,8,1,2,1,0,2.1,3.25,3.0,2.0,3.25,3.4,2.1,3.2,2.9,1.8,3.5,3.5,2.1,3.25,3.0,2.1,3.25,3.0,2.2,3.25,2.75,1.75,1.85,1.9,1.8,EN,2002/2003
