Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SOH,SOD,SOA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5,B365>2.5,B365<2.5,Country,Season
E2,2002-11-30,Gillingham,Stoke,1,1,D,0,0,D,J Ross,14,14,9,3,16,13,2,3,0,1,0,0,1.727,3.25,4.333,1.71,3.41,4.6,1.7,3.2,4.2,1.67,3.25,4.5,1.73,3.25,4.33,1.727,3.25,4.333,1.66,3.3,4.5,1.8,1.8,2.25,2.1,EN,2002/2003
E2,2002-11-30,Grimsby,Leicester,1,2,A,0,1,A,M Dean,16,18,10,13,16,16,13,11,2,4,0,1,3.25,3.25,2.0,3.4,3.25,2.0,3.2,3.1,2.0,3.2,3.2,2.0,3.25,3.25,2.0,3.25,3.25,2.0,3.4,3.0,2.0,1.75,1.85,3.75,2.1,EN,2002/2003
E2,2002-11-30,Millwall,Bradford,1,0,H,0,0,D,P Danson,11,4,2,1,12,16,1,5,2,2,0,1,1.533,3.5,5.5,1.6,3.45,5.3,1.55,3.5,4.8,1.57,3.5,5.0,1.62,3.4,5.0,1.6,3.4,5.0,1.5,3.6,5.5,1.65,1.95,1.9,2.25,EN,2002/2003
E2,2002-11-30,Norwich,Derby,1,0,H,0,0,D,R Styles,9,7,5,2,17,19,7,9,2,4,0,0,1.727,3.25,4.333,1.75,3.35,4.25,1.7,3.2,4.2,1.67,3.4,4.33,1.8,3.25,4.0,1.8,3.25,4.0,1.66,3.3,4.5,1.8,1.8,2.25,2.1,EN,2002/2003
E2,2002-11-30,Nott'm Forest,Ipswich,2,1,H,1,0,H,P Armstrong,11,13,7,7,13,6,6,10,2,1,1,0,2.1,3.25,3.0,2.01,3.25,3.55,2.0,3.1,3.2,1.91,3.25,3.4,2.0,3.25,3.25,2.1,3.25,3.0,2.1,3.1,3.1,1.8,1.8,2.62,2.1,EN,2002/2003
E2,2002-11-30,Portsmouth,Walsall,3,2,H,1,1,D,G Hegley,13,10,8,6,14,22,5,7,3,3,0,0,1.364,4.0,7.5,1.4,3.96,7.5,1.35,4.0,7.0,1.4,3.75,7.0,1.36,4.0,7.5,1.4,3.75,7.5,1.33,4.0,8.0,1.65,1.95,1.66,2.5,EN,2002/2003
E2,2002-11-30,Rotherham,Wolves,0,0,D,0,0,D,J P Robinson,9,7,5,3,15,18,4,6,2,3,0,0,2.7,3.2,2.3,2.9,3.2,2.3,2.7,3.0,2.3,2.75,3.2,2.25,2.75,3.25,2.25,2.7,3.2,2.3,2.75,3.2,2.25,1.75,1.85,3.4,2.05,EN,2002/2003
E2,2002-11-30,Sheffield United,Crystal Palace,2,1,H,1,0,H,G Laws,10,14,7,9,9,16,6,8,0,3,0,0,1.833,3.25,3.75,1.95,3.25,3.55,2.0,3.1,3.2,1.91,3.25,3.4,1.83,3.4,3.6,1.85,3.4,3.6,2.0,3.0,3.4,1.8,1.8,2.4,2.1,EN,2002/2003
E2,2002-11-30,Watford,Burnley,2,1,H,1,0,H,R Olivier,11,14,5,5,15,15,3,11,1,2,0,1,2.1,3.25,3.0,2.11,3.25,3.25,2.0,3.1,3.2,2.2,3.2,2.8,2.1,3.25,3.0,2.1,3.25,3.0,2.0,3.2,3.2,1.75,1.85,2.62,2.1,EN,2002/2003
E2,2002-11-30,Wimbledon,Sheffield Weds,3,0,H,1,0,H,L Cable,15,8,4,1,17,12,7,9,1,1,0,1,1.667,3.5,4.333,1.75,3.41,4.3,1.7,3.2,4.2,1.62,3.5,4.5,1.67,3.4,4.5,1.667,3.4,4.5,1.72,3.4,4.0,1.75,1.95,2.1,2.25,EN,2002/2003
E2,2002-12-07,Bradford,Gillingham,1,3,A,1,0,H,M Ryan,8,10,5,3,13,12,4,3,1,0,0,0,2.3,3.2,2.7,2.3,3.3,2.8,2.3,3.1,2.6,2.25,3.4,2.62,2.25,3.25,2.75,2.25,3.25,2.75,2.37,3.1,2.62,1.75,1.85,1.9,1.8,EN,2002/2003
E2,2002-12-07,Burnley,Nott'm Forest,1,0,H,1,0,H,L Cable,7,6,5,2,18,10,5,7,1,1,0,0,2.375,3.2,2.625,2.35,3.25,2.75,2.3,3.1,2.6,2.38,3.2,2.6,2.38,3.2,2.63,2.375,3.2,2.625,2.3,3.1,2.75,1.85,1.75,1.8,1.9,EN,2002/2003
E2,2002-12-07,Crystal Palace,Millwall,1,0,H,0,0,D,P Dowd,11,7,4,2,11,21,5,1,2,4,0,0,2.2,3.25,2.8,2.2,3.3,2.9,2.2,3.1,2.8,2.2,3.2,2.8,2.25,3.2,2.8,2.25,3.2,2.8,2.2,3.2,2.8,1.8,1.8,1.9,1.8,EN,2002/2003
E2,2002-12-07,Derby,Watford,3,0,H,1,0,H,M Jones,13,10,12,8,17,16,7,3,2,2,0,0,2.1,3.25,3.0,2.0,3.3,3.4,2.0,3.2,3.1,1.91,3.25,3.4,2.0,3.25,3.25,2.0,3.25,3.25,2.0,3.2,3.2,1.7,1.9,1.8,1.9,EN,2002/2003
E2,2002-12-07,Ipswich,Rotherham,1,2,A,1,2,A,S Tomlin,18,8,10,5,11,12,7,1,3,3,0,0,1.667,3.4,4.5,1.7,3.5,4.8,1.65,3.3,4.4,1.62,3.5,4.5,1.67,3.4,4.5,1.667,3.4,4.5,1.66,3.3,4.5,1.65,1.95,1.8,1.9,EN,2002/2003
E2,2002-12-07,Leicester,Sheffield United,0,0,D,0,0,D,P Joslin,13,4,5,1,13,20,11,2,2,2,0,0,1.667,3.4,4.5,1.75,3.45,4.55,1.7,3.2,4.2,1.62,3.5,4.5,1.67,3.4,4.5,1.667,3.4,4.5,1.72,3.25,4.2,1.75,1.85,1.72,2.0,EN,2002/2003
E2,2002-12-07,Preston,Wimbledon,3,5,A,2,1,H,A Kaye,17,12,9,10,18,10,5,2,0,2,0,0,2.0,3.25,3.25,2.0,3.3,3.4,2.0,3.1,3.2,2.0,3.4,3.0,2.0,3.25,3.25,2.0,3.25,3.25,2.0,3.2,3.2,1.65,1.95,1.8,1.9,EN,2002/2003
E2,2002-12-07,Reading,Portsmouth,0,0,D,0,0,D,A Leake,12,7,3,3,4,10,5,2,0,1,0,0,2.6,3.2,2.4,2.8,3.3,2.31,2.6,3.1,2.3,2.5,3.2,2.5,2.75,3.25,2.25,2.75,3.25,2.25,2.75,3.2,2.25,1.8,1.8,1.83,1.83,EN,2002/2003
E2,2002-12-07,Sheffield Weds,Brighton,1,1,D,0,1,A,C Webster,13,8,10,5,11,21,2,5,1,3,0,0,2.1,3.25,3.0,2.1,3.3,3.15,2.1,3.1,3.0,2.2,3.25,2.75,2.2,3.25,2.8,2.2,3.25,2.8,2.1,3.2,3.0,1.8,1.8,1.9,1.8,EN,2002/2003
E2,2002-12-07,Stoke,Coventry,1,2,A,1,2,A,A Hall,6,7,3,3,18,9,9,3,5,6,2,0,2.4,3.2,2.6,2.55,3.3,2.5,2.5,3.1,2.4,2.5,3.25,2.4,2.6,3.2,2.4,2.6,3.2,2.4,2.62,3.2,2.3,1.85,1.75,1.9,1.8,EN,2002/2003
E2,2002-12-07,Walsall,Grimsby,3,1,H,1,1,D,R Pearson,11,10,5,5,10,10,2,7,1,2,0,0,1.833,3.25,3.75,1.85,3.35,4.0,1.85,3.2,3.5,1.8,3.4,3.6,1.83,3.25,3.75,1.85,3.25,3.75,1.9,3.2,3.5,1.7,1.9,1.83,1.83,EN,2002/2003
E2,2002-12-07,Wolves,Norwich,1,0,H,1,0,H,A D'Urso,10,5,7,4,14,8,7,3,1,1,0,0,1.909,3.25,3.5,1.85,3.35,4.0,1.85,3.1,3.6,1.8,3.5,3.5,1.91,3.25,3.5,1.909,3.25,3.5,1.83,3.2,3.75,1.65,1.95,1.72,2.0,EN,2002/2003
E2,2002-12-10,Brighton,Ipswich,1,1,D,1,0,H,D Pugh,9,12,5,8,14,6,4,7,0,0,0,0,2.625,3.2,2.375,2.69,3.2,2.35,2.6,3.1,2.3,2.5,3.25,2.4,2.75,3.25,2.25,2.75,3.25,2.25,2.62,3.3,2.25,,,,,EN,2002/2003
E2,2002-12-14,Bradford,Nott'm Forest,1,0,H,1,0,H,T Parkes,16,8,8,2,20,12,4,3,3,2,0,0,3.25,3.25,2.0,3.35,3.25,2.0,3.1,3.2,2.0,3.0,3.2,2.1,3.5,3.25,1.91,3.25,3.25,2.0,3.5,3.2,1.9,1.7,1.9,1.9,1.8,EN,2002/2003
E2,2002-12-14,Burnley,Rotherham,2,6,A,0,3,A,C Foy,14,12,6,9,12,13,10,4,3,2,0,0,1.8,3.25,4.0,1.8,3.3,4.05,1.8,3.2,3.7,1.73,3.2,4.33,1.83,3.25,3.75,1.833,3.25,3.75,1.8,3.3,3.75,1.7,1.9,1.8,1.9,EN,2002/2003
E2,2002-12-14,Crystal Palace,Norwich,2,0,H,2,0,H,P Armstrong,8,4,4,1,27,17,6,3,2,3,0,0,2.375,3.2,2.625,2.3,3.25,2.75,2.2,3.1,2.8,2.1,3.2,3.0,2.25,3.2,2.8,2.25,3.2,2.8,2.2,3.2,2.8,1.85,1.75,1.83,1.83,EN,2002/2003
E2,2002-12-14,Derby,Brighton,1,0,H,1,0,H,P Rejer,8,8,5,6,13,17,3,6,0,1,0,0,1.667,3.4,4.5,1.6,3.45,5.25,1.6,3.4,4.6,1.57,3.5,5.0,1.62,3.4,5.0,1.615,3.4,5.0,1.53,3.4,5.5,1.7,1.9,1.72,2.0,EN,2002/2003
E2,2002-12-14,Ipswich,Watford,4,2,H,2,0,H,U Rennie,13,13,11,8,13,10,1,6,0,1,0,0,2.0,3.25,3.25,1.95,3.3,3.45,2.0,3.2,3.1,1.83,3.4,3.5,1.91,3.25,3.5,1.909,3.25,3.5,1.9,3.25,3.4,1.7,1.9,1.8,1.9,EN,2002/2003
E2,2002-12-14,Leicester,Millwall,4,1,H,2,1,H,M Fletcher,9,8,6,4,16,17,7,7,2,3,0,0,1.615,3.4,5.0,1.6,3.45,5.25,1.6,3.4,4.6,1.67,3.25,4.5,1.62,3.4,5.0,1.615,3.4,5.0,1.5,3.4,6.0,1.75,1.85,1.83,1.83,EN,2002/2003
E2,2002-12-14,Preston,Grimsby,3,0,H,2,0,H,T Bates,15,2,5,1,16,10,12,2,2,3,0,1,1.667,3.4,4.5,1.65,3.45,4.8,1.6,3.4,4.6,1.57,3.5,5.0,1.67,3.4,4.5,1.667,3.4,4.5,1.66,3.4,4.33,1.65,1.95,1.66,2.1,EN,2002/2003
E2,2002-12-14,Reading,Sheffield United,0,2,A,0,0,D,M Riley,5,9,2,6,10,10,7,7,1,2,0,0,1.909,3.25,3.5,2.0,3.25,3.35,2.0,3.2,3.1,1.83,3.2,3.75,2.0,3.25,3.25,2.0,3.25,3.25,1.9,3.2,3.5,1.85,1.75,1.9,1.8,EN,2002/2003
E2,2002-12-14,Sheffield Weds,Gillingham,0,2,A,0,1,A,G Salisbury,15,7,8,6,8,8,11,2,0,2,0,0,2.4,3.2,2.6,2.35,3.3,2.65,2.4,3.2,2.4,2.5,3.25,2.4,2.38,3.2,2.63,2.375,3.2,2.625,2.5,3.1,2.5,1.8,1.8,2.0,1.72,EN,2002/2003
E2,2002-12-14,Stoke,Portsmouth,1,1,D,1,0,H,P Walton,3,2,2,1,20,7,1,2,3,2,0,0,4.5,3.4,1.667,4.5,3.4,1.7,3.8,3.4,1.7,4.5,3.5,1.62,4.33,3.25,1.73,4.2,3.25,1.75,4.5,3.3,1.66,1.7,1.9,1.72,2.0,EN,2002/2003
E2,2002-12-14,Walsall,Wimbledon,2,0,H,1,0,H,F Stretton,5,9,2,2,11,9,5,1,0,0,0,0,2.4,3.2,2.6,2.35,3.3,2.65,2.3,3.2,2.5,2.5,3.25,2.4,2.25,3.25,2.75,2.3,3.2,2.75,2.37,3.3,2.5,1.7,1.9,1.8,1.9,EN,2002/2003
E2,2002-12-14,Wolves,Coventry,0,2,A,0,1,A,H Webb,14,6,4,4,12,11,7,1,1,1,0,0,1.667,3.4,4.5,1.75,3.3,4.35,1.75,3.3,3.8,1.67,3.25,4.5,1.67,3.4,4.5,1.667,3.4,4.5,1.66,3.3,4.5,1.7,1.9,1.8,1.9,EN,2002/2003
E2,2002-12-20,Brighton,Leicester,0,1,A,0,0,D,T Bates,6,13,3,8,15,12,3,3,0,2,0,0,3.75,3.25,1.833,3.9,3.3,1.9,3.6,3.1,1.85,3.75,3.25,1.8,3.75,3.25,1.83,3.6,3.4,1.833,3.75,3.3,1.8,1.8,1.83,1.9,1.8,EN,2002/2003
E2,2002-12-21,Coventry,Derby,3,0,H,2,0,H,M Dean,12,15,6,12,13,16,2,12,1,4,0,0,1.833,3.25,3.75,2.11,3.3,3.3,2.1,3.1,3.0,2.0,3.4,3.0,2.1,3.25,3.0,2.1,3.25,3.0,2.2,3.2,2.8,1.8,1.8,1.72,2.0,EN,2002/2003
E2,2002-12-21,Gillingham,Burnley,4,2,H,3,1,H,G Hegley,16,8,11,4,17,14,10,2,3,4,0,2,2.2,3.25,2.8,2.15,3.25,3.0,2.1,3.1,3.0,2.2,3.2,2.8,2.2,3.2,2.88,2.2,3.2,2.875,2.1,3.2,3.0,1.8,1.8,1.83,1.83,EN,2002/2003
E2,2002-12-21,Grimsby,Sheffield Weds,2,0,H,0,0,D,M Halsey,11,18,7,7,9,14,12,6,1,2,0,0,2.0,3.25,3.25,2.0,3.3,3.3,2.0,3.2,3.1,2.1,3.4,2.8,2.0,3.25,3.25,2.0,3.25,3.25,1.9,3.3,3.3,1.85,1.75,1.72,2.0,EN,2002/2003
E2,2002-12-21,Millwall,Wolves,1,1,D,1,1,D,C Penton,5,14,4,7,23,22,9,1,3,2,0,0,2.5,3.2,2.5,2.45,3.3,2.61,2.5,3.0,2.5,2.38,3.2,2.6,2.5,3.2,2.5,2.6,3.2,2.4,2.4,3.1,2.6,1.8,1.83,1.83,1.83,EN,2002/2003
E2,2002-12-21,Norwich,Walsall,2,1,H,0,0,D,R Beeby,9,8,4,7,15,18,3,4,2,3,0,1,1.667,3.5,4.333,1.61,3.45,5.25,1.6,3.2,5.0,1.62,3.5,4.5,1.62,3.4,5.0,1.615,3.4,5.0,1.61,3.5,4.5,1.7,1.9,1.9,1.8,EN,2002/2003
E2,2002-12-21,Nott'm Forest,Reading,2,0,H,1,0,H,M Cowburn,12,6,9,2,16,11,8,3,3,1,1,0,1.833,3.25,3.75,1.9,3.3,3.65,1.9,3.2,3.4,2.0,3.4,3.0,1.91,3.25,3.5,1.909,3.25,3.5,1.9,3.3,3.3,1.7,1.9,1.9,1.8,EN,2002/2003
E2,2002-12-21,Portsmouth,Ipswich,1,1,D,1,0,H,G Barber,18,18,15,13,13,13,10,7,3,3,0,1,1.667,3.5,4.333,1.61,3.45,5.25,1.7,3.3,4.0,1.62,3.5,4.5,1.62,3.4,5.0,1.615,3.4,5.0,1.61,3.3,5.0,1.65,1.95,1.66,2.1,EN,2002/2003
E2,2002-12-21,Sheffield United,Preston,1,0,H,0,0,D,F Stretton,11,6,6,3,4,15,7,5,0,5,0,1,1.727,3.5,4.0,1.75,3.3,4.35,1.75,3.2,4.0,1.67,3.4,4.33,1.67,3.4,4.5,1.667,3.4,4.5,1.72,3.4,4.0,1.7,1.9,1.8,1.9,EN,2002/2003
E2,2002-12-21,Watford,Bradford,1,0,H,0,0,D,A Butler,14,6,7,3,14,21,10,2,0,5,0,0,1.615,3.6,4.5,1.6,3.4,5.4,1.6,3.5,4.4,1.57,3.5,5.0,1.57,3.4,5.5,1.571,3.4,5.5,1.53,3.4,5.5,1.75,1.85,1.8,1.9,EN,2002/2003
E2,2002-12-21,Wimbledon,Stoke,1,1,D,0,0,D,S Baines,12,7,6,2,3,6,3,3,1,0,0,0,1.615,3.4,5.0,1.65,3.35,5.0,1.6,3.3,4.8,1.5,3.4,6.0,1.62,3.4,5.0,1.615,3.4,5.0,1.61,3.3,5.0,1.65,1.95,1.8,1.9,EN,2002/2003
E2,2002-12-22,Rotherham,Crystal Palace,1,3,A,0,2,A,P Joslin,9,7,4,4,11,11,6,3,2,2,0,0,2.1,3.25,3.0,2.1,3.25,3.1,2.1,3.0,3.1,2.25,3.2,2.75,2.1,3.25,3.0,2.1,3.2,3.1,2.1,3.0,3.2,1.8,1.8,1.9,1.8,EN,2002/2003
E2,2002-12-26,Bradford,Stoke,4,2,H,1,2,A,G Laws,11,8,5,7,15,16,5,4,1,2,0,0,2.0,3.25,3.25,1.95,3.3,3.45,1.9,3.2,3.4,2.0,3.4,3.0,1.91,3.25,3.5,1.909,3.25,3.5,2.0,3.1,3.3,1.8,1.8,1.9,1.8,EN,2002/2003
E2,2002-12-26,Burnley,Wolves,2,1,H,2,0,H,M Messias,10,7,6,4,23,17,2,6,3,5,0,0,2.6,3.2,2.4,2.5,3.25,2.52,2.7,3.2,2.2,2.5,3.25,2.4,2.5,3.2,2.5,2.5,3.2,2.5,2.6,3.1,2.4,1.75,1.85,1.8,1.9,EN,2002/2003
E2,2002-12-26,Coventry,Reading,2,0,H,1,0,H,P Taylor,7,8,4,3,15,10,1,7,4,3,0,0,1.909,3.25,3.5,1.92,3.25,3.6,1.85,3.2,3.5,1.91,3.4,3.25,1.91,3.25,3.5,1.909,3.25,3.5,1.9,3.25,3.4,1.85,1.75,2.1,1.66,EN,2002/2003
E2,2002-12-26,Derby,Grimsby,1,3,A,1,1,D,M Fletcher,21,10,6,4,13,12,10,8,2,4,0,0,1.615,3.6,4.5,1.55,3.55,5.55,1.55,3.5,4.8,1.5,3.4,6.0,1.57,3.4,5.5,1.571,3.4,5.5,1.61,3.5,4.5,1.7,1.9,1.8,1.9,EN,2002/2003
E2,2002-12-26,Leicester,Ipswich,1,2,A,0,0,D,S Mathieson,11,9,5,3,5,12,7,3,1,4,0,0,1.727,3.5,4.0,1.68,3.45,4.5,1.7,3.3,4.0,1.67,3.4,4.33,1.62,3.6,4.5,1.615,3.6,4.5,1.61,3.3,5.0,1.75,1.85,1.8,1.9,EN,2002/2003
E2,2002-12-26,Millwall,Gillingham,2,2,D,1,1,D,P Rejer,10,4,7,3,12,15,7,3,0,2,0,0,2.0,3.25,3.25,2.0,3.25,3.35,2.2,3.0,2.9,1.8,3.25,3.75,2.0,3.25,3.25,2.0,3.25,3.25,2.0,3.2,3.2,1.8,1.8,,,EN,2002/2003
E2,2002-12-26,Norwich,Brighton,0,1,A,0,1,A,K Hill,19,11,12,4,14,13,7,4,0,4,0,0,1.444,3.75,6.5,1.45,3.7,6.5,1.45,3.8,5.4,1.5,3.4,6.0,1.44,3.75,6.5,1.444,3.75,6.5,1.44,3.6,6.5,1.75,1.85,,,EN,2002/2003
E2,2002-12-26,Portsmouth,Crystal Palace,1,1,D,1,1,D,L Cable,6,8,3,5,15,14,6,5,1,0,0,0,1.571,3.6,5.0,1.6,3.55,5.0,1.6,3.4,4.6,1.57,3.5,5.0,1.62,3.4,5.0,1.615,3.4,5.0,1.57,3.3,5.5,1.65,1.95,1.66,2.1,EN,2002/2003
E2,2002-12-26,Preston,Rotherham,0,2,A,0,0,D,M Pike,17,17,9,8,7,8,7,6,0,1,0,0,2.1,3.25,3.0,2.1,3.3,3.05,2.0,3.2,3.1,1.91,3.4,3.25,2.1,3.25,3.0,2.1,3.25,3.0,2.1,3.2,3.0,1.65,1.95,1.66,2.1,EN,2002/2003
E2,2002-12-26,Sheffield Weds,Nott'm Forest,2,0,H,1,0,H,P Dowd,12,7,9,3,4,12,12,8,1,1,0,0,3.25,3.25,2.0,3.5,3.3,1.92,3.3,3.3,1.9,2.75,3.5,2.1,3.4,3.4,1.91,3.4,3.4,1.909,3.2,3.2,2.0,1.9,1.7,2.0,1.72,EN,2002/2003
E2,2002-12-26,Walsall,Sheffield United,0,1,A,0,0,D,P Danson,6,9,0,5,21,10,0,4,4,1,0,1,2.625,3.2,2.375,2.72,3.25,2.32,2.5,3.2,2.3,2.75,3.2,2.25,2.75,3.25,2.25,2.75,3.25,2.25,2.75,3.2,2.25,1.75,1.85,,,EN,2002/2003
E2,2002-12-26,Wimbledon,Watford,0,0,D,0,0,D,E Wolstenholme,11,11,5,6,16,9,7,7,1,1,0,0,2.1,3.25,3.0,2.05,3.25,3.2,2.0,3.2,3.1,1.8,3.25,3.75,2.0,3.25,3.25,2.0,3.25,3.25,2.0,3.2,3.2,1.75,1.85,,,EN,2002/2003
E2,2002-12-28,Brighton,Burnley,2,2,D,0,1,A,T Parkes,8,7,2,1,15,23,3,3,3,2,0,0,2.5,3.2,2.5,2.5,3.2,2.5,2.3,3.1,2.6,2.4,3.25,2.5,2.5,3.2,2.5,2.5,3.2,2.5,2.5,3.1,2.5,1.8,1.8,1.8,1.9,EN,2002/2003
E2,2002-12-28,Crystal Palace,Preston,2,0,H,1,0,H,A Hall,15,3,12,2,8,11,4,6,2,3,0,0,1.727,3.5,4.0,1.85,3.3,4.0,1.75,3.2,4.0,1.67,3.4,4.33,1.73,3.25,4.5,1.727,3.4,4.2,1.72,3.25,4.2,1.75,1.85,1.8,1.9,EN,2002/2003
E2,2002-12-28,Grimsby,Norwich,1,1,D,0,0,D,S Baines,18,10,10,6,14,16,9,3,2,2,0,0,2.5,3.2,2.5,2.6,3.2,2.45,2.4,3.2,2.4,2.5,3.25,2.4,2.5,3.2,2.5,2.5,3.2,2.5,2.5,3.1,2.5,1.85,1.75,1.9,1.8,EN,2002/2003
E2,2002-12-28,Ipswich,Walsall,3,2,H,1,0,H,P Taylor,10,4,4,2,14,13,8,2,3,3,0,0,1.615,3.4,5.0,1.7,3.4,4.7,1.6,3.4,4.6,1.57,3.5,5.0,1.62,3.4,5.0,1.615,3.4,5.0,1.61,3.5,4.5,1.7,1.9,1.83,1.83,EN,2002/2003
E2,2002-12-28,Nott'm Forest,Portsmouth,1,2,A,0,0,D,C Foy,4,23,3,17,11,12,4,7,1,1,0,0,2.4,3.2,2.6,2.4,3.2,2.6,2.3,3.1,2.6,2.4,3.25,2.5,2.38,3.2,2.63,2.375,3.2,2.625,2.4,3.1,2.6,1.8,1.8,1.83,1.83,EN,2002/2003
E2,2002-12-28,Reading,Derby,2,1,H,1,1,D,M Ryan,11,5,7,2,9,19,6,1,1,3,0,0,1.909,3.25,3.5,2.0,3.3,3.4,2.1,3.1,3.0,1.83,3.4,3.5,1.91,3.25,3.5,1.909,3.25,3.5,2.1,3.2,3.0,1.9,1.7,1.9,1.8,EN,2002/2003
E2,2002-12-28,Rotherham,Millwall,1,3,A,0,1,A,R Olivier,13,8,9,5,13,10,7,1,3,0,0,0,1.833,3.25,3.75,1.95,3.3,3.5,1.8,3.1,3.8,2.0,3.4,3.0,1.83,3.25,3.75,1.833,3.25,3.75,2.0,3.2,3.2,1.8,1.8,1.83,1.83,EN,2002/2003
E2,2002-12-28,Sheffield United,Coventry,0,0,D,0,0,D,R Pearson,16,5,7,2,7,21,8,5,1,3,0,1,1.833,3.25,3.75,1.9,3.3,3.55,2.0,3.1,3.2,1.8,3.25,3.75,1.91,3.25,3.5,1.909,3.25,3.5,1.9,3.3,3.3,1.8,1.8,1.83,1.83,EN,2002/2003
E2,2002-12-28,Stoke,Sheffield Weds,3,2,H,1,1,D,K Townsend,23,9,15,6,14,16,7,6,3,3,0,0,2.1,3.25,3.0,2.1,3.25,3.1,2.1,3.1,3.0,2.0,3.4,3.0,2.1,3.25,3.0,2.1,3.25,3.0,2.0,3.3,3.1,1.85,1.75,2.0,1.72,EN,2002/2003
E2,2002-12-28,Watford,Leicester,1,2,A,1,1,D,D Pugh,14,10,14,10,14,16,7,7,1,3,0,0,2.625,3.2,2.375,2.69,3.2,2.4,2.6,3.1,2.3,2.75,3.2,2.25,2.6,3.25,2.38,2.6,3.25,2.375,2.75,3.25,2.2,1.8,1.8,1.83,1.83,EN,2002/2003
E2,2002-12-28,Wolves,Bradford,1,2,A,0,0,D,A Bates,11,5,3,3,14,16,5,3,2,0,0,0,1.444,3.75,6.5,1.5,3.7,6.5,1.5,3.5,5.4,1.4,4.0,6.5,,,,1.444,3.75,6.5,1.4,3.75,7.0,1.75,1.85,1.72,2.0,EN,2002/2003
E2,2003-01-01,Crystal Palace,Coventry,1,1,D,0,0,D,C Wilkes,9,6,3,3,7,9,11,5,0,1,0,0,2.0,3.25,3.25,2.28,3.2,3.0,2.1,3.1,3.0,1.91,3.25,3.4,2.1,3.25,3.0,2.1,3.25,3.0,2.1,3.2,3.0,1.8,1.8,1.9,1.8,EN,2002/2003
E2,2003-01-01,Ipswich,Millwall,4,1,H,0,0,D,S Bennett,20,15,13,10,7,8,7,9,0,1,0,0,1.727,3.25,4.333,1.75,3.35,4.38,1.75,3.2,4.0,1.67,3.4,4.33,1.73,3.25,4.33,1.727,3.25,4.333,1.72,3.4,4.0,1.8,1.8,1.8,1.9,EN,2002/2003
E2,2003-01-01,Nott'm Forest,Walsall,1,1,D,1,0,H,H Webb,6,11,2,5,13,13,8,3,2,1,0,0,1.615,3.4,5.0,1.6,3.5,5.16,1.6,3.3,4.8,1.57,3.5,5.0,1.53,3.5,5.5,1.571,3.4,5.5,1.57,3.3,5.5,1.75,1.85,1.72,2.0,EN,2002/2003
E2,2003-01-01,Rotherham,Sheffield Weds,0,2,A,0,0,D,R Pearson,7,12,2,6,9,13,9,7,3,1,0,0,1.909,3.25,3.5,1.82,3.35,3.96,1.8,3.2,3.7,1.8,3.25,3.75,1.8,3.25,4.0,1.8,3.25,4.0,1.9,3.25,3.4,1.7,1.9,1.83,1.83,EN,2002/2003
E2,2003-01-01,Stoke,Preston,2,1,H,2,0,H,M Jones,13,6,11,5,11,19,12,8,0,3,0,0,2.375,3.2,2.625,2.38,3.25,2.65,2.3,3.1,2.6,2.25,3.4,2.62,2.38,3.2,2.63,2.375,3.2,2.625,2.3,3.25,2.62,1.8,1.8,1.83,1.83,EN,2002/2003
E2,2003-01-01,Watford,Portsmouth,2,2,D,0,0,D,P Rejer,18,15,10,10,14,11,6,4,0,1,0,0,2.75,3.25,2.25,2.75,3.2,2.33,2.8,3.1,2.2,2.75,3.2,2.25,2.75,3.25,2.25,2.7,3.2,2.3,2.8,3.2,2.2,1.7,1.9,1.8,1.9,EN,2002/2003
E2,2003-01-01,Wolves,Derby,1,1,D,0,1,A,N Barry,7,4,3,3,13,18,4,1,2,3,0,0,1.727,3.25,4.333,1.81,3.35,4.01,1.8,3.2,3.7,1.8,3.25,3.75,1.83,3.25,3.75,1.833,3.25,3.75,1.8,3.3,3.75,1.8,1.8,1.83,1.83,EN,2002/2003
E2,2003-01-11,Burnley,Ipswich,1,1,D,0,1,A,A Hall,10,14,3,6,14,15,12,5,1,0,0,0,2.6,3.2,2.4,2.5,3.2,2.5,2.5,3.1,2.4,2.62,3.4,2.25,2.63,3.2,2.38,2.625,3.2,2.375,2.62,3.2,2.3,1.7,1.9,1.72,2.0,EN,2002/2003
E2,2003-01-11,Coventry,Brighton,0,0,D,0,0,D,P Crossley,8,17,2,9,3,11,5,4,0,0,0,0,1.5,3.5,6.0,1.55,3.5,5.6,1.55,3.5,4.8,1.53,3.5,5.5,1.57,3.4,5.5,1.571,3.4,5.5,1.53,3.4,5.5,1.8,1.8,1.9,1.8,EN,2002/2003
E2,2003-01-11,Derby,Gillingham,1,1,D,0,0,D,G Cain,16,14,4,10,4,8,4,8,0,3,0,0,2.0,3.25,3.25,2.0,3.25,3.3,2.0,3.2,3.1,1.83,3.4,3.5,2.1,3.25,3.0,2.0,3.25,3.25,2.0,3.2,3.2,1.75,1.85,1.83,1.83,EN,2002/2003
